episode_idx,rmse_error,mean_jerk,roughness_proxy,mean_velocity,max_error,mean_kcm_intervention,steps,progress
0,0.2551410906597043,13.486031650519761,535.9113775193691,0.16704573921981405,0.7561810609280863,1.6330169010357796,61,0.0
1,0.47759816336493727,23.123307813677872,1109.224060177803,0.3937897491350509,0.7579964547247874,1.7314550339652783,57,0.18979499897631305
2,0.5572532395034101,34.90964571768093,7883.275885879993,0.29130131359793865,0.7567863787123208,1.758407637464936,373,0.939407780415974
3,0.3522332348825444,43.37314651244216,4399.2761597037315,0.15247026089992788,0.7700894593937475,1.8711631440743806,180,0.016806332934772083
4,0.4655899434682951,43.72291119976176,1750.3126122057438,0.25780684242231977,0.7505935150366485,1.7917213917606405,72,0.14381881548232897
5,0.45510778514845984,40.34276878622573,6181.9780468940735,0.262090159770776,0.7506589398816919,1.797899133307259,254,0.5853761244473411
6,0.2935032445655468,41.57692743831326,5876.844680309296,0.19614584970096835,0.7635824007633373,1.9137063076921432,229,0.26576942440732226
7,0.46004285663581707,49.005909615041666,6789.023074507713,0.28015442048720873,0.7688891823690475,1.8604016227208977,259,0.6294305477974166
8,0.4302146467931752,35.33864629067732,7888.921734690666,0.19059807694192682,0.7728157563330089,1.8771127101797018,356,0.44598682102225773
9,0.4665598098934957,37.243913715535946,6465.597978234291,0.2942961091886867,0.7542183229009587,1.9665743112184786,275,0.7082195737971622
10,0.3321509182453616,45.12028575339587,7553.002643585205,0.28499453574221,0.7504246803685668,1.815740242803414,301,0.7311696132901072
11,0.3965468162569802,38.989030247384854,6129.568128287792,0.1694789848815311,0.7732134312739922,2.0273297264413417,275,0.2873981467335033
12,0.42336052181823647,30.53929468724116,4094.3176448345184,0.10157907570843921,0.7672291141547968,2.4917119950992257,191,0.040287741464129154
13,0.3694531964947387,39.63538429897684,4486.435133218765,0.3045762636809769,0.7672190007131131,1.783057450800386,193,0.5043800925015767
14,0.32507012626482285,44.67134063694334,4957.300704717636,0.20276064683215408,0.790252836762559,1.9687847109640249,217,0.37790037392013864
15,0.31704707209602045,46.965693136548055,9824.740409851074,0.23547454989782654,0.7816054709594936,1.9055719567822522,404,0.8127232709446149
16,0.35057046159842775,44.389602349650474,10291.995860636234,0.2825078728514037,0.649532124784292,1.9025595329128693,403,0.9906541856796952
17,0.2174067727630257,46.935453954732644,11731.05792850256,0.179601751408487,0.7502939572912896,2.0903375984872428,424,0.6509305560951861
18,0.3262099084199929,36.18735460429218,4768.173699080944,0.14452557573771344,0.7794818885260701,2.0693414411002866,179,0.18978005581670643
19,0.32127869225779826,39.35128599609414,8681.205680966377,0.23767509910545936,0.7968767883947014,2.0350898176513437,365,0.7489095350259691
20,0.39197529371992196,39.848043005813174,14008.024354279041,0.1926961988411322,0.7508225188861332,2.1580520521053512,557,0.7895914654683297
21,0.3015772671634866,42.829854402746726,13633.530429005623,0.20089489455098536,0.7604244121460644,2.03896760559195,536,0.8374297330427585
22,0.2606038988824904,35.93550399655388,9098.479133844376,0.13543796101141545,0.7912605595825257,2.0771748903963156,420,0.2677301713000674
23,0.29789025161297245,35.31491827811593,5214.316959679127,0.1419779864949322,0.7737740302140177,2.267743310448852,214,0.09913137580405088
24,0.28069892385591916,40.01082025031737,12752.727821469307,0.19961901034434487,0.7674987954789566,2.0651945127389055,529,0.7936448106624819
25,0.29966488748145254,38.06638206941143,10040.75613990426,0.18161070086342052,0.7517335543990232,2.039343849844984,399,0.5019786491635693
26,0.37923006636581336,33.08339935328279,3233.5272058844566,0.11101211149777684,0.7516196670443204,1.4853337907099906,140,0.09520531398343307
27,0.3052316834766139,34.703523292277204,10251.631128787994,0.263013367840104,0.5755315441781865,2.123183676351861,433,0.9758559385952509
28,0.2507725121523149,39.67419781484297,10217.77516528964,0.20635181082176993,0.7537927487292196,1.8535430674060749,419,0.7361364655078184
29,0.26319131522127415,36.54676967983627,15213.947216048837,0.19194049115864067,0.6100044997368376,1.9536238606328913,683,0.9818676323985891
30,0.2542596575947609,33.62553118932031,16446.25820145011,0.18718100996945194,0.6870004348914771,2.1210587796956415,717,0.9812152789791917
31,0.24876997391097605,36.02814627072168,11521.819503605366,0.22146410162427596,0.6600585989196099,2.113086703326553,504,0.9550424273347922
32,0.5044274562032088,27.717918384998427,8186.233089119196,0.12803813158311714,0.777421831864944,1.3067472372300108,439,0.4422330962348958
33,0.1517004171018765,36.94988964982559,11510.132093727589,0.22327205613407863,0.4181424104496951,1.6674938001971136,489,0.9695587861163594
34,0.2884843171491211,33.456320099958724,12945.234881341457,0.19293542050044707,0.626070139940695,1.5605518305987371,577,0.9744621058403917
35,0.4043645374900825,36.1593129339418,3758.586520329118,0.14286425256444885,0.7718149624737531,1.0463755848006224,173,0.21345020088236955
36,0.2538570965983675,33.52366274581896,9600.681766495109,0.2463648634432343,0.5280563480218918,1.9296846871569413,446,0.9559975044450899
37,0.31523759458824113,32.99694536467683,10464.185608923435,0.1969141594070109,0.7643192257022999,1.7797889731124792,479,0.7444379438192639
