ablation_key,count,success_rate_mean,success_rate_std,stall_rate_mean,stall_rate_std,mean_progress_final_mean,mean_progress_final_std,max_abs_contour_error_mean,max_abs_contour_error_std,mean_steps_mean,mean_steps_std,trace_rmse_error_mean,trace_rmse_error_std,trace_mean_velocity_mean,trace_mean_velocity_std,trace_mean_jerk_mean,trace_mean_jerk_std,trace_mean_kcm_intervention_mean,trace_mean_kcm_intervention_std
train|kcm=True|smooth=True,1,1.0,0.0,0.0,0.0,1.0,0.0,0.06469480202631317,0.0,916.7,0.0,0.02347822077843423,0.0,42.79976262741299,0.0,20000.0,0.0,0.9228764837745167,0.0
