episode_idx,total_reward,actor_loss,critic_loss,epsilon
0,8.805733349575151,-0.0353451743721962,0.6311002969741821,1.5
1,8.72291999979215,-0.06692911684513092,0.9032880663871765,1.5
2,8.998316359803642,-0.007443081587553024,0.938687801361084,1.5
3,8.926342451178375,-0.0005298744654282928,0.4553525447845459,1.5
4,8.89649844313941,-0.02500838041305542,1.0902568101882935,1.5
5,8.886533513489557,0.052161283791065216,0.8352475762367249,1.5
6,7.794779774407818,0.011854897253215313,0.6007931232452393,1.5
7,8.884837754226954,0.019367098808288574,0.759461522102356,1.5
8,8.94682368005904,0.06410421431064606,0.8938449621200562,1.5
9,8.980725358360456,-0.00927322544157505,0.7333232760429382,1.5
10,4.998389609726507,-0.017374690622091293,0.7672722935676575,1.5
11,3.7790391953808635,0.013051211833953857,1.0693583488464355,1.5
12,4.855264802623465,0.05164233222603798,0.8684834837913513,1.5
13,4.719054342327673,0.04585309326648712,0.6641857028007507,1.5
14,8.954855478750547,0.03025825507938862,0.7246260643005371,1.5
15,8.99459014810294,0.07219934463500977,0.727936327457428,1.5
16,3.5824926314349685,0.10325674712657928,1.004148006439209,1.5
17,8.991045024712717,0.14021719992160797,0.750698447227478,1.5
18,8.982335096176886,0.025621186941862106,0.6904135942459106,1.5
19,8.947875022331278,0.1189766377210617,0.5116185545921326,1.5
20,8.971159030353304,0.08309777826070786,0.7165640592575073,1.5
21,2.931225251465241,0.0983366146683693,0.699794352054596,1.5
22,8.999177426112722,0.08456221967935562,0.7386121153831482,1.5
23,8.939655837412403,0.01208470668643713,0.6585768461227417,1.5
24,8.998636328035339,0.10327836871147156,0.7283098101615906,1.5
25,8.987257736656444,0.076549232006073,0.7498999834060669,1.5
26,8.991027888177772,0.14490775763988495,0.9499114751815796,1.5
27,8.954097144084464,0.14195626974105835,0.7155601382255554,1.5
28,8.98677070080561,0.03837371990084648,0.8604899644851685,1.5
29,8.977969892348904,0.08352230489253998,0.6429110169410706,1.5
30,8.98743560687619,0.03622116893529892,0.8288642168045044,1.5
31,8.936991152936749,0.1654851883649826,0.6478298306465149,1.5
32,8.953298584774942,0.12328847497701645,0.6086177825927734,1.5
33,4.828027963709078,0.0824563205242157,0.4397435188293457,1.5
34,8.92587295624867,0.14563776552677155,0.6836925148963928,1.5
35,8.96862640213836,0.15021100640296936,0.8317029476165771,1.5
36,8.986224688119513,0.062099963426589966,0.767313539981842,1.5
37,8.943428100418652,0.09367725253105164,0.8158496618270874,1.5
38,8.957480777851863,0.1489095687866211,0.5884790420532227,1.5
39,8.994383344343413,0.021590927615761757,0.7526143193244934,1.5
40,8.999307810328736,0.06343836337327957,0.5267703533172607,1.5
41,8.999522663023228,0.13363173604011536,0.4211593270301819,1.5
42,8.992072212796005,0.11501140147447586,0.7608394622802734,1.5
43,8.983459603406782,0.022746259346604347,0.6504992842674255,1.5
44,8.990434914599131,0.08808072656393051,0.5482504963874817,1.5
45,8.995899053417553,0.03932052478194237,0.6929303407669067,1.5
46,8.974140610390375,0.1588280200958252,0.5882124900817871,1.5
47,8.997837068936608,0.0995367020368576,0.9150421023368835,1.5
48,8.819334949975739,0.1443449854850769,0.862973153591156,1.5
49,8.976560050982407,0.1327725052833557,0.7231599688529968,1.5
50,8.999951674882732,0.18459300696849823,0.590606689453125,1.5
51,8.960800126004987,0.08990718424320221,0.8053269982337952,1.5
52,2.916609234955854,0.11408355832099915,0.8637043237686157,1.5
53,8.95640635711408,0.08459364622831345,0.6063033938407898,1.5
54,4.95925657743536,0.08530167490243912,0.41075599193573,1.5
55,8.999004309145457,0.1870858073234558,0.5320571660995483,1.5
56,8.873488824653572,0.08727924525737762,0.6109454035758972,1.5
57,8.990829061097987,0.16242647171020508,0.799595057964325,1.5
58,8.990717722874221,0.09449498355388641,0.5401769280433655,1.5
59,8.980106227994531,0.09774648398160934,0.7908229827880859,1.5
60,8.98743560687619,0.07274413108825684,0.6436959505081177,1.5
61,6.941115063259918,0.12800092995166779,1.0777603387832642,1.5
62,8.938270193627549,0.1331203728914261,0.8909375071525574,1.5
63,8.874255153504672,0.06915296614170074,1.0169665813446045,1.5
64,8.954705972750684,0.1680334359407425,0.7048501968383789,1.5
65,8.979014920534507,0.08113878965377808,0.7131608128547668,1.5
66,4.9140577368253755,0.09099629521369934,0.5961692929267883,1.5
67,8.989715963414904,0.14563357830047607,0.7861075401306152,1.5
68,8.842162646234677,0.10584579408168793,0.6848969459533691,1.5
69,8.978259398767902,0.12087222188711166,0.6348260045051575,1.5
70,8.997935169195134,0.12890183925628662,0.625180184841156,1.5
71,8.9601557307846,0.19003374874591827,0.7474707961082458,1.5
72,8.979275635562908,0.09834215044975281,0.619422197341919,1.5
73,8.979554218993727,0.060426995158195496,0.7349272966384888,1.5
74,4.926250241167347,0.07021757960319519,0.7360736131668091,1.5
75,8.97022682097696,0.13449162244796753,0.5879942774772644,1.5
76,8.943332651857272,0.09099680930376053,0.624753475189209,1.5
77,8.889587897534609,0.049525003880262375,0.9036773443222046,1.5
78,8.899226969942584,0.1705421507358551,0.6057730913162231,1.5
79,0.8328509371894968,0.05032125487923622,0.39258623123168945,1.5
