timestamp,position_x,position_y,reference_x,reference_y,velocity,acceleration,jerk,contour_error,kcm_intervention
0.371,10.016328460694048,3.1567838172685074,10.0,3.1567838172685074,75.94,1120.0,20000.0,0.01632846069404792,0.5457713723182308
0.372,10.016713256739212,3.2338628567799312,10.0,3.2338628567799312,77.08,1140.0,20000.0,0.016713256739212312,0.7185894598891702
0.373,10.017103608978202,3.3121018830080837,10.0,3.3121018830080837,78.24,1160.0,20000.0,0.017103608978201734,0.29374047206108517
0.374,10.01749953075538,3.3915208961343266,10.0,3.3915208961343266,79.42,1180.0,20000.0,0.01749953075538002,0.23638912984609114
0.375,10.017900832428564,3.472099896853913,10.0,3.472099896853913,80.58,1160.0,-20000.0,0.01790083242856433,2.598421109151323
0.376,10.01830748461358,3.553818885063511,10.0,3.553818885063511,81.72,1140.0,-20000.0,0.01830748461357956,0.8099805157327384
0.377,10.01871929590826,3.6366578614662743,10.0,3.6366578614662743,82.84,1120.0,-20000.0,0.01871929590826049,1.3539573965711509
0.378,10.019136071850474,3.720596826779256,10.0,3.720596826779256,83.94,1100.0,-20000.0,0.019136071850473613,0.8359086520627461
0.379,10.01955761503811,3.8056157817324956,10.0,3.8056157817324956,85.02,1080.0,-20000.0,0.019557615038110043,0.6996865693760813
0.38,10.019984095493582,3.8917347257252146,10.0,3.8917347257252146,86.11999999999999,1100.0,20000.0,0.01998409549358193,0.22783309092669574
0.381,10.020415686179271,3.9789736581434876,10.0,3.9789736581434876,87.24,1120.0,20000.0,0.020415686179271475,0.34023100397070694
0.382,10.020852563117527,4.067352578359458,10.0,4.067352578359458,88.38,1140.0,20000.0,0.020852563117527364,0.32946762374307403
0.383,10.021294905510668,4.15689148573054,10.0,4.15689148573054,89.53999999999999,1160.0,20000.0,0.021294905510668375,0.25996043166622146
0.384,10.021742698334362,4.247570380086322,10.0,4.247570380086322,90.67999999999999,1140.0,-20000.0,0.021742698334362487,1.1208633984585326
0.385,10.022196127590853,4.339409260751917,10.0,4.339409260751917,91.83999999999999,1160.0,20000.0,0.022196127590852655,0.2958225534016242
0.386,10.022655382702336,4.43242812703582,10.0,4.43242812703582,93.02,1180.0,20000.0,0.022655382702335913,0.28402255340162375
0.387,10.02312065663097,4.526646978229047,10.0,4.526646978229047,94.22,1200.0,20000.0,0.023120656630970515,0.27186339845853136
0.388,10.023591757594584,4.622045815034754,10.0,4.622045815034754,95.4,1180.0,-20000.0,0.02359175759458409,1.2767633313159443
0.389,10.024068880955305,4.718644636732012,10.0,4.718644636732012,96.60000000000001,1200.0,20000.0,0.024068880955304902,0.24790424351543847
0.39,10.024552028088603,4.816423443069826,10.0,4.816423443069826,97.78000000000002,1180.0,-20000.0,0.02455202808860335,1.117678710690717
0.391,10.025041401556516,4.9154022332908065,10.0,4.9154022332908065,98.98000000000002,1200.0,20000.0,0.025041401556515908,0.22330846879997807
0.392,10.025536218068002,5.015401009066412,10.0,5.015401009066412,100.0,1180.0,-20000.0,0.02553621806800166,0.1652301016483073
0.393,10.026031334575814,5.115399783357119,10.0,5.115399783357119,100.0,1160.0,-20000.0,0.026031334575813858,0.20639982375607258
0.394,10.026526651081173,5.215398556657393,10.0,5.215398556657393,100.0,1140.0,-20000.0,0.026526651081173466,1.8298784958859091
0.395,10.02702226758285,5.315397328471267,10.0,5.315397328471267,100.0,1120.0,-20000.0,0.027022267582850645,1.0394645148631227
0.396,10.02751828407961,5.415396098301875,10.0,5.415396098301875,100.0,1100.0,-20000.0,0.02751828407961021,0.01201546089428283
0.397,10.028014600572678,5.515394866643984,10.0,5.515394866643984,100.0,1080.0,-20000.0,0.02801460057267846,1.6843580930119892
0.398,10.028511117063282,5.61539363399326,10.0,5.61539363399326,100.0,1060.0,-20000.0,0.028511117063281688,0.10253530153785237
0.399,10.029007933550185,5.7153923998525356,10.0,5.7153923998525356,100.0,1040.0,-20000.0,0.029007933550184717,1.2092887501657694
0.4,10.02950495003462,5.815391164717979,10.0,5.815391164717979,100.0,1020.0,-20000.0,0.02950495003461917,0.7829679123052536
0.401,10.030002066517818,5.915389929086356,10.0,5.915389929086356,100.0,1000.0,-20000.0,0.030002066517818452,0.40545642153453976
0.402,10.030499183001018,6.0153886934547325,10.0,6.0153886934547325,100.0,980.0,-20000.0,0.030499183001017727,2.501035330454828
0.403,10.03099639948298,6.115387457325943,10.0,6.115387457325943,100.0,960.0,-20000.0,0.030996399482980056,0.3312929189485454
0.404,10.031493615964942,6.215386221197153,10.0,6.215386221197153,100.0,940.0,-20000.0,0.03149361596494238,1.7913478696066005
0.405,10.031990932445668,6.3153849845710965,10.0,6.3153849845710965,100.0,920.0,-20000.0,0.03199093244566775,0.20849297545030734
0.406,10.032488248926393,6.41538374794504,10.0,6.41538374794504,100.0,900.0,-20000.0,0.032488248926393126,0.6599185655348005
0.40700000000000003,10.032985665405882,6.515382510821618,10.0,6.515382510821618,100.0,880.0,-20000.0,0.03298566540588155,1.022822350666211
0.40800000000000003,10.033483281882896,6.6153812727031625,10.0,6.6153812727031625,100.0,860.0,-20000.0,0.033483281882896065,0.20801551062103038
0.40900000000000003,10.033981198356193,6.7153800330914075,10.0,6.7153800330914075,100.0,840.0,-20000.0,0.03398119835619262,1.0959306134263367
0.41000000000000003,10.03447931482701,6.815378792483619,10.0,6.815378792483619,100.0,820.0,-20000.0,0.034479314827009944,2.4023293096571745
0.41100000000000003,10.034977531296587,6.915377551377665,10.0,6.915377551377665,100.0,800.0,-20000.0,0.03497753129658676,0.381015354878129
0.41200000000000003,10.035475747766164,7.01537631027171,10.0,7.01537631027171,100.0,780.0,-20000.0,0.03547574776616358,1.7634541337553877
0.41300000000000003,10.035974064234498,7.11537506866749,10.0,7.11537506866749,100.0,760.0,-20000.0,0.035974064234498115,0.44619762391062023
