case,seed,step,x,y,heading,d_heading,theta_u_policy,v_ratio_policy,omega_intent,v_intent,omega_exec,v_exec,v_ratio_exec,v_ratio_cap,max_vel_cap_phys,kappa,e_n,contour_error,reward
open_line,42,38,3.3510000000000018,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84
open_line,42,39,3.451000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84
open_line,42,40,3.551000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84
open_line,42,41,3.651000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84
open_line,42,42,3.751000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84
open_line,42,43,3.851000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84
open_line,42,44,3.9510000000000023,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84
open_line,42,45,4.051000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,46,4.151000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,47,4.251000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,48,4.351000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,49,4.4510000000000005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,50,4.551,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,51,4.651,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,52,4.7509999999999994,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,53,4.850999999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,54,4.950999999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,55,5.050999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,56,5.150999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,57,5.250999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,58,5.350999999999997,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,59,5.450999999999997,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,60,5.550999999999997,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,61,5.650999999999996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,62,5.750999999999996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,63,5.8509999999999955,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,64,5.950999999999995,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,65,6.050999999999995,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,66,6.1509999999999945,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,67,6.250999999999994,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,68,6.350999999999994,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.839999999999999
open_line,42,69,6.450999999999993,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.84162562500001
open_line,42,70,6.550999999999993,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.854250625000242
open_line,42,71,6.650999999999993,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.8793756250030045
open_line,42,72,6.750999999999992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.917000625031077
open_line,42,73,6.850999999999992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.967125625295094
open_line,42,74,6.950999999999992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.029750627663988
open_line,42,75,7.050999999999991,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.104875648256886
open_line,42,76,7.150999999999991,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.192500823243808
open_line,42,77,7.250999999999991,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.2926272848859
open_line,42,78,7.35099999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.405264331234527
open_line,42,79,7.45099999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.530487550571864
open_line,42,80,7.5509999999999895,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.6689063386092
open_line,42,81,7.650999999999989,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.825399433170038
open_line,42,82,7.750999999999989,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.038793490719826
open_line,42,83,7.850799849699277,0.0,0.0,0.0,0.0,1.0,0.0,0.9979984969928787,0.0,0.9979984969928787,0.9979984969928787,0.9979984969928787,0.9979984969928787,0.0,0.0,0.0,9.602803164880498
open_line,42,84,7.9280527849964475,0.0,0.0,0.0,0.0,1.0,0.0,0.7725293529717131,0.0,0.7725293529717131,0.7725293529717131,0.7725293529717131,0.7725293529717131,0.0,0.0,0.0,13.132942550378276
open_line,42,85,7.9816988342465285,0.0,0.0,0.0,0.0,1.0,0.0,0.5364604925008085,0.0,0.5364604925008085,0.5364604925008085,0.5364604925008085,0.5364604925008085,0.0,0.0,0.0,100.0
open_square,1042,1,0.0029999625000781257,1.4999937500078131e-05,0.005000000000000001,0.005000000000000001,0.3,0.6,0.44999999999999996,0.6,0.05,0.030000000000000006,0.030000000000000006,1.0,1.0,0.1570796248255086,1.4999937500078131e-05,1.4999937500078131e-05,-4.561488848871283
open_square,1042,2,0.011998162560077328,0.00019498793774007595,0.020000000000000004,0.015000000000000003,0.3,0.6,0.44999999999999996,0.6,0.15000000000000002,0.09000000000000002,0.09000000000000002,1.0,1.0,0.19634952857751678,0.00019498793774007595,0.00019498793774007595,-4.033932565229484
open_square,1042,3,0.029975667247186727,0.0010946129846122863,0.05000000000000001,0.030000000000000006,0.3,0.6,0.44999999999999996,0.6,0.30000000000000004,0.18000000000000005,0.18000000000000005,1.0,1.0,0.19634952857751678,0.0010946129846122863,0.0010946129846122863,-3.4581817576090708
open_square,1042,4,0.05984039402984409,0.003940328043649006,0.095,0.04499999999999999,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.30000000000000004,0.30000000000000004,1.0,1.0,0.19634952857751678,0.003940328043649006,0.003940328043649006,0.8865515005013397
open_square,1042,5,0.104335092536966,0.010665044004960973,0.15,0.05499999999999999,0.3,0.6,0.44999999999999996,0.6,0.5499999999999998,0.45000000000000007,0.45000000000000007,1.0,1.0,0.19634952857751678,0.010665044004960973,0.010665044004960973,-3.579804324325729
open_square,1042,6,0.1630169474204149,0.023172637995726945,0.20999999999999996,0.05999999999999997,0.3,0.6,0.44999999999999996,0.6,0.5999999999999998,0.6,0.6,1.0,1.0,0.19634952857751678,0.023172637995726945,0.023172637995726945,-0.7275292445445246
open_square,1042,7,0.232408451958759,0.04237730143732278,0.2699999999999999,0.05999999999999994,0.3,0.6,0.44999999999999996,0.6,0.5999999999999996,0.7199999999999999,0.7199999999999999,1.0,1.0,0.19634952857751678,0.04237730143732278,0.04237730143732278,-6.885011841682989
open_square,1042,8,0.30916816079835907,0.06824131309173984,0.32499999999999984,0.05499999999999994,0.3,0.6,0.44999999999999996,0.6,0.5499999999999996,0.8099999999999998,0.8099999999999998,1.0,1.0,0.19634952857751678,0.06824131309173984,0.06824131309173984,-9.015401087407898
open_square,1042,9,0.3902806398660841,0.0997018556726915,0.36999999999999983,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.8699999999999998,0.8699999999999998,1.0,1.0,0.19634952857751678,0.0997018556726915,0.0997018556726915,-10.744860519646899
open_square,1042,10,0.4728215139195785,0.13557669519128954,0.40999999999999986,0.040000000000000036,0.3,0.6,0.44999999999999996,0.6,0.4000000000000003,0.8999999999999997,0.8999999999999997,1.0,1.0,0.19634952857751678,0.13557669519128954,0.13557669519128954,-12.199810391308342
open_square,1042,11,0.5538617531313194,0.17472359326130024,0.44999999999999996,0.04000000000000009,0.3,0.6,0.44999999999999996,0.6,0.40000000000000063,0.8999999999999996,0.8999999999999996,1.0,1.0,0.19634952857751678,0.17472359326130024,0.17472359326130024,-13.114099875883989
open_square,1042,12,0.6304190308870691,0.21605134692187294,0.49499999999999994,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.8699999999999994,0.8699999999999994,1.0,1.0,0.19634952857751678,0.21605134692187294,0.21605134692187294,-13.56912066955109
open_square,1042,13,0.6998934340775388,0.2576963622457751,0.5399999999999999,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.8099999999999993,0.8099999999999993,1.0,1.0,0.19634952857751678,0.2576963622457751,0.2576963622457751,-13.77710212065169
