episode,step,action_theta,action_vel,reward
0,0,1.0771150588989258,-1.0505526065826416,2.0074965221086605
0,1,-1.3022701740264893,1.6354632377624512,2.8785728243459427
0,2,0.48627954721450806,1.9529021978378296,5.153752746688086
0,3,0.2589970827102661,-0.3711175322532654,4.667262919643836
0,4,-0.27049463987350464,0.19305282831192017,4.4743049576223815
0,5,1.9563111066818237,2.264920234680176,2.003132017972906
0,6,0.27220213413238525,-0.38233017921447754,5.460591840683911
0,7,-0.8765026330947876,0.8583640456199646,2.586097784140852
0,8,1.9433928728103638,0.1847667396068573,2.533985105914305
0,9,0.9923571944236755,-0.20067858695983887,4.479079971260727
0,10,1.4754266738891602,2.0911505222320557,3.3886313811235746
0,11,1.9546024799346924,-0.23593753576278687,1.8915750930381594
0,12,0.3856556713581085,0.8906747698783875,4.100048979552612
0,13,1.7956860065460205,0.7524464130401611,4.149168355624084
0,14,2.490596294403076,0.25600606203079224,3.322710841170407
0,15,-1.21578848361969,0.5911490321159363,0.711574649271259
0,16,0.7804266214370728,2.154371738433838,4.223387823505963
0,17,-0.20059239864349365,2.5240540504455566,2.239737370323245
0,18,0.09242188930511475,1.4956812858581543,2.603697424080374
0,19,0.2627623379230499,1.7788175344467163,2.610204033027066
0,20,2.4058146476745605,1.4138331413269043,3.8005059839066986
0,21,0.8896559476852417,-0.06552231311798096,3.5727862584901775
0,22,0.8207348585128784,0.8214594125747681,2.7764242438943865
0,23,0.9633065462112427,-1.7555344104766846,0.03500707362461633
0,24,-0.63056480884552,0.30197039246559143,0.5338816032426917
0,25,0.3745838403701782,-1.9694128036499023,-0.9103764118791876
0,26,1.1988643407821655,0.836211621761322,4.633697009648323
0,27,1.074591875076294,1.8018349409103394,5.192102442435169
0,28,-0.1341913938522339,1.0082738399505615,2.665295433610925
0,29,-1.9212284088134766,0.9305328130722046,-0.16985677087434733
0,30,-0.09188371896743774,2.1045236587524414,3.807727226038464
0,31,1.6221085786819458,0.27510547637939453,1.4275702156551286
0,32,0.1974865198135376,2.2238199710845947,3.2297812867409394
0,33,2.60699200630188,2.7430992126464844,-0.5809906160824868
0,34,-1.6534757614135742,0.4188738167285919,2.0445959700237064
0,35,-0.3786045014858246,1.289791226387024,3.5502009898866884
0,36,1.4441418647766113,1.2730939388275146,0.7128590670944636
0,37,-1.1692936420440674,1.3224828243255615,4.72479334293497
0,38,-0.229035884141922,1.3369789123535156,3.8533848796550347
0,39,-0.533425509929657,0.8582960367202759,4.112155791336374
0,40,1.810539722442627,1.7419178485870361,-1.0630751669028693
0,41,-1.0286694765090942,0.8346009254455566,4.581500662374545
0,42,-0.19935214519500732,-0.019169747829437256,3.363532577728401
0,43,-0.8368982672691345,1.8943207263946533,3.6154079967283326
0,44,2.4445841312408447,-1.0941448211669922,-5.0780984294810665
0,45,-0.4483829438686371,0.7455843091011047,3.199806656092009
0,46,2.806339740753174,1.8742763996124268,-1.8928716934406808
0,47,0.9725440740585327,3.609828233718872,2.218749771707756
0,48,0.9122232794761658,1.4631915092468262,1.7424371857917165
0,49,0.3986445963382721,1.0385541915893555,3.639771413011314
0,50,-0.003731667995452881,1.127251386642456,5.345525594074736
0,51,1.6980048418045044,4.45304012298584,1.4452739069850171
0,52,2.4850082397460938,0.6662836670875549,-3.778869426157383
0,53,0.5955456495285034,-0.06055319309234619,5.592512785430567
0,54,0.5523317456245422,1.2353819608688354,3.3194582951181086
0,55,0.8381518125534058,2.3154895305633545,5.089456048329451
0,56,0.7793775796890259,1.5013597011566162,4.017021242637555
