timestamp,pos_x,pos_y,ref_x,ref_y,velocity,acceleration,jerk,omega,domega,jerk_proxy,contour_error,kcm_intervention,corner_mask,dist_to_corner,mode,mode_proxy,reward_components
0.001,1.999999999999e-05,2.0000000002792228e-11,1.9999999999989996e-05,0.0,0.02,20.0,20000.0,0.001,1.0,1000.0,2.0000000002792224e-11,1.999640845056908,0.0,10.0,normal,0.0,"{""progress_diff"": 4.999999999997506e-07, ""r_progress"": 9.999999999995012e-06, ""r_track"": -3.555555556548347e-21, ""r_dir"": -2.000000000559112e-12, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.999990000002}"
0.002,3.9999999999900006e-05,8.000000000220713e-11,3.9999999999900006e-05,0.0,0.02,0.0,-20000.0,0.003,2.0,1000.0,8.000000000220713e-11,0.510754043616464,0.0,9.99998,normal,0.0,"{""progress_diff"": 4.99999999997751e-07, ""r_progress"": 9.99999999995502e-06, ""r_track"": -5.688888889202792e-20, ""r_dir"": -1.7999999999702935e-11, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9999900000180001}"
0.003,7.999999999918001e-05,3.1999999999878677e-10,7.999999999918001e-05,0.0,0.04,20.0,20000.0,0.006,3.0,1000.0,3.199999999987867e-10,1.589876535681109,0.0,9.99996,normal,0.0,"{""progress_diff"": 9.999999999820014e-07, ""r_progress"": 1.9999999999640026e-05, ""r_track"": -9.102222222153198e-19, ""r_dir"": -7.199999999881174e-11, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9999800000720004}"
0.004,0.00015999999999662004,9.599999999748367e-10,0.00015999999999662004,0.0,0.08,40.0,20000.0,0.008,2.0,-1000.0,9.599999999748367e-10,2.000473239544735,0.0,9.999920000000001,normal,0.0,"{""progress_diff"": 1.9999999999360036e-06, ""r_progress"": 3.999999999872007e-05, ""r_track"": -8.191999999570548e-18, ""r_dir"": -1.279999999931506e-10, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9999600001280012}"
0.005,0.00029999999998815,2.499999999972521e-09,0.00029999999998815,0.0,0.14,60.0,20000.0,0.011,3.0,1000.0,2.499999999972521e-09,1.3601784677603885,0.0,9.999840000000003,normal,0.0,"{""progress_diff"": 3.499999999788255e-06, ""r_progress"": 6.99999999957651e-05, ""r_track"": -5.555555555433427e-17, ""r_dir"": -2.4200000000903275e-10, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9999300002420043}"
0.006,0.00051999999996956,5.3599999999009316e-09,0.0005199999999695599,0.0,0.22000000000000003,80.0,20000.0,0.013,2.0,-1000.0,5.3599999999009316e-09,1.9998690142601947,0.0,9.999700000000011,normal,0.0,"{""progress_diff"": 5.499999999535255e-06, ""r_progress"": 0.0001099999999907051, ""r_track"": -2.553742222127821e-16, ""r_dir"": -3.3800000000211936e-10, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9998900003380096}"
0.007,0.0008399999999382001,9.839999999812356e-09,0.0008399999999382001,0.0,0.32000000000000006,100.0,20000.0,0.013999999999999999,1.0,-1000.0,9.839999999812356e-09,1.9990281692032865,0.0,9.99948000000003,normal,0.0,"{""progress_diff"": 7.999999999216015e-06, ""r_progress"": 0.0001599999999843203, ""r_track"": -8.606719999671749e-16, ""r_dir"": -3.9200000001010995e-10, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9998400003920166}"
0.008,0.0012799999998818802,1.6879999999519024e-08,0.00127999999988188,0.0,0.44000000000000006,120.0,20000.0,0.016,2.0,1000.0,1.6879999999519024e-08,1.2071646702215955,0.0,9.999160000000062,normal,0.0,"{""progress_diff"": 1.0999999998592014e-05, ""r_progress"": 0.00021999999997184027, ""r_track"": -2.5327502220778868e-15, ""r_dir"": -5.120000000010241e-10, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9997800005120306}"
0.009,0.00181999999980385,2.6059999999160977e-08,0.00181999999980385,0.0,0.54,100.0,-20000.0,0.017,1.0,-1000.0,2.6059999999160977e-08,1.0081056340325623,0.0,9.998720000000118,normal,0.0,"{""progress_diff"": 1.3499999998049272e-05, ""r_progress"": 0.0002699999999609855, ""r_track"": -6.036654221833513e-15, ""r_dir"": -5.780000000105929e-10, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9997300005780451}"
0.01,0.00243999999971426,3.659999999874988e-08,0.00243999999971426,0.0,0.62,80.0,-20000.0,0.017,0.0,-1000.0,3.659999999874988e-08,1.0089056340325622,0.0,9.998180000000197,normal,0.0,"{""progress_diff"": 1.5499999997760273e-05, ""r_progress"": 0.0003099999999552055, ""r_track"": -1.1907199999186592e-14, ""r_dir"": -5.780000000105929e-10, ""r_time"": -1.0, ""r_smooth"": 0.0, ""total"": -0.9996900005780567}"
