path_name,env_step,time_s,progress,reward,x,y,contour_error,velocity,acceleration,jerk,omega,angular_acc,angular_jerk,raw_linear_jerk_demand,raw_angular_jerk_demand,kcm_intervention,disable_kcm,cornerness,lookahead_dist_active
butterfly,1,0.001,0.00043260829988867044,-783673.4005077212,-39.33302829035132,13.577978487118157,0.000362124435272474,100.0,100000.0,100000000.0,-3.621252267258011,-3621.2522672580108,-3621252.267258011,100000000.0,-3621252.267258011,0.0,True,0.0,4.5
butterfly,2,0.002,0.00043260829988867044,-4786149.259048435,-39.33302829035132,13.577978487118157,0.000362124435272474,0.0,-100000.0,-200000000.0,2.003196336802355,5624.448604060365,9245700.871318376,-200000000.0,9245700.871318376,0.0,True,0.0,4.5
butterfly,3,0.003,0.0008652172982692719,-1501327.390624996,-39.24299955175647,13.621508088850995,4.418119971347109e-05,100.0,100000.0,200000000.0,3.179437712319824,1176.2413755174691,-4448207.228542896,200000000.0,-4448207.228542896,0.0,True,0.0,4.5
butterfly,4,0.004,0.0008652172982692719,-556300.2963553295,-39.24299955175647,13.621508088850995,4.418119971347109e-05,0.0,-100000.0,-200000000.0,3.4144004258142453,234.96271349442122,-941278.6620230479,-200000000.0,-941278.6620230479,0.0,True,0.0,4.5
butterfly,5,0.005,0.0012978268787264824,-561959.5793135763,-39.15294776946044,13.664989998943678,0.00022079524557079713,100.0,100000.0,200000000.0,2.649767553614525,-764.6328721997202,-999595.5856941413,200000000.0,-999595.5856941413,0.0,True,0.0,4.5
butterfly,6,0.006,0.0012978268787264824,-769830.0894281502,-39.15294776946044,13.664989998943678,0.00022079524557079713,0.0,-100000.0,-200000000.0,4.155949808311107,1506.1822546965816,2270815.1268963018,-200000000.0,2270815.1268963018,0.0,True,0.0,4.5
butterfly,7,0.007,0.0017297285376116633,-637719.5976989152,-39.062958113611565,13.70860033992149,0.005094193016993557,100.0,100000.0,200000000.0,4.076448707331141,-79.50110097996532,-1585683.355676547,200000000.0,-1585683.355676547,0.0,True,0.0,4.5
butterfly,8,0.008,0.0017297285376116633,-807468.6650591616,-39.062958113611565,13.70860033992149,0.005094193016993557,0.0,-100000.0,-200000000.0,1.5660274479233782,-2510.4212594077626,-2430920.1584277973,-200000000.0,-2430920.1584277973,0.0,True,0.0,4.5
butterfly,9,0.009000000000000001,0.002162338001653552,-1238449.056931587,-38.97058325821348,13.74690028887945,0.005380922245701138,100.0,100000.0,200000000.0,2.8672962159278788,1301.2687680045005,3811690.027412263,200000000.0,3811690.027412263,0.0,True,0.0,4.5
butterfly,10,0.01,0.002162338001653552,-552200.8507332596,-38.97058325821348,13.74690028887945,0.005380922245701138,0.0,-100000.0,-200000000.0,3.2718952584505936,404.59904252271485,-896669.7254817857,-200000000.0,-896669.7254817857,0.0,True,0.0,4.5
