path_name,env_step,time_s,progress,reward,x,y,contour_error,velocity,acceleration,jerk,omega,angular_acc,angular_jerk,raw_linear_jerk_demand,raw_angular_jerk_demand,kcm_intervention,disable_kcm,cornerness,lookahead_dist_active
square,1,0.001,0.0002499994297977537,-356885.16576478997,20.099999771114927,0.00021395551477238536,0.00021395551477238536,100.0,100000.0,100000000.0,2.139556780099299,2139.556780099299,2139556.780099299,100000000.0,2139556.780099299,0.0,True,0.0,4.5
square,2,0.002,0.0002499994297977537,-513666.94770164764,20.099999771114927,0.00021395551477238536,0.00021395551477238536,0.0,-100000.0,-200000000.0,4.461701840293356,2322.1450601940574,182588.28009475837,-200000000.0,182588.28009475837,0.0,True,0.0,4.5
square,3,0.003,0.0004999966477043927,-722579.1051738993,20.199998651699463,0.0006871170516200413,0.0006871170516200413,100.0,100000.0,200000000.0,4.731633024033494,269.93118374013744,-2052213.87645392,200000000.0,-2052213.87645392,0.0,True,0.0,4.5
square,4,0.004,0.0007499959319829941,-475655.2401317607,20.29999837211161,0.000923585849453376,0.000923585849453376,100.0,0.0,-100000000.0,2.364690182129158,-2366.9428419043356,-2636874.025644473,-100000000.0,-2636874.025644473,0.0,True,0.0,4.5
square,5,0.005,0.00099999422673136,-665299.278981646,20.39999770763453,0.0012881334790077496,0.0012881334790077496,100.0,0.0,0.0,3.645484370016642,1280.794187887484,3647737.0297918194,0.0,3647737.0297918194,0.0,True,0.0,4.5
square,6,0.006,0.0012499935692176223,-322249.6073705218,20.49999742260783,0.001526891219885515,0.001526891219885515,100.0,0.0,0.0,2.3875796771913604,-1257.9046928252815,-2538698.8807127653,0.0,-2538698.8807127653,0.0,True,0.0,4.5
square,7,0.007,0.00149999326094985,-5051.11667730693,20.59999731784288,0.0016716426579433013,0.0016716426579433013,100.0,0.0,0.0,1.4475148860737648,-940.0647911175956,317839.90170768584,0.0,317839.90170768584,0.0,True,0.0,4.5
square,8,0.008,0.0017499924870207906,-209074.5155648257,20.699996992126362,0.0019268743135148491,0.0019268743135148491,100.0,0.0,0.0,2.5523193268247315,1104.8044407509667,2044869.2318685623,0.0,2044869.2318685623,0.0,True,0.0,4.5
square,9,0.009000000000000001,0.0017499924870207906,-898770.0458825318,20.699996992126362,0.0019268743135148491,0.0019268743135148491,0.0,-100000.0,-100000000.0,-0.26912131229145597,-2821.4406391161874,-3926245.0798671544,-100000000.0,-3926245.0798671544,0.0,True,0.0,4.5
square,10,0.01,0.0017499924870207906,-979645.4281590978,20.699996992126362,0.0019268743135148491,0.0019268743135148491,0.0,0.0,100000000.0,1.036532464880563,1305.6537771720189,4127094.416288206,100000000.0,4127094.416288206,0.0,True,0.0,4.5
square,11,0.011,0.0019754276145249605,-198791.0061168051,20.790171052845835,0.0020139726274259286,0.0020139726274259286,90.17410278320312,90174.10278320312,90174102.78320312,0.9658907021618821,-70.64176271868084,-1376295.5398906998,90174102.78320312,-1376295.5398906998,0.0,True,0.0,4.5
square,12,0.012,0.0021639615297317505,-296977.9706931689,20.865584573051926,0.0022147084068515495,0.0022147084068515495,75.41378736495972,-14760.315418243408,-104934418.20144653,2.661794659574621,1695.903957412739,1766545.7201314198,-104934418.20144653,1766545.7201314198,0.0,True,0.0,4.5
square,13,0.013000000000000001,0.0024139613378793,-592068.0890576463,20.965584525555048,0.0023121731339703928,0.0023121731339703928,100.0,24586.212635040283,39346528.05328369,0.9746474254974149,-1687.1472340772061,-3383051.191489945,39346528.05328369,-3383051.191489945,0.0,True,0.0,4.5
square,14,0.014,0.002663959516212344,-1032601.3197849444,21.065583797885786,0.0026936614336191193,0.0026936614336191193,100.0,0.0,-24586212.635040283,3.8148922497576776,2840.2448242602627,4527392.05833747,-24586212.635040283,4527392.05833747,0.0,True,0.0,4.5
square,15,0.015,0.0029139576945453882,-401390.79369567055,21.165583067580044,0.0030758402068424132,0.0030758402068424132,100.0,0.0,0.0,3.8217970358383044,6.904786080626835,-2833340.038179636,0.0,-2833340.038179636,0.0,True,0.0,4.5
square,16,0.016,0.0029139576945453882,-149549.48349291214,21.165583067580044,0.0030758402068424132,0.0030758402068424132,0.0,-100000.0,-100000000.0,4.485199534769506,663.4024989312013,656497.7128505744,-100000000.0,656497.7128505744,0.0,True,0.0,4.5
square,17,0.017,0.0029139576945453882,-359651.0003416905,21.165583067580044,0.0030758402068424132,0.0030758402068424132,0.0,0.0,100000000.0,2.9961569687297533,-1489.0425660397523,-2152445.0649709534,100000000.0,-2152445.0649709534,0.0,True,0.0,4.5
