path_name,env_step,time_s,progress,reward,x,y,contour_error,velocity,acceleration,jerk,omega,angular_acc,angular_jerk,raw_linear_jerk_demand,raw_angular_jerk_demand,kcm_intervention,disable_kcm,cornerness,lookahead_dist_active
square,1,0.001,1.56249996052793e-07,-0.15117765746174422,20.0000625,5.0001285029072304e-11,5.00012850290723e-11,0.0625,62.5,62500.0,0.001,1.0,1000.0,4220845.922827721,5921949.68444879,0.9839318693067002,False,0.0,3.5756583380699154
square,2,0.002,6.24999984211172e-07,-0.15138139659678662,20.000249999999998,6.200187157015028e-10,6.200187157015028e-10,0.1875,125.0,62500.0,0.003,2.0,1000.0,4075289.398431778,5920776.595967259,0.982289601232221,False,0.0,3.5755085098743433
square,3,0.003,1.56249996052793e-06,-0.15157679309490713,20.00062499999999,3.3321085393977034e-09,3.332108539397704e-09,0.375,187.5,62500.0,0.006,3.0,1000.0,3869022.1309661865,5918618.86227389,0.9798835145743892,False,0.0,3.5753504371643063
square,4,0.004,3.12499992105586e-06,-0.15176706942438528,20.001249999999928,1.1948377002559773e-08,1.1948377002559775e-08,0.625,250.0,62500.0,0.01,4.0,1000.0,3602031.4544439316,5915480.977453019,0.9767141979290721,False,0.0,3.575184119939804
square,5,0.005,5.468749805004336e-06,-0.15195180449828904,20.00218749999968,3.353804606150228e-08,3.353804606150228e-08,0.9375,312.5,62500.0,0.015,5.0,1000.0,3274314.3886327744,5911366.312067903,0.9727821579357502,False,0.0,3.5750089240074154
square,6,0.006,8.750000233703759e-06,-0.1521305587107675,20.003499999998866,7.976800017695307e-08,7.976800017695307e-08,1.3125,375.0,62500.0,0.020999999999999998,6.0,1000.0,2885857.5224876404,5906280.858230992,0.9680882141582888,False,0.0,3.574824056625366
square,7,0.007,1.3124999895808287e-05,-0.1523030194979376,20.00524999999663,1.6827677902066566e-07,1.6827677902066566e-07,1.75,437.5,62500.0,0.027999999999999997,7.0,1000.0,2436623.603105545,5900228.7355196,0.9626326497187513,False,0.0,3.5746295177936553
square,8,0.008,1.874999907158781e-05,-0.15246881519605593,20.007499999991232,3.241031931311582e-07,3.241031931311582e-07,2.25,500.0,62500.0,0.036,8.0,1000.0,1926605.5524349213,5893211.816468868,0.9564156918598452,False,0.0,3.574424990415573
square,9,0.009000000000000001,2.5781249860301614e-05,-0.15262757971214297,20.010312499979484,5.81148737505085e-07,5.81148737505085e-07,2.8125,562.5,62500.0,0.045,9.0,1000.0,1355801.13530159,5885231.599106908,0.9494375566484082,False,0.0,3.5742101573944094
square,10,0.01,3.4374999813735485e-05,-0.15277905800692554,20.01374999995592,9.83658599560778e-07,9.83658599560778e-07,3.4375,625.0,62500.0,0.055,10.0,1000.0,724207.3714733124,5876291.828504003,0.9416988103285655,False,0.0,3.573985335826874
square,11,0.011,4.461081334738992e-05,-0.152924154159726,20.017844325663088,1.583218095309638e-06,1.583218095309638e-06,4.094325751066208,656.8257510662079,31825.751066207886,0.066,11.0,1000.0,31825.751066207886,5866393.253674212,0.9335063295001061,False,0.0,3.5737495744228363
square,12,0.012,5.633244290947914e-05,-0.15309266284435885,20.0225329770897,2.4247607647056683e-06,2.4247607647056683e-06,4.688651502132416,594.3257510662079,-62500.0,0.078,12.0,1000.0,-654507.8754425049,5855223.535755935,0.9376486924348953,False,0.0,3.5736599946022034
square,13,0.013000000000000001,6.938363367225975e-05,-0.15334088351762104,20.027753454220793,3.553877358426847e-06,3.553877358426847e-06,5.220477253198624,531.8257510662079,-62500.0,0.091,13.0,1000.0,-1165724.5755195618,5842122.044351269,0.9406756923167371,False,0.0,3.5740395593643184
square,14,0.014,8.360814535990357e-05,-0.15358491462375956,20.033443257037337,5.015446850792495e-06,5.015446850792495e-06,5.6898030042648315,469.3257510662079,-62500.0,0.105,14.0,1000.0,-1614131.7039728165,5828055.007593204,0.9429209251665682,False,0.0,3.57439724445343
square,15,0.015,9.88497122307308e-05,-0.15382593998724883,20.03953988551598,6.852228204520757e-06,6.852228204520757e-06,6.096628755331039,406.8257510662079,-62500.0,0.12,15.0,1000.0,-1999726.65309906,5813026.545059054,0.9443850205584494,False,0.0,3.574734159708023
square,16,0.016,0.00011495209764689207,-0.1540640432149077,20.045980839628964,9.103426395058445e-06,9.103426395058445e-06,6.440954506397247,344.3257510662079,-62500.0,0.136,16.0,1000.0,-2322514.2657756805,5797037.031255846,0.945068086525799,False,0.0,3.575048719644546
square,17,0.017,0.0001317590504186228,-0.15429964976485927,20.052703619344314,1.1803242846339978e-05,1.1803242846339977e-05,6.722780257463455,281.8257510662079,-62500.0,0.15300000000000002,17.0,1000.0,-2582502.3651123047,5780088.71322575,0.944970558927582,False,0.0,3.5753412413597103
square,18,0.018000000000000002,0.00014911430480424315,-0.15453303681377806,20.059645724626257,1.4979417805852524e-05,1.4979417805852522e-05,6.942106008529663,219.32575106620789,-62500.0,0.17100000000000004,18.0,1000.0,-2779672.69718647,5762184.212517965,0.9440926724570873,False,0.0,3.5756120419502255
square,19,0.019,0.0001668616314418614,-0.1547643520848988,20.06674465543598,1.865177010204647e-05,1.865177010204647e-05,7.098931759595871,156.82575106620789,-62500.0,0.19000000000000003,19.0,1000.0,-2914019.674062729,5743324.652653575,0.9424345500488946,False,0.0,3.5758601701259614
square,20,0.02,0.00018484478641767055,-0.154993937053564,20.07393791173274,2.2830738046718172e-05,2.2830738046718172e-05,7.193257510662079,94.32575106620789,-62500.0,0.21000000000000002,20.0,1000.0,-2985499.3373155594,5723510.782646636,0.9399958713280384,False,0.0,3.5760857844352723
square,21,0.021,0.00020290748216211796,-0.15522216036595804,20.081162993475388,2.7515923860835666e-05,2.7515923860835666e-05,7.225083261728287,31.825751066207886,-62500.0,0.231,21.0,1000.0,-2994084.119796753,5702746.347567432,0.9367769566694844,False,0.0,3.5762892019748684
square,22,0.022,0.0002208935038652271,-0.15544927312900295,20.088357400624297,3.269464284107866e-05,3.269464284107866e-05,7.194409012794495,-30.674248933792114,-62500.0,0.253,22.0,1000.0,-2939773.6489772797,5681032.845444076,0.932778040766521,False,0.0,3.5764701056480406
square,23,0.023,0.00023864657850936055,-0.1556756162477983,20.095458633143796,3.834047749381503e-05,3.834047749381503e-05,7.1012347638607025,-93.17424893379211,-62500.0,0.276,23.0,1000.0,-2822547.063231468,5658371.399797652,0.9279990938168262,False,0.0,3.576628654003143
