episode_idx,reward,actor_loss,critic_loss,wall_time
0,-1199.34840049031,0.040756650269031525,0.3780733346939087,14.311921100015752
1,-1082.5857136835473,0.08111926168203354,0.37603384256362915,27.10766420001164
2,-1131.9171498371525,0.12979726493358612,0.3117309808731079,40.2957026999793
3,-1080.5108915489247,0.13606159389019012,0.22493720054626465,52.8951244999771
4,-1084.9343917022645,0.13938167691230774,0.2056596428155899,66.13446979998844
5,-1004.7186865530327,0.1311561018228531,0.16803140938282013,78.39672329998575
6,-985.8707010497105,0.11512574553489685,0.12918584048748016,90.15620379999746
7,-978.7058694026091,0.09827177226543427,0.1388668417930603,102.54709499998717
8,-972.8905026936351,0.11564832925796509,0.14985999464988708,115.09945450001396
9,-946.057598420091,0.11248055100440979,0.2024265080690384,126.74848080001539
10,-950.072952258607,0.10182490944862366,0.254183828830719,138.6255867999862
11,-979.6078988519176,0.09818405658006668,0.29643601179122925,150.31203189998632
12,-989.2262779590645,0.07425548136234283,0.3146842420101166,162.08337579999352
13,-957.7599730503265,0.07685934752225876,0.382284939289093,173.44318309996743
14,-985.9048770252085,0.08313778042793274,0.3946751654148102,184.8465017999988
15,-982.2571181806945,0.09870532155036926,0.4074961841106415,196.01222709997091
16,-935.1225556988712,0.09629978239536285,0.4094023108482361,206.84615439997287
17,-950.6536130621244,0.09487567096948624,0.40827441215515137,219.0358777999645
18,-950.3927362541284,0.08965467661619186,0.4110024869441986,230.0581453999621
19,-942.3335051247464,0.07523788511753082,0.4345690906047821,241.35772969998652
20,-953.8346770478032,0.08138427138328552,0.42973506450653076,253.05137439997634
21,-911.9306078666635,0.07052330672740936,0.44469398260116577,264.64354819996515
22,-983.7260837538079,0.09049729257822037,0.4401979148387909,276.55802110000513
23,-927.4692214589392,0.07560467720031738,0.4370887875556946,287.18055129999993
24,-950.1560279300566,0.0679069384932518,0.431438684463501,298.60987549996935
25,-963.0084223713761,0.08614063262939453,0.443541020154953,310.28882690001046
26,-966.5682696973587,0.08232100307941437,0.4392532408237457,322.07438030000776
27,-938.9100568454919,0.06949125975370407,0.43579497933387756,333.5943680999917
28,-979.8563024193677,0.07356854528188705,0.43372827768325806,345.62969779997366
29,-929.4440834804292,0.07298120856285095,0.4320756793022156,356.620528200001
30,-945.4846358038805,0.07144264876842499,0.4356440603733063,369.4353411999764
31,-956.0725006727172,0.0853060707449913,0.4390202462673187,381.5401245999965
32,-947.5965579753821,0.07472579181194305,0.4403475821018219,393.5469885999919
33,-972.8977921970554,0.07557431608438492,0.4527026116847992,404.9251702000038
34,-979.1913390877061,0.07349362969398499,0.4441734254360199,416.14635200001067
35,-888.2589600325873,0.0698026493191719,0.45430198311805725,426.17072589998133
36,-972.5032594452927,0.08347427845001221,0.4439399540424347,437.9482239999925
37,-966.6191303974452,0.08390307426452637,0.4489929676055908,449.0940220999764
38,-949.0165126992567,0.07232490181922913,0.4333571791648865,460.3414514999604
39,-949.5342112832121,0.06463463604450226,0.4543860852718353,471.1506073999917
40,-892.9590739432164,0.07843384146690369,0.4543403387069702,481.73396969999885
41,-965.0587496385715,0.09636818617582321,0.45906010270118713,492.53956449998077
42,-989.4629679298864,0.07434195280075073,0.455557644367218,505.7115121000097
43,-1022.9652707941997,0.07693066447973251,0.44757193326950073,519.1763975999784
44,-968.2636944967164,0.07652758806943893,0.4457075595855713,532.5361124000046
45,-938.1054027240572,0.08282514661550522,0.4492926597595215,543.6013577000122
46,-914.9522724322643,0.07143363356590271,0.4491770565509796,555.3055138000054
47,-965.8546883254782,0.07465726137161255,0.4456072151660919,567.4725266000023
48,-1022.7720409124956,0.06799684464931488,0.46860432624816895,579.105018000002
49,-951.7066730532324,0.07653628289699554,0.4525615870952606,590.3845039000153
50,-947.0208781272952,0.07972516119480133,0.44567590951919556,601.6356907999725
51,-920.0100848976233,0.07855464518070221,0.43167784810066223,612.4767467000056
52,-992.2063201140576,0.08640117943286896,0.46572476625442505,623.8128200999927
53,-942.5173930401104,0.07910272479057312,0.44345182180404663,637.010641300003
54,-956.5230397356099,0.0831010565161705,0.46082648634910583,649.2470561999944
55,-947.8753288476697,0.06734193861484528,0.4405685067176819,661.1414494999917
56,-946.5915697335713,0.07468618452548981,0.44655463099479675,672.7063328999793
57,-954.8815172381563,0.07967358082532883,0.4483529329299927,685.32198899996
58,-916.6976149709257,0.0730302706360817,0.4404461085796356,698.6259549999959
59,-943.7310409863077,0.07087697833776474,0.4500363767147064,710.0568285000045
60,-915.9242025389742,0.07201268523931503,0.45617637038230896,720.4624167999718
61,-929.9989722661658,0.08290718495845795,0.46098074316978455,732.297041599988
62,-905.7802530466885,0.07555483281612396,0.4448477625846863,744.8604569999734
63,-928.8800895683164,0.08094347268342972,0.44399622082710266,755.8013437999762
64,-907.6587021642224,0.07621601223945618,0.4410487413406372,767.416834099975
65,-979.1568182622493,0.08391952514648438,0.45984548330307007,780.4343580999994
66,-917.7456890628686,0.07892754673957825,0.45254138112068176,791.9219213000033
67,-957.3510014378726,0.07944387197494507,0.45587942004203796,802.9430575000006
68,-981.714496296712,0.07398442178964615,0.44781890511512756,814.9937672999804
69,-988.3303791511606,0.07963357865810394,0.43442270159721375,826.6077176000108
70,-961.7948845410591,0.07404834777116776,0.452031672000885,838.2213125000126
71,-964.5907627504671,0.08029237389564514,0.44607701897621155,850.1109068999649
72,-927.7186631339275,0.07227395474910736,0.4432635009288788,861.3516792000155
73,-943.3336220034836,0.07762062549591064,0.43998461961746216,872.068303100008
74,-980.907642873433,0.08992978930473328,0.45857712626457214,884.6277323999675
75,-971.8999800203552,0.07679852843284607,0.44760817289352417,897.4717578999698
76,-967.767689786236,0.0721939280629158,0.45901429653167725,911.8399512000033
77,-930.9347462209556,0.07203231006860733,0.4511835277080536,924.8220620999928
78,-959.2911075461975,0.07467883825302124,0.4453375041484833,937.0508903000155
79,-987.1282619617583,0.08734402060508728,0.46023130416870117,948.4448066999903
80,-967.3468774968429,0.07725066691637039,0.44377532601356506,961.8251444000052
81,-915.3362733292981,0.06755448132753372,0.4463143050670624,971.5722092000069
82,-954.8848323803459,0.0694795474410057,0.44898721575737,984.0533611999708
83,-982.3555029687434,0.0779649093747139,0.44258108735084534,996.6551092999871
84,-950.95921548946,0.07532794773578644,0.4426298141479492,1008.929554399976
85,-973.7045078569282,0.0598437562584877,0.44755819439888,1020.8889420999913
86,-959.7031615710944,0.07494814693927765,0.44701817631721497,1032.2171822999953
87,-927.7411004982753,0.07681731879711151,0.4431869089603424,1044.7881535000051
88,-969.0627661447111,0.08376526832580566,0.44548237323760986,1056.3000442999764
89,-909.9927571180281,0.0712290033698082,0.4455662965774536,1068.152271399973
90,-943.7101488750094,0.07891888916492462,0.4536641240119934,1081.3405817999737
91,-965.9192669060468,0.06499796360731125,0.43985605239868164,1092.3582320999703
92,-909.5719663998924,0.07075785100460052,0.46007081866264343,1103.9314554000157
93,-940.214380968604,0.08757341653108597,0.4730609953403473,1114.9769611000083
94,-999.1643720394768,0.07461535185575485,0.438455194234848,1129.113782099972
95,-963.3560528964779,0.08629453182220459,0.45986703038215637,1141.3100719999638
96,-927.2000137973241,0.08225934952497482,0.4451124370098114,1152.1779031999758
97,-894.2387400737639,0.07332359999418259,0.45216089487075806,1165.274133400002
98,-950.2314073584467,0.0758509412407875,0.44601115584373474,1177.1327010999667
99,-958.8676300386395,0.09143323451280594,0.4575178921222687,1188.5427251000074
100,-959.8664734376736,0.06258698552846909,0.44161808490753174,1202.6959430999705
101,-969.2153779083271,0.08505879342556,0.45541059970855713,1215.7252434999682
102,-967.9826776149071,0.07618405669927597,0.45036613941192627,1229.4924472999992
103,-962.5895138611268,0.07762057334184647,0.4442223012447357,1240.451991799986
104,-894.5971969998484,0.07983288913965225,0.4586423337459564,1250.7533944000024
105,-989.8580533814948,0.10497555136680603,0.4608832001686096,1262.26422979997
106,-954.6225046499649,0.1021844670176506,0.45896074175834656,1273.6533504999825
107,-963.5860270748865,0.07316569983959198,0.4515174329280853,1284.587871900003
108,-933.0275836770825,0.08773750811815262,0.46170932054519653,1296.4688229999738
109,-968.1537784839993,0.07741909474134445,0.45094797015190125,1308.2799300999613
110,-969.6987630038753,0.08963087201118469,0.4554143249988556,1320.317067899974
111,-957.7199726881757,0.0938987135887146,0.45062071084976196,1332.9223420000053
112,-949.1735083397324,0.0915185734629631,0.4510158598423004,1344.2791071999818
113,-951.7584895947127,0.06888815760612488,0.45928266644477844,1357.655211300007
114,-965.4358654389479,0.08865798264741898,0.4538719356060028,1372.2373064999701
115,-931.5166287414844,0.07447180151939392,0.4486694633960724,1382.9438684000052
116,-936.8839104786928,0.0716380774974823,0.45402273535728455,1395.0487517999718
117,-962.087800965071,0.07670113444328308,0.44948214292526245,1406.6415513000102
118,-974.0924214608053,0.07298272848129272,0.4406719505786896,1418.6709718999919
119,-923.0118971921947,0.08059334009885788,0.44995439052581787,1429.6408320000046
120,-925.5999146090275,0.06996536999940872,0.4523695409297943,1442.4776598999742
121,-940.7571207327381,0.09490306675434113,0.4615408182144165,1456.7967249999638
122,-955.9796307318275,0.07604217529296875,0.44766342639923096,1468.1177199999802
123,-969.459638964061,0.08828120678663254,0.45542946457862854,1481.4534232000005
124,-958.1646019484706,0.0689290463924408,0.442984402179718,1495.7786720999866
125,-942.7866252487568,0.07348506152629852,0.45536255836486816,1506.2744768999983
126,-969.2475465965522,0.07459492981433868,0.45545822381973267,1518.774299599987
127,-885.0523723682375,0.06730344146490097,0.4461236894130707,1529.5654683000175
128,-971.792101195994,0.08531531691551208,0.4548235833644867,1540.7158869999694
129,-985.983803245996,0.08756186068058014,0.45575955510139465,1554.3827182999812
130,-944.8127605428489,0.06796738505363464,0.45463719964027405,1567.5710472000064
131,-1001.6946807016218,0.07385742664337158,0.452151894569397,1581.655654800008
132,-978.9118310309816,0.07746827602386475,0.44190070033073425,1595.5959051999962
133,-934.7270591222697,0.07635026425123215,0.4522697627544403,1606.7147542000166
134,-935.0033207923807,0.07013124972581863,0.4583854079246521,1619.1560429999954
135,-959.0912048569971,0.09420082718133926,0.4596194922924042,1632.1740482000168
136,-930.2876444487274,0.07811388373374939,0.4515962302684784,1644.8249128999887
137,-968.1963983822595,0.07604353129863739,0.46297550201416016,1657.1827411999693
138,-953.2328108688399,0.0783100500702858,0.4528011679649353,1668.6760610999772
139,-964.1168228480352,0.08220577985048294,0.44443657994270325,1681.562110400002
140,-978.4030375930245,0.07563183456659317,0.4488407373428345,1693.347419800004
141,-950.8619687017743,0.08025727421045303,0.4556659758090973,1705.3462355000083
142,-894.4966379360299,0.07602018862962723,0.4560505449771881,1717.848367700004
143,-952.0436398464019,0.06700493395328522,0.4529627859592438,1730.1537139000138
144,-923.1450647436365,0.07691328227519989,0.4603957533836365,1741.120599100017
145,-957.1379881529728,0.0639757513999939,0.4572122097015381,1754.1830178999808
146,-970.2772246231729,0.06185363605618477,0.4297175705432892,1768.1914445000002
147,-990.4927891474308,0.07630719989538193,0.4582032561302185,1782.038660799968
148,-971.147179952724,0.07889437675476074,0.43968433141708374,1795.8313046999974
149,-1001.9286267971493,0.07657589018344879,0.44103696942329407,1809.7847275999957
150,-925.1243469741424,0.07052753865718842,0.44736796617507935,1821.0959659999935
151,-1013.527370274983,0.08565124124288559,0.46773576736450195,1833.7254526999895
152,-945.4921407683178,0.0790364146232605,0.4482199251651764,1847.780064199993
153,-974.1430249108273,0.07940462976694107,0.4544900357723236,1862.1186512999702
154,-916.6319581030943,0.0826505571603775,0.4678213894367218,1874.5413114000112
155,-945.8534051861269,0.06488412618637085,0.4429613947868347,1885.092850200017
156,-957.3796152493651,0.07291164994239807,0.4459536671638489,1898.5934128999943
157,-983.1163952355728,0.0833558589220047,0.4483814835548401,1913.270930300001
158,-926.3248197405037,0.08863008767366409,0.4733130931854248,1926.8209846999962
159,-923.8828972530195,0.07274692505598068,0.452212393283844,1939.4260051000165
160,-1017.2073705491603,0.10403160750865936,0.47188878059387207,1952.9987394000054
161,-954.2707992736885,0.08705316483974457,0.4773990213871002,1963.7120265999692
162,-919.3610784578059,0.06954943388700485,0.4595580995082855,1974.8353375999723
163,-936.5118765069669,0.07581684738397598,0.4467756152153015,1986.0858577999752
164,-983.9973192050179,0.10406359285116196,0.4672412872314453,1999.8568155000103
165,-1025.9556942530933,0.09696213901042938,0.47154536843299866,2012.6427377999644
166,-961.2342630999926,0.07154126465320587,0.4496643543243408,2025.0907340999693
167,-959.0249373478745,0.08285965770483017,0.43880629539489746,2039.196187399968
168,-985.8601744180157,0.07191144675016403,0.44454845786094666,2053.2075562999817
169,-971.6251498271433,0.08029531687498093,0.45069172978401184,2068.1326387000154
170,-945.2384110315935,0.07851295918226242,0.45741552114486694,2080.128518200014
171,-963.5610855331906,0.08765833079814911,0.45813390612602234,2091.1636964000063
172,-968.5433744740277,0.08417171984910965,0.4655175507068634,2105.129873399972
173,-988.1848195814248,0.09279610216617584,0.460358589887619,2119.600224599999
174,-954.6305323776423,0.08545467257499695,0.4530712068080902,2133.3253109999932
175,-924.4258473732817,0.07714619487524033,0.4494342505931854,2143.9989017999615
176,-907.7204462368102,0.07515900582075119,0.4470943510532379,2156.2241177000105
177,-930.9234477270066,0.07784352451562881,0.4520987272262573,2167.7751104999916
178,-926.3180597176145,0.0774306207895279,0.44299641251564026,2179.6961830999935
179,-943.2757666372927,0.08052578568458557,0.4538429379463196,2193.5449076999794
180,-905.7677568041582,0.07711684703826904,0.4491613507270813,2206.9838205999695
181,-940.524897425697,0.07145845890045166,0.4541754126548767,2218.8854769999743
182,-938.5445652305294,0.0777367353439331,0.4591785669326782,2229.964305599977
183,-963.4840719016858,0.08399411290884018,0.4438197910785675,2243.7788574000006
184,-932.9464692926937,0.06225530058145523,0.44185715913772583,2256.517721100012
185,-959.8663306814474,0.08382261544466019,0.45672154426574707,2267.48442719999
186,-966.6243776314911,0.09378337860107422,0.45537111163139343,2278.5231375999865
187,-939.8046643635798,0.07567518204450607,0.4493407607078552,2290.188168899971
188,-982.9391596012243,0.08378864824771881,0.45918092131614685,2305.523686099972
189,-963.0925605709092,0.08442749828100204,0.4513239562511444,2319.1024260999984
190,-945.8393745678221,0.0814540833234787,0.4379834830760956,2329.892381999991
191,-944.3145004136454,0.0706731379032135,0.45610934495925903,2342.8763229000033
192,-929.0111865186714,0.06848455965518951,0.44470927119255066,2356.5155533999787
193,-951.4167301397945,0.06867160648107529,0.4507807493209839,2371.3219117000117
194,-928.1993954018114,0.0667191594839096,0.4486450254917145,2386.0787945999764
195,-949.616689561726,0.0769156813621521,0.44704657793045044,2400.090341800009
196,-965.8899383463257,0.06663280725479126,0.46031278371810913,2414.490409799968
197,-951.2471545740619,0.06783270090818405,0.44607099890708923,2429.3437419999973
198,-907.1776503700381,0.08925852179527283,0.4447428286075592,2443.0184871999663
199,-976.6451077451999,0.07869930565357208,0.45606011152267456,2457.2553410999826
200,-911.4360520281905,0.08360598981380463,0.4576941430568695,2470.298129300005
201,-921.8305561060107,0.07776552438735962,0.45374584197998047,2484.0523720000056
202,-918.9126130519826,0.0773763358592987,0.4467187821865082,2497.876869599975
203,-919.655128900946,0.05780258774757385,0.44533684849739075,2511.780844199995
204,-933.6510635861515,0.07356284558773041,0.4549348056316376,2526.529379100015
205,-938.7794185424933,0.07327163964509964,0.4470506012439728,2540.66356929997
206,-973.52001024865,0.08776251971721649,0.45078450441360474,2554.2657462999923
207,-956.085853099444,0.09540446847677231,0.4705115556716919,2565.4682063999935
208,-991.4782650062688,0.07884267717599869,0.4629330337047577,2580.8108840999776
209,-946.9901507046142,0.0680389255285263,0.4446006119251251,2592.5829331999994
210,-997.8317197544525,0.08750859647989273,0.45049235224723816,2604.3137005000026
211,-951.7410559369988,0.07367436587810516,0.46691226959228516,2618.795898000011
212,-952.7196859330213,0.083295539021492,0.44486120343208313,2629.6187635000097
213,-955.2230394320525,0.06422218680381775,0.4371308386325836,2643.487046699971
214,-919.9740715822576,0.07330863922834396,0.44435247778892517,2655.989413800009
215,-939.9969511439012,0.07298344373703003,0.4558666944503784,2666.8647744999616
216,-947.0025200234336,0.10059890896081924,0.4635043144226074,2679.388472199964
217,-966.4612333428074,0.09381348639726639,0.4627443552017212,2690.8351148999645
218,-940.7503300771955,0.07052607089281082,0.4440859258174896,2705.2403041999787
219,-961.4380527784875,0.07999086380004883,0.45644572377204895,2720.1420552000054
220,-936.3572254166735,0.07925566285848618,0.4584592282772064,2734.235831799975
221,-932.4039034235169,0.07561030238866806,0.44360077381134033,2749.352964599966
222,-940.8892481035647,0.08469940721988678,0.45782923698425293,2764.115273399977
223,-952.0388120480806,0.06142871826887131,0.4586738348007202,2778.204215899983
224,-950.109126887348,0.06941541284322739,0.44556549191474915,2791.0026549000177
225,-961.286683959579,0.06789633631706238,0.44543522596359253,2802.9595504999743
226,-920.9999229031739,0.07092028856277466,0.44506028294563293,2816.9544042999623
227,-923.3735486854914,0.06576612591743469,0.4351111650466919,2829.526026799984
228,-965.2529104113141,0.07851549237966537,0.44926249980926514,2840.4683002000093
229,-968.1386956688496,0.07820534706115723,0.44249647855758667,2854.588590600004
230,-909.7474497520033,0.08864457160234451,0.45289739966392517,2868.9627945999964
231,-937.6828778048863,0.07382579147815704,0.45208194851875305,2882.7327024000115
232,-901.0034982508374,0.07484898716211319,0.4610803723335266,2897.2711102999747
233,-977.1369055067044,0.09275020658969879,0.463358610868454,2912.1259699999937
234,-927.6831592575088,0.07080770283937454,0.45002272725105286,2927.463425199967
235,-933.781160639397,0.08050929009914398,0.4536130726337433,2942.396333599987
236,-952.3558531404403,0.07279672473669052,0.4467698931694031,2957.305874999962
237,-992.5756191699403,0.07951091229915619,0.4389989972114563,2973.2153726000106
238,-949.0250670819424,0.07485828548669815,0.4571707546710968,2987.5403113999637
239,-980.4483826910306,0.08346112817525864,0.4619463086128235,3003.079184399976
240,-960.72625145149,0.0648357942700386,0.4364798069000244,3017.565144399996
