step,x,y,velocity,reward,done,progress,corner_phase,turn_sign
0,0.0,0.0,0.0,0.0,False,0.0,unknown,0
1,2e-05,0.0,0.02,-1.04999,False,5.000000000000007e-07,False,0
2,7.999999999997e-05,6.000000000837668e-11,0.06,-1.099970000002,False,1.999999999999253e-06,False,0
3,0.00019999999999943002,4.200000000048661e-10,0.12,-1.0999400000180004,False,4.999999999985757e-06,False,0
4,0.00039999999999583,1.6199999999877641e-09,0.2,-1.0999000000720018,False,9.999999999895765e-06,False,0
5,0.0006999999999808301,4.619999999957418e-09,0.30000000000000004,-1.0998500002000078,False,1.7499999999520778e-05,False,0
6,0.0011199999999335802,1.0919999999669182e-08,0.42000000000000004,-1.0997900004500247,False,2.7999999998339544e-05,False,0
7,0.0016799999998101003,2.267999999870778e-08,0.56,-1.0997200008820665,False,4.199999999525256e-05,False,0
8,0.0023999999995278605,4.283999999601376e-08,0.7200000000000001,-1.0996400015681576,False,5.999999998819659e-05,False,0
9,0.003299999998944661,7.523999998914769e-08,0.9000000000000001,-1.099550002592342,False,8.249999997361664e-05,False,0
10,0.004399999997830912,1.2473999997252147e-07,1.1,-1.0994500040506952,False,0.00010999999994577293,False,0
11,0.005719999995976972,1.9469999993958206e-07,1.32,-1.099340005619264,False,0.00014299999989942448,False,0
12,0.007279999993168972,2.882999998833425e-07,1.56,-1.0992200072021427,False,0.00018199999982922456,False,0
13,0.009099999989205012,4.084199997959524e-07,1.82,-1.0990900087154647,False,0.00022749999973012563,False,0
14,0.011199999983911963,5.575199996710076e-07,2.1,-1.0989500100874094,False,0.0002799999995977994,False,0
15,0.013599999977161962,7.375199995018381e-07,2.4,-1.09880001125821,False,0.00033999999942904957,False,0
16,0.016319999968887722,9.49679999286165e-07,2.7199999999999998,-1.098640012180154,False,0.0004079999992221935,False,0
17,0.01937999995909572,1.1944799990252898e-06,3.0599999999999996,-1.0984700128175786,False,0.00048449999897739364,False,0
18,0.02279999994787641,1.47149999872312e-06,3.4199999999999995,-1.098290013146857,False,0.0005699999986969109,False,0
19,0.026599999935410512,1.779299998387376e-06,3.7999999999999994,-1.0981000131563743,False,0.0006649999983852637,False,0
20,0.030799999921970512,2.115299998029312e-06,4.199999999999999,-1.0979000128464933,False,0.0007699999980492638,False,0
21,0.03541999990791647,2.475659997662985e-06,4.619999999999999,-1.0976900122295061,False,0.0008854999976979129,False,0
22,0.04047999989368522,2.855159997306319e-06,5.06,-1.0974700113295772,False,0.0010119999973421318,False,0
23,0.04599999987977206,3.2470799969778924e-06,5.52,-1.097240010182677,False,0.0011499999969943032,False,0
24,0.05199999986670406,3.6430799966897933e-06,6.0,-1.0970000088365077,False,0.0012999999966676033,False,0
25,0.058499999855004065,4.033079996455462e-06,6.5,-1.0967500073504344,False,0.0014624999963751037,False,0
26,0.06551999984514448,4.405139996280283e-06,7.02,-1.096490005795421,False,0.0016379999961286143,False,0
27,0.07307999983748997,4.745339996166016e-06,7.56,-1.0962200042539896,False,0.0018269999959372517,False,0
28,0.08119999983222821,5.037659996104068e-06,8.12,-1.0959400028202133,False,0.0020299999958057076,False,0
29,0.08989999982928762,5.263859996079292e-06,8.7,-1.0956500015997657,False,0.0022474999957321938,False,0
30,0.09919999982823684,5.403662047988622e-06,9.299999999999999,-1.0921548739421154,False,0.002479999995705924,False,0
31,0.10911999982810959,5.4539064254111925e-06,9.919999999999998,-1.095040000315772,False,0.002727999995702744,False,0
32,0.11967999982802917,5.412695350650345e-06,10.559999999999999,-1.0947200002909205,False,0.002991999995700733,False,0
33,0.1308999998272387,5.2795129947432955e-06,11.219999999999999,-1.0943900005299554,False,0.0032724999956809725,False,0
34,0.1427999998251273,5.055345477448704e-06,11.899999999999999,-1.0940500009379357,False,0.003569999995628188,False,0
35,0.15539999982125097,4.7428008672537935e-06,12.599999999999998,-1.093700001432475,False,0.00388499999553128,False,0
36,0.16871999981534747,4.346229181367201e-06,13.319999999999999,-1.0933400019436816,False,0.004217999995383693,False,0
37,0.18277999980734452,3.87184238571081e-06,14.059999999999999,-1.0929700024140545,False,0.004569499995183619,False,0
38,0.19759999979735987,3.327834394930302e-06,14.819999999999999,-1.0925900027983415,False,0.004939999994934003,False,0
39,0.21319999978569285,2.7245010723890422e-06,15.599999999999998,-1.0922000030633592,False,0.005329999994642329,False,0
40,0.22959999977147308,2.0415602301908518e-06,16.4,-1.0918000035123931,False,0.005739999994286835,False,0
41,0.24681999975356173,1.2561516291781184e-06,17.22,-1.0913900041835725,False,0.006170499993839052,False,0
42,0.264879999730462,3.427169789142412e-07,18.06,-1.090970005128817,False,0.00662199999326156,False,0
43,0.2837999997020919,-6.933936994874078e-07,18.919999999999998,-1.071161368869826,False,0.007094999992552308,False,0
44,0.3035999996688484,-1.8407574629832116e-06,19.799999999999997,-1.0901000067626045,False,0.00758999999172122,False,0
45,0.3242999996314235,-3.0855024651721555e-06,20.699999999999996,-1.089650007335199,False,0.008107499990785598,False,0
46,0.3459199995906436,-4.413403485405383e-06,21.619999999999997,-1.0794674826831916,False,0.0086479999897661,False,0
47,0.3684799995466721,-5.821947171946543e-06,22.56,-1.0424192482633179,False,0.009211999988666815,False,0
48,0.3919999995002526,-7.299638944855259e-06,23.52,-1.0576984731658041,False,0.009799999987506329,False,0
49,0.4164999994522618,-8.833115218125136e-06,24.5,-1.0574533188283253,False,0.01041249998630656,False,0
50,0.4419999994036778,-1.0407212831387643e-05,25.5,-1.0568054702718364,False,0.01104999998509196,False,0
51,0.46851999935554156,-1.2005069062215788e-05,26.52,-1.055760821762243,False,0.011712999983888556,False,0
52,0.49607999930891244,-1.3608252232958408e-05,27.56,-1.0543406880586788,False,0.012401999982722829,False,0
53,0.5246999992648196,-1.5196922477345587e-05,28.619999999999997,-1.0525809546609977,False,0.013117499981620508,False,0
54,0.5543999992242116,-1.67500217743276e-05,29.699999999999996,-1.0505306471678133,False,0.013859999980605308,False,0
55,0.5851999991879059,-1.8245491895770798e-05,30.799999999999997,-1.0482499767803117,False,0.014629999979697668,False,0
56,0.6171199991565415,-1.966051845714654e-05,31.919999999999998,-1.045807939871358,False,0.015427999978913559,False,0
57,0.6501799991305364,-2.097179881308364e-05,33.059999999999995,-1.0432795673176694,False,0.01625449997826343,False,0
58,0.6843999991100522,-2.2155831108775294e-05,34.21999999999999,-1.040742933255339,False,0.01710999997775133,False,0
59,0.719799999094969,-2.3189221390564865e-05,35.39999999999999,-1.0382760425103532,False,0.01799499997737425,False,0
60,0.7563999990848702,-2.4049005300867628e-05,36.599999999999994,-1.035953720792376,False,0.018909999977121783,False,0
61,0.7942199990790417,-2.4712980540089814e-05,37.81999999999999,-1.0338446316299126,False,0.01985549997697607,False,0
62,0.8332799990764832,-2.5160045976991674e-05,39.059999999999995,-1.0320085389723859,False,0.02083199997691211,False,0
63,0.8735999990759338,-2.5370543034542893e-05,40.31999999999999,-1.0304939245903695,False,0.021839999976898377,False,0
64,0.9151999990759105,-2.5326594775917e-05,41.599999999999994,-1.0293360552608433,False,0.022879999976897797,False,0
65,0.9580999990747603,-2.5012437968043333e-05,42.89999999999999,-1.028555576792617,False,0.023952499976869043,False,0
66,1.002319999070721,-2.441474331350273e-05,44.21999999999999,-1.0281576909436827,False,0.02505799997676806,False,0
67,1.0478799990619925,-2.352291901668112e-05,45.559999999999995,-1.0281319480442006,False,0.02619699997654985,False,0
68,1.0947999990468122,-2.232939289022987e-05,46.919999999999995,-1.0284526635925526,False,0.027369999976170345,False,0
69,1.143099999023535,-2.08298683142109e-05,48.3,-1.0290799422160604,False,0.02857749997558842,False,0
70,1.1927999989907103,-1.902354953295263e-05,49.699999999999996,-1.0299612681742418,False,0.0298199999747678,False,0
71,1.2439199989471557,-1.6913332013808687e-05,51.12,-1.0310335989962898,False,0.031097999973678937,False,0
72,1.2964799988920237,-1.4505953895910073e-05,52.559999999999995,-1.032225878785901,False,0.03241199997230064,False,0
73,1.3504999988248558,-1.1812104923685335e-05,54.019999999999996,-1.0334618709960468,False,0.033762499970621446,False,0
74,1.4059999987456226,-8.846489687022004e-06,55.49999999999999,-1.0346631977397287,False,0.03514999996864061,False,0
75,1.4629999986547482,-5.627842471992788e-06,56.99999999999999,-1.035752464469036,False,0.03657499996636875,False,0
76,1.521519998553114,-2.178891560215443e-06,58.519999999999996,-1.0366563454514297,False,0.0380379999638279,False,0
77,1.5815799984420449,1.4737286058244463e-06,60.059999999999995,-1.0373085070349233,False,0.039539499961051175,False,0
78,1.643199998323273,5.2996183551135e-06,61.62,-1.03765225216095,False,0.041079999958081884,False,0
79,1.7063999981988844,9.264807130303544e-06,63.199999999999996,-1.0376427806964346,False,0.042659999954972175,False,0
80,1.771199998071245,1.3332000875664986e-05,64.8,-1.0372489754728018,False,0.04427999995178119,False,0
81,1.8376199979429126,1.7460881413199947e-05,66.42,-1.0364546428282815,False,0.04594049994857288,False,0
82,1.9056799978165362,2.160845604726333e-05,68.06,-1.0352591581969237,False,0.047641999945413474,False,0
83,1.9753999976947445,2.5729454936732e-05,69.72,-1.0336774910068742,False,0.04938499994236868,False,0
84,2.0467999975800333,2.9776773081211952e-05,71.4,-1.0317396078952914,False,0.0511699999395009,False,0
85,2.11989999747465,3.370195309370216e-05,73.10000000000001,-1.0294892780318854,False,0.05299749993686633,False,0
86,2.1947199973804867,3.74557042861581e-05,74.82000000000001,-1.0269823281792116,False,0.054867999934512246,False,0
87,2.27127999729898,4.098845298380327e-05,76.56,-1.0242844170548204,False,0.05678199993247458,False,0
88,2.34959999723103,4.4250918420095405e-05,78.32000000000001,-1.021468417724736,False,0.05873999993077584,False,0
89,2.429659997176963,4.7193237995124876e-05,80.06,-1.0186315123825294,False,0.06074149992942415,False,0
90,2.511439997136441,4.9767678024336416e-05,81.78,-1.0158521153401603,False,0.06278599992841112,False,0
91,2.594919997108454,5.192932317815371e-05,83.48,-1.0132067468972532,False,0.06487299992771144,False,0
92,2.6800799970913376,5.36367421252519e-05,85.16000000000001,-1.0107669827188674,False,0.06700199992728353,False,0
93,2.766899997082824,5.485262031070536e-05,86.82000000000001,-1.0085966003406475,False,0.0691724999270707,False,0
94,2.8553599970801193,5.5544351154227355e-05,88.46000000000001,-1.0067490365609477,False,0.07138399992700309,False,0
95,2.94543999708001,5.5684577419355776e-05,90.08000000000001,-1.0052652570857243,False,0.07363599992700036,False,0
96,3.037119997078988,5.525167507963907e-05,91.68,-1.0041721233566814,False,0.07592799992697481,False,0
97,3.1303799970733936,5.423017268075247e-05,93.26,-1.0034813216719443,False,0.07825949992683495,False,0
98,3.225199997059571,5.2611099964935474e-05,94.82000000000001,-1.0031888972918572,False,0.08062999992648938,False,0
99,3.321559997034025,5.039226037341766e-05,96.36000000000001,-1.003275412103501,False,0.08303899992585075,False,0
100,3.419439996993579,4.757842296400372e-05,97.88000000000001,-1.0037067195583258,False,0.0854859999248396,False,0
101,3.5188199969355214,4.418143026372774e-05,99.38000000000001,-1.0044353259884484,False,0.08797049992338817,False,0
102,3.618819996858398,4.025399554764928e-05,100.0,-1.0058322840541343,False,0.09047049992146007,False,0
103,3.7188199967617104,3.5856553195123746e-05,100.0,-1.0076995427559048,False,0.0929704999190429,False,0
104,3.818819996645379,3.1033040996536094e-05,100.0,-1.0096526603978238,False,0.09547049991613461,False,0
105,3.918819996510107,2.583165389141401e-05,100.0,-1.0116137723603258,False,0.0979704999127528,False,0
106,4.018819996357352,2.0304362420378184e-05,100.0,-1.0135046953168358,False,0.10047049990893393,False,0
107,4.11881999618927,1.4506393452737946e-05,100.0,-1.015250044156166,False,0.1029704999047319,False,0
108,4.218819996008627,8.495678377804603e-06,100.0,-1.0167802373487547,False,0.10547049990021581,False,0
109,4.318819995818689,2.3322742736896236e-06,100.0,-1.0180342709424772,False,0.10797049989546738,False,0
110,4.418819995623095,-3.922236163260866e-06,100.0,-1.0189621505975006,False,0.11047049989057754,False,0
111,4.518819995425707,-1.020535993225882e-05,100.0,-1.0195268847026104,False,0.11297049988564284,False,0
112,4.618819995230459,-1.6454318137612353e-05,100.0,-1.019705959113807,False,0.11547049988076165,False,0
113,4.718819995041202,-2.2606673254645257e-05,100.0,-1.0194922347219346,False,0.11797049987603023,False,0
114,4.8188199948615456,-2.8600952984789776e-05,100.0,-1.0188942320662338,False,0.12047049987153881,False,0
115,4.918819994694717,-3.437726446648391e-05,100.0,-1.0179357916470704,False,0.12297049986736809,False,0
116,5.018819994543432,-3.987789270487186e-05,100.0,-1.0166551234802563,False,0.125470499863586,False,0
117,5.1188199944097885,-4.504787724082453e-05,100.0,-1.0151032837840366,False,0.1279704998602449,False,0
118,5.2188199942951785,-4.983556129780007e-05,100.0,-1.0133421395286233,False,0.13047049985737966,False,0
119,5.318819994200237,-5.4193107919245095e-05,100.0,-1.0114419019951242,False,0.1329704998550061,False,0
120,5.418819994124815,-5.807697793968365e-05,100.0,-1.009478327673144,False,0.13547049985312057,False,0
121,5.518819994067984,-6.144836501366935e-05,100.0,-1.0075296980885047,False,0.1379704998516998,False,0
122,5.618819994028075,-6.427358335585495e-05,100.0,-1.0056736989656234,False,0.1404704998507021,False,0
123,5.718819994002744,-6.652440431843297e-05,100.0,-1.0039843231427759,False,0.1429704998500688,False,0
124,5.818819993989067,-6.817833844223727e-05,100.0,-1.0025289207109946,False,0.14547049984972688,False,0
125,5.918819993983653,-6.921886016420293e-05,100.0,-1.0013655139784028,False,0.14797049984959154,False,0
126,6.018819993982785,-6.963557293520258e-05,100.0,-1.0005404843038475,False,0.15047049984956984,False,0
127,6.118819993982561,-6.942431309891141e-05,100.0,-1.0000867230184158,False,0.15297049984956426,False,0
128,6.218819993979057,-6.858719149381944e-05,100.0,-1.0000223201518725,False,0.15547049984947664,False,0
129,6.318819993968478,-6.713257236232398e-05,100.0,-1.0003498432402522,False,0.15797049984921216,False,0
130,6.418819993947309,-6.507498977802206e-05,100.0,-1.001056234966343,False,0.16047049984868297,False,0
131,6.518819993912461,-6.243500242595791e-05,100.0,-1.002113333713751,False,0.16297049984781176,False,0
132,6.618819993861389,-5.9238988187242474e-05,100.0,-1.0034789962817736,False,0.16547049984653495,False,0
133,6.718819993792193,-5.551888057973792e-05,100.0,-1.0050987780019023,False,0.16797049984480508,False,0
134,6.8188199937036975,-5.131184968901165e-05,100.0,-1.0069081032750629,False,0.1704704998425927,False,0
135,6.918819993595496,-4.665993077714426e-05,100.0,-1.0088348399971185,False,0.17297049983988763,False,0
136,7.018819993467967,-4.1609604280245784e-05,100.0,-1.0108021752383431,False,0.17547049983669943,False,0
137,7.11881999332226,-3.621133139127966e-05,100.0,-1.012731677532772,False,0.17797049983305677,False,0
138,7.21881999316025,-3.051904986852723e-05,100.0,-1.0145464236933548,False,0.1804704998290065,False,0
139,7.31881999298446,-2.4589635107307895e-05,100.0,-1.016174065496922,False,0.18297049982461178,False,0
140,7.418819992797965,-1.8482331859891845e-05,100.0,-1.0175497139797192,False,0.18547049981994937,False,0
141,7.518819992604263,-1.2258162281419002e-05,100.0,-1.0186185263558243,False,0.18797049981510686,False,0
142,7.618554272704831,-5.9960003479299595e-06,99.73428029716288,-1.0194707522791446,False,0.19046385681762104,False,0
143,7.71626808702218,1.314242397646273e-07,97.71381450946832,-1.020822226055527,False,0.19290670217555478,False,0
144,7.811961003445083,6.064453110383368e-06,95.69291660682825,-1.0217821864413952,False,0.19529902508612734,False,0
145,7.905632571120276,1.1747888140473496e-05,93.67156784761198,-1.022352655567325,False,0.1976408142780072,False,0
146,7.997282319201466,1.7131503299102758e-05,91.64974823931051,-1.0225511929688353,False,0.19993205798003694,False,0
147,8.086909755484186,2.217048212652787e-05,89.62743642436864,-1.0224101960001473,False,0.20217274388710493,False,0
148,8.17451436491315,2.682577711446131e-05,87.60460955265633,-1.0219756087446183,False,0.20436285912282906,False,0
149,8.260095607946841,3.106438827504422e-05,85.58124313865454,-1.0213050908967876,False,0.2065023901986713,False,0
150,8.34365291876175,3.485955922427926e-05,83.55731090109795,-1.0204657196209963,False,0.20859132296904404,False,0
151,8.425185703276112,3.819089014891467e-05,81.5327845824188,-1.0195313160107584,False,0.2106296425819031,False,0
152,8.50469333696976,4.104436806277897e-05,79.50763374485282,-1.0185795027395441,False,0.2126173334242443,False,0
153,8.58217516247306,4.341231577553285e-05,77.4818255394842,-1.0176886102113092,False,0.2145543790618268,False,0
154,8.657630486893408,4.5293261983102396e-05,75.45532444379168,-1.0169345545595085,False,0.21644076217233552,False,0
155,8.731058578842475,4.669173583133041e-05,73.42809196238503,-1.0163878119668934,False,0.2182764644710622,False,0
156,8.80245866512101,4.761799019318711e-05,71.40008628454314,-1.0161106099397053,False,0.22006146662802556,False,0
157,8.87182992701025,4.8087658724238095e-05,69.37126189082959,-1.0161544475219146,False,0.22179574817525657,False,0
158,8.93917149610964,4.812135251222941e-05,67.34156909939884,-1.016558043323514,False,0.22347928740274134,False,0
159,9.004482449649068,4.774420280461588e-05,65.3109535405168,-1.0173457931832164,False,0.225112061241227,False,0
160,9.067761805189702,4.698535687783174e-05,63.27935554518421,-1.0185267989713505,False,0.2266940451297429,False,0
161,9.129008514610078,4.587743459553047e-05,61.2467094303955,-1.0200945072724776,False,0.22822521286525227,False,0
162,9.188221457252284,4.4455953586165394e-05,59.2129426592683,-1.0220269723774815,False,0.22970553643130745,False,0
163,9.245399432075816,4.2758731248775405e-05,57.17797484872097,-1.0242877331309463,False,0.23113498580189573,False,0
164,9.300541148632055,4.0825271968043846e-05,55.14171659013566,-1.0268272687136735,False,0.23251352871580172,False,0
165,9.353645216628289,3.8696147983063835e-05,53.104068038916616,-1.029584975368691,False,0.23384113041570756,False,0
166,9.404710133793417,3.6412382310084675e-05,51.064917216196,-1.032491585320972,False,0.23511775334483576,False,0
167,9.453734271683729,3.401484196892456e-05,49.024137948937344,-1.0354719315275192,False,0.23634335679209356,False,0
168,9.500715858970329,3.1543649507830846e-05,46.98158735159117,-1.0384479481246873,False,0.23751789647425856,False,0
169,9.54565296162113,2.9037620466953275e-05,44.93710272067826,-1.0413417870694748,False,0.2386413240405286,False,0
170,9.588543459217405,2.6533733970818674e-05,42.89049766936246,-1.0440789268721855,False,0.23971358648043548,False,0
171,9.629385016409241,2.406664310115488e-05,40.84155726634926,-1.046591149679735,False,0.24073462541023138,False,0
172,9.668175048188305,2.1668231080336106e-05,38.790031853211225,-1.04881926828307,False,0.24170437620470797,False,0
173,9.70491067719833,1.9367218600128754e-05,36.73562908208988,-1.0507154946830013,False,0.24262276692995857,False,0
174,9.73958868064823,1.7188826868028277e-05,34.67800351832252,-1.0522453562742282,False,0.24348971701620611,False,0
175,9.772205423435926,1.5154500123179206e-05,32.616742851136806,-1.0533890839406128,False,0.2443051355858985,False,0
176,9.802756772662416,1.3281690503458091e-05,30.551349283892566,-1.0541424177119307,False,0.24506891931656075,False,0
177,9.831237986528354,1.158370723144428e-05,28.481213916552804,-1.054516799327677,False,0.2457809496632092,False,0
178,9.857643567158293,1.006963113567895e-05,26.405580673348027,-1.054538946265211,False,0.24644108917895768,False,0
179,9.881967061282708,8.74429453422233e-06,24.32349416052171,-1.054249827740903,False,0.24704917653206807,False,0
180,9.9042007832021,7.608325474011471e-06,22.23372194841146,-1.0537030893000965,False,0.24760501958005285,False,0
181,9.924335417618922,6.658254217479825e-06,20.134634439236947,-1.0529629987712719,False,0.2481083854404734,False,0
182,9.942359428430589,5.886678641792469e-06,18.024010828181922,-1.05210201361314,False,0.24855898571076507,False,0
183,9.958258136639833,5.282483737338403e-06,15.89870822072511,-1.0511981019738361,False,0.24895645341599618,False,0
184,9.972012193861142,4.831108361121172e-06,13.754057228715311,-1.05033199919706,False,0.2493003048465289,False,0
