episode_idx,env_step,reward,contour_error,jerk,kcm_intervention
0,1,-0.8777243522291215,1.5707963009560845e-05,50000.0,0.24317666973025467
0,2,-1.0293575853928565,0.00020420347261489833,50000.0,0.331329685105392
0,3,-0.39343469705590095,0.0007793341998543106,-42840.67498138874,0.2903591659665108
0,4,-0.8255149672459479,0.0018188144574923118,-50000.0,0.18990843726775217
0,5,-0.10963778362220102,0.0032860000272745917,-37612.102395477785,0.27385974009983055
0,6,0.8499611316308101,0.00468005462374129,-22818.83350202591,0.3301159650054514
0,7,-1.694399133787353,0.0065354006979627,47957.77719095698,0.5310613892805024
0,8,1.8489253523794416,0.008842191585119074,1894.7490674563005,0.5403461743935265
0,9,1.6320325220922587,0.01162802927674513,965.1521704978094,0.6156206931222991
0,10,1.3373858907131728,0.015298390940552393,659.8414572555278,0.6646813881283067
0,11,0.8737333834102566,0.01975298173158001,1903.0033856411067,0.7245795783811743
0,12,0.9057927240169762,0.025096139566351185,-1469.5083477856663,0.5752586624987638
0,13,0.595182086648148,0.03175697037337987,437.1376035402896,0.6194680633508759
0,14,0.12740400580557956,0.039672600171098624,923.4583513300976,0.6458510475131569
0,15,-1.1146635162168081,0.04909526843268944,-842.2648480951267,1.0292443775293107
0,16,-0.8084770985208923,0.06043765502364806,1007.6358470965729,0.6253796838838064
0,17,-1.3120982367698408,0.07354203383696496,-847.4289907758781,0.6199179434123715
0,18,-1.9101565148746296,0.08905900445728243,682.0579917744318,0.6061884575592785
0,19,-2.216241584402592,0.10712437349000786,-359.83095871483073,0.44626445372748863
0,20,-2.9166758777654196,0.12788665681128916,359.83095871483073,0.44469834029561645
0,21,0.7136334221938012,0.15210055504390313,-461.8972606595406,0.23263948191531486
0,22,-0.12233702784147156,0.1797601548892801,699.0880050868142,0.26064174283399094
0,23,-0.724318245154241,0.21101034746559344,-622.5210485744093,0.1590757857886825
0,24,-7.479433373111938,0.24680162325062135,668.3562522031394,1.1481297497170349
0,25,-9.996664093473061,0.277342534185146,-25000.0,1.1115213672280015
0,26,-8.743448893760936,0.290482516887086,-24999.999999999996,0.2936988403805853
0,27,-9.23284745084441,0.29366363827718167,24999.999999999993,0.42798324603393917
0,28,-9.122536670353162,0.2972693353045314,25000.0,0.26494724912324735
0,29,-12.468500665591723,0.31471642029689295,25000.000000000004,1.755
0,30,-10.04997989453919,0.362999094059951,24999.999999999993,0.2199999999999999
0,31,-10.821925220962774,0.4292648803806208,-26966.66409943633,0.18999999999999992
0,32,-11.038601949067642,0.49983901327624214,-23316.36184861967,0.15499999999999997
0,33,-9.605226097092535,0.5749233900174896,-270.86113152313015,0.11499999999999992
0,34,-12.005306933252982,0.6338906331719107,-27249.69004749234,0.06999999999999988
0,35,-12.010013462719577,0.6939280233007353,25000.0,0.019999999999999886
