episode_idx,total_reward,actor_loss,critic_loss,epsilon
0,-141.97600869734163,-0.0364038422703743,3.5287747383117676,1.5
1,-181.53306958749116,-0.029737252742052078,3.560694932937622,1.5
2,-111.48267558645848,-0.044870488345623016,2.844897985458374,1.5
3,-114.17452680668374,-0.019046396017074585,2.9241673946380615,1.5
4,-125.15445961629896,-0.026821112260222435,3.0649054050445557,1.5
5,-92.04328453159063,-0.03141014650464058,2.729567050933838,1.5
6,-125.67164190078013,-0.027013259008526802,2.817998170852661,1.5
7,-102.80689314538597,-0.00743531808257103,2.5072617530822754,1.5
8,-89.73511408099715,-0.021339580416679382,3.151707649230957,1.5
9,-124.30118189219775,-0.02399868331849575,3.704322099685669,1.5
10,-130.7976357194676,-0.025259971618652344,3.636685609817505,1.5
11,-100.20992609900826,-0.013491587713360786,2.508755922317505,1.5
12,-115.43509901493269,-0.017080558463931084,3.2511935234069824,1.5
13,-111.23202837845176,-0.01266414113342762,2.992156982421875,1.5
14,-110.42572854206087,-0.019189924001693726,3.609182119369507,1.5
15,-120.98909448284046,-0.023450303822755814,3.368173122406006,1.5
16,-129.03024379253063,-0.009585489518940449,3.208940029144287,1.5
17,-96.23858320424269,-0.020140063017606735,2.8740999698638916,1.5
18,-119.88586859347386,-0.028588250279426575,3.134068250656128,1.5
19,-129.69005139611534,-0.009901179000735283,3.2868924140930176,1.5
20,-134.328836102185,-0.011439364403486252,3.4949824810028076,1.5
21,-99.59018534282177,-0.015874747186899185,3.3750040531158447,1.5
22,-148.523385037848,-0.018614936619997025,4.2470526695251465,1.5
23,-146.2188022849674,-0.02560163289308548,3.83406138420105,1.5
24,-138.48626398214685,-0.0043318974785506725,3.8534796237945557,1.5
25,-102.42415391069005,-0.01277393102645874,2.5912094116210938,1.5
26,-92.56448344625967,-0.02309403009712696,2.6403355598449707,1.5
27,-160.9387003599664,-0.023006603121757507,4.865963935852051,1.5
28,-75.5701283650728,-0.014862746931612492,3.260854482650757,1.5
29,-121.63496342547565,-0.0184914730489254,2.926431655883789,1.5
30,-111.49094956309378,-0.015907466411590576,2.8322527408599854,1.5
31,-97.98675711885753,-0.013005590997636318,3.1352360248565674,1.5
32,-153.3257265138139,-0.00862731784582138,4.501345634460449,1.5
33,-89.87793509715138,-0.014496996998786926,2.8621811866760254,1.5
34,-123.18251456544773,-0.011202279478311539,3.690567970275879,1.5
35,-118.61370070644409,-0.0051035284996032715,3.4535248279571533,1.5
36,-90.62540349462385,0.019105833023786545,2.6345455646514893,1.5
37,-115.85182231044122,0.0016077792970463634,3.5290603637695312,1.5
38,-107.85546053663151,0.011865466833114624,3.3675642013549805,1.5
39,-146.17702983151275,-0.0064324610866606236,4.099767208099365,1.5
40,-94.40330715599794,-0.01215226761996746,2.648188829421997,1.5
41,-95.69440848843972,0.0003593717410694808,3.37945556640625,1.5
42,-120.45663854797806,-0.015762779861688614,3.7528889179229736,1.5
43,-121.24331570326197,-0.032759640365839005,3.0351033210754395,1.5
44,-141.61979280553393,0.023471523076295853,4.041829586029053,1.5
45,-113.47188675236748,-0.012037277221679688,3.39717173576355,1.5
46,-130.00557015382188,0.0051956623792648315,3.3659915924072266,1.5
47,-127.1435094240938,0.023857712745666504,3.6035256385803223,1.5
48,-122.47837947728353,0.003992870450019836,3.6100351810455322,1.5
