step,x,y,velocity,reward,done,progress,corner_phase,turn_sign
59,0.719799999094969,-2.3189221390564865e-05,35.39999999999999,-0.04998036503404415,False,0.01799499997737425,False,1
60,0.7563999990848702,-2.4049005300867628e-05,36.599999999999994,-0.047057408022989085,False,0.018909999977121783,False,1
61,0.7942199990790417,-2.4712980540089814e-05,37.81999999999999,-0.04446107087591539,False,0.01985549997697607,False,1
62,0.8332799990764832,-2.5160045976991674e-05,39.059999999999995,-0.04227054258179211,False,0.02083199997691211,False,1
63,0.8735999990759338,-2.5370543034542893e-05,40.31999999999999,-0.04054843514153778,False,0.021839999976898377,False,1
64,0.9151999990759105,-2.5326594775917e-05,41.599999999999994,-0.039338287425582145,False,0.022879999976897797,False,1
65,0.9580999990747603,-2.5012437968043333e-05,42.89999999999999,-0.0386628294170279,False,0.023952499976869043,False,1
66,1.0023173769673552,-2.4414778754867846e-05,44.217377896634105,-0.026273298519489015,False,0.025057934424183918,False,1
67,1.046534754855518,-2.354923591136563e-05,44.217377896634105,-0.03956959775882469,False,0.026163368871387985,False,1
68,1.0907521327378462,-2.242445765555146e-05,44.217377896634105,-0.041098103221593726,False,0.027268803318446194,False,1
69,1.1349695106131708,-2.1051682400000302e-05,44.217377896634105,-0.04304896679166867,False,0.02837423776532931,False,1
70,1.1791868884806012,-1.94446264613145e-05,44.217377896634105,-0.045344413696555085,False,0.02947967221201507,False,1
71,1.2145608429559736,-1.798440074693792e-05,35.37395450551128,-0.052314643521238324,False,0.03036402107389938,False,1
72,1.24993479742438,-1.6364186058579684e-05,35.37395450551128,-0.055014631384704804,False,0.031248369935609543,False,1
73,1.2853087518859077,-1.4600171045840027e-05,35.37395450551128,-0.0577584489820924,False,0.032132718797147734,False,1
74,1.3206827063409183,-1.2709981163631383e-05,35.37395450551128,-0.06043670896256535,False,0.033017067658523004,False,1
75,1.3560566607900333,-1.0712502564443066e-05,35.37395450551128,-0.06294263755045172,False,0.03390141651975088,False,1
76,1.3914306152341092,-8.627693394160198e-06,35.37395450551128,-0.06517633127878579,False,0.034785765380852776,False,1
77,1.4268045696742033,-6.476384376854036e-06,35.37395450551128,-0.0670487398252545,False,0.035670114241855136,False,1
78,1.4621785241115317,-4.280070681066095e-06,35.37395450551128,-0.06848521616758547,False,0.03655446310278834,False,1
79,1.4975524785474208,-2.060697147215832e-06,35.37395450551128,-0.06942849252477941,False,0.03743881196368557,False,1
80,1.5329264329832544,1.5956097799274244e-07,35.37395450551128,-0.06984096344282081,False,0.03832316082458141,False,1
81,1.5683003874204184,2.358519609330483e-06,35.37395450551128,-0.06970618500551679,False,0.03920750968551052,False,1
82,1.603674341860246,4.5142074790567635e-06,35.37395450551128,-0.06902953040153861,False,0.0400918585465062,False,1
83,1.6390482963039636,6.605085666568629e-06,35.37395450551128,-0.0678379757123804,False,0.04097620740759915,False,1
84,1.6744222507526432,8.610262808195578e-06,35.37395450551128,-0.06617902446114601,False,0.041860556268816136,False,1
85,1.7097962052071582,1.0509703836756053e-05,35.37395450551128,-0.0641188137969851,False,0.04274490513017902,False,1
86,1.7451701596681501,1.2284430165370661e-05,35.37395450551128,-0.06173947781573831,False,0.043629253991703816,False,1
87,1.7805441141360019,1.3916709315186548e-05,35.37395450551128,-0.05913587313267106,False,0.044513602853400114,False,1
88,1.815918068610823,1.5390232092500146e-05,35.37395450551128,-0.05641179724864862,False,0.04539795171527064,False,1
89,1.851292023092445,1.669027554475805e-05,35.37395450551128,-0.05367585047130554,False,0.04628230057731119,False,1
90,1.8866659775804286,1.7803850067508062e-05,35.37395450551128,-0.05103710636349843,False,0.04716664943951078,False,1
91,1.9220399320740806,1.871982919218693e-05,35.37395450551128,-0.04860076332462191,False,0.04805099830185208,False,1
92,1.957413886572482,1.942906075813925e-05,35.37395450551128,-0.04646395066233871,False,0.04893534716431212,False,1
93,1.9927878410745243,1.992445835796042e-05,35.37395450551128,-0.044711856353651304,False,0.04981969602686318,False,1
94,2.028161795578954,2.020107214259535e-05,35.37395450551128,-0.04341433086907696,False,0.05070404488947393,False,1
95,2.0635357500844225,2.025613827850932e-05,35.37395450551128,-0.04262310245481199,False,0.051588393752110634,False,1
96,2.0989097045895395,2.0089106563081005e-05,35.37395450551128,-0.04236971489081641,False,0.05247274261473856,False,1
97,2.1342836590929286,1.9701645922018542e-05,35.37395450551128,-0.04266426993982752,False,0.053357091477323294,False,1
98,2.169657613593283,1.9097627733973563e-05,35.37395450551128,-0.04349502462196997,False,0.05424144033983215,False,1
99,2.205031568089416,1.828308714902775e-05,35.37395450551128,-0.04482885937029558,False,0.05512578920223547,False,1
100,2.24040552258031,1.726616278749818e-05,35.37395450551128,-0.04661259840340792,False,0.05601013806450783,False,1
101,2.275779477065156,1.605701542147769e-05,35.37395450551128,-0.048775129676024494,False,0.056894486926628976,False,1
102,2.3111534315433855,1.4667726451778439e-05,35.37395450551128,-0.051230239891843284,False,0.05777883578858472,False,1
103,2.3465273860146945,1.3112177194589972e-05,35.37395450551128,-0.053880051555560284,False,0.05866318465036745,False,1
104,2.3819013384790773,1.1405910280362948e-05,35.373952505533794,-0.05661892603972226,False,0.05954753346197702,False,1
105,2.41727529093676,9.565974076168103e-06,35.373952505533794,-0.059337671103354715,False,0.060431882273419085,False,1
106,2.4526492433882585,7.61075261636147e-06,35.373952505533794,-0.061927899962159715,False,0.06131623108470655,False,1
107,2.488023195834335,5.559781827462824e-06,35.373952505533794,-0.06428634836754014,False,0.06220057989585846,False,1
108,2.523397148275968,3.433554331612943e-06,35.373952505533794,-0.06631899242623308,False,0.06308492870689929,False,1
109,2.5587711007143135,1.2533146910991896e-06,35.373952505533794,-0.0679447970362229,False,0.06396927751785793,False,1
110,2.594145053150658,-9.591528603213306e-07,35.373952505533794,-0.06909894650051997,False,0.06485362632876654,False,1
111,2.6295190055863675,-3.181742078230572e-06,35.373952505533794,-0.0697354285244232,False,0.06573797513965929,False,1
112,2.6648929580228344,-5.392245585882987e-06,35.373952505533794,-0.06982886858050903,False,0.06662232395057095,False,1
113,2.7002669104614205,-7.568576762953985e-06,35.373952505533794,-0.06937554151091772,False,0.06750667276153562,False,1
114,2.7356408629034026,-9.688990427744146e-06,35.373952505533794,-0.06839352003764707,False,0.06839102157258516,False,1
115,2.7710148153499223,-1.1732300107850323e-05,35.373952505533794,-0.06692195426009344,False,0.06927537038374816,False,1
116,2.806388767801941,-1.3678089728403657e-05,35.373952505533794,-0.06501951086417047,False,0.07015971919504863,False,1
117,2.8417627202601996,-1.5506917602694996e-05,35.373952505533794,-0.06276203426659425,False,0.07104406800650509,False,1
118,2.8771366727251912,-1.7200510687124538e-05,35.373952505533794,-0.060239522937351825,False,0.07192841681812988,False,1
119,2.9125106251971404,-1.8741947159400995e-05,35.373952505533794,-0.05755254144466845,False,0.07281276562992861,False,1
120,2.9478845776759943,-2.0115825495807598e-05,35.373952505533794,-0.054808211262998986,False,0.07369711444189997,False,1
121,2.9832585301614247,-2.1308418358137006e-05,35.373952505533794,-0.05211594017791338,False,0.07458146325403572,False,1
122,3.018632482652841,-2.230780975267937e-05,35.373952505533794,-0.049583060542854274,False,0.07546581206632114,False,1
123,3.054006435149414,-2.310401409096632e-05,35.373952505533794,-0.047310550276960295,False,0.07635016087873546,False,1
124,3.0893803876501096,-2.368907596239367e-05,35.373952505533794,-0.045389007194045906,False,0.07723450969125285,False,1
125,3.1247543401537285,-2.4057149622131562e-05,35.373952505533794,-0.043895037153652554,False,0.07811885850384333,False,1
126,3.160128292658955,-2.4204557399829473e-05,35.373952505533794,-0.04288820002719289,False,0.07900320731647399,False,1
127,3.19550224516441,-2.4129826445676565e-05,35.373952505533794,-0.042408635233787344,False,0.07988755612911036,False,1
128,3.2308761976687044,-2.383370344667777e-05,35.373952505533794,-0.04247546150831817,False,0.08077190494171772,False,1
129,3.266250150170496,-2.3319147165966155e-05,35.373952505533794,-0.04308601469779161,False,0.08165625375426251,False,1
130,3.3016241026685416,-2.259129887983306e-05,35.373952505533794,-0.04421595397272064,False,0.08254060256671365,False,1
131,3.3369980551617484,-2.1657431007761788e-05,35.373952505533794,-0.04582023221917292,False,0.08342495137904384,False,1
132,3.372372007649216,-2.0526874448888496e-05,35.373952505533794,-0.0355838033533235,False,0.08430930019123052,False,1
133,3.4077459601302724,-1.9210925350655083e-05,35.373952505533794,-0.0001796149644182508,False,0.08519364900325693,False,1
134,3.443119912604502,-1.772273224147644e-05,35.373952505533794,-0.0027609246274181935,False,0.08607799781511268,False,1
135,3.4784938650717607,-1.607716465499652e-05,35.373952505533794,-0.005475912242067841,False,0.08696234662679414,False,1
136,3.5138678175321827,-1.4290664558609266e-05,35.373952505533794,-0.008216339818064937,False,0.08784669543830469,False,1
137,3.5492417699861742,-1.2381082070747282e-05,35.373952505533794,-0.01087295515402006,False,0.08873104424965449,False,1
138,3.5846157224343984,-1.0367497108407561e-05,35.373952505533794,-0.01333984737791354,False,0.08961539306086008,False,1
139,3.6199896748777483,-8.270028746917722e-06,35.373952505533794,-0.015518669279402564,False,0.09049974187194383,False,1
140,3.6553636273173113,-6.109634196807846e-06,35.373952505533794,-0.0173225581027506,False,0.09138409068293292,False,1
141,3.6907375797543254,-3.907899406254979e-06,35.373952505533794,-0.01867959849079965,False,0.09226843949385827,False,1
142,3.72611153219013,-1.6868233814701034e-06,35.373952505533794,-0.019535689523367893,False,0.09315278830475339,False,1
143,3.761485484626114,5.314016201272443e-07,35.373952505533794,-0.01985670155020603,False,0.09403713711565298,False,1
144,3.7968594370636572,2.724611827582164e-06,35.373952505533794,-0.01962983683250258,False,0.09492148592659157,False,1
145,3.832233389504079,4.8708934095213364e-06,35.373952505533794,-0.018864139748327305,False,0.09580583473760211,False,1
146,3.8676073419485837,6.948801429870264e-06,35.373952505533794,-0.017590136221895265,False,0.09669018354871473,False,1
147,3.9029812943982116,8.937574118556275e-06,35.373952505533794,-0.0158586167512691,False,0.09757453235995543,False,1
148,3.9383552468538,1.0817340316286151e-05,35.373952505533794,-0.013738611551539806,False,0.09845888117134514,False,1
149,3.9737291993159487,1.2569318020570789e-05,35.373952505533794,-0.011314638537987682,False,0.09934322998289886,False,1
150,4.009103151784995,1.4176002049303192e-05,35.373952505533794,-0.008683333863527388,False,0.10022757879462502,True,1
151,4.044477104261001,1.5621338946746523e-05,35.373952505533794,-0.005949599340302128,False,0.10111192760652518,True,1
152,4.079851056743753,1.6890887384378902e-05,35.373952505533794,-0.003222420335431901,False,0.10199627641859398,True,1
153,4.115225009232768,1.797196245383319e-05,35.373952505533794,-0.0006105208683990782,False,0.10288062523081935,True,1
154,4.150598961727311,1.885376241033054e-05,35.373952505533794,0.001781970872496835,False,0.10376497404318291,True,1
155,4.185972914226429,1.9527476600163917e-05,35.373952505533794,0.00385967379242878,False,0.10464932285566088,True,1
156,4.221346866728987,1.998637349384254e-05,35.373952505533794,0.005539756433237545,False,0.10553367166822482,True,1
157,4.25672081923371,2.0225867945260867e-05,35.373952505533794,0.006755239202332275,False,0.1064180204808429,True,1
158,4.292094771739239,2.0243567005025528e-05,35.373952505533794,0.007457664637636136,False,0.10730236929348114,True,1
159,4.327468724244183,2.003929382998575e-05,35.373952505533794,0.00761902925369292,False,0.10818671810610474,True,1
160,4.3628426767471735,1.9615089450187462e-05,35.373952505533794,0.007232899952261817,False,0.10907106691867949,True,1
161,4.39821662924692,1.8975192375578294e-05,35.373952505533794,0.006314670489647319,False,0.10995541573117315,True,1
162,4.433590581742261,1.812599624624308e-05,35.373952505533794,0.0049009477762123645,False,0.11083976454355669,True,1
163,4.468964534232211,1.7075985949218588e-05,35.373952505533794,0.0030480924743816317,False,0.11172411335580544,True,1
164,4.504338486716,1.5835652840324823e-05,35.373952505533794,0.0008299720769437951,False,0.11260846216790016,True,1
165,4.539712439193102,1.4417389918021362e-05,35.373952505533794,-0.0016649839568793172,False,0.11349281097982772,True,1
166,4.57508639166326,1.2835367996636344e-05,35.373952505533794,-0.004337309604745286,False,0.11437715979158165,True,1
167,4.6104603441264915,1.1105394116287114e-05,35.373952505533794,-0.007080467677788731,False,0.11526150860316245,True,1
168,4.645834296583091,9.244753604152485e-06,35.373952505533794,-0.009785097121961357,False,0.11614585741457745,True,1
169,4.681208249033618,7.272037365179223e-06,35.373952505533794,-0.012343372898209288,False,0.11703020622584062,True,1
170,4.716582201478874,5.206956127924617e-06,35.373952505533794,-0.014653304626549768,False,0.11791455503697203,True,1
171,4.75195615391987,3.0701435014817832e-06,35.373952505533794,-0.016622802620498332,False,0.1187989038479969,True,1
172,4.7873301063577856,8.829498112522922e-07,35.373952505533794,-0.018173349212425825,False,0.1196832526589448,True,1
173,4.822704058793926,-1.3327712264249744e-06,35.373952505533794,-0.019243129005013914,False,0.12056760146984832,True,1
174,4.858078011229666,-3.554880859381645e-06,35.373952505533794,-0.01978949325613941,False,0.12145195028074182,True,1
175,4.893451963666395,-5.761176502740774e-06,35.373952505533794,-0.01979066014959387,False,0.12233629909166006,True,1
176,4.928825916105466,-7.929613579752278e-06,35.373952505533794,-0.019246583167333978,False,0.12322064790263683,True,1
177,4.964199868548135,-1.003852578396486e-05,35.373952505533794,-0.018178952943968457,False,0.12410499671370356,True,1
178,4.9995738209955185,-1.206684156175139e-05,35.373952505533794,-0.016630332529609375,False,0.12498934552488813,True,1
179,5.034947773448541,-1.3994294652346596e-05,35.373952505533794,-0.014662460535368306,False,0.1258736943362137,True,1
180,5.070321725907904,-1.580162658160668e-05,35.373952505533794,-0.012353789809660523,False,0.12675804314769779,True,1
181,5.105695678374058,-1.74707790863043e-05,35.373952505533794,-0.009796359770823151,False,0.12764239195935165,True,1
182,5.14106963084718,-1.8985074546342456e-05,35.373952505533794,-0.007092127085776749,False,0.12852674077117968,True,1
183,5.17644358332717,-2.0329382622037733e-05,35.373952505533794,-0.004348900979573685,False,0.12941108958317943,True,1
184,5.211817535813655,-2.1490271431424137e-05,35.373952505533794,-0.0016760452217519381,False,0.13029543839534155,True,1
185,5.247191488306002,-2.2456141757232952e-05,35.373952505533794,0.0008198818621420485,False,0.13117978720765022,True,1
186,5.282565440803346,-2.3217342942407638e-05,35.373952505533794,0.0030393755345634733,False,0.13206413602008382,True,1
187,5.317939393304621,-2.3766269316307596e-05,35.373952505533794,0.004893951586054112,False,0.1329484848326157,True,1
188,5.353313345808605,-2.4097436188045955e-05,35.373952505533794,0.006309673921300328,False,0.1338328336452153,True,1
189,5.388687298313967,-2.42075346476731e-05,35.373952505533794,0.0072301021580120795,False,0.13471718245784936,True,1
190,5.4240612508193236,-2.4095464627787622e-05,35.373952505533794,0.007618541726873594,False,0.13560153127048327,True,1
191,5.459435203323289,-2.3762345894990368e-05,35.373952505533794,0.007459506768171786,False,0.1364858800830824,True,1
192,5.494809155824534,-2.3211506861547093e-05,35.373952505533794,0.006759337504197743,False,0.13737022889561354,True,1
193,5.530183108321838,-2.2448451329014972e-05,35.373952505533794,0.005545947474568959,False,0.13825457770804614,True,1
194,5.565557060814137,-2.1480803496066707e-05,35.373952505533794,0.0038677107115061564,False,0.13913892652035362,True,1
195,5.600931013300567,-2.0318231780035646e-05,35.373952505533794,0.0017915332197556318,False,0.14002327533251438,True,1
196,5.618618042328958,-1.9645289988173393e-05,17.687029041192382,-0.05944327631135603,False,0.14046545105822414,True,1
197,5.636305071353913,-1.8887417809328385e-05,17.687029041192382,-0.06205445871498327,False,0.14090762678384802,True,1
198,5.653992100375384,-1.8052187651802404e-05,17.687029041192382,-0.014781376111647778,False,0.1413498025093848,True,1
199,5.671679129393462,-1.7147944859245983e-05,17.687029041192382,-0.017515314905064583,False,0.14179197823483675,True,1
200,5.689366158408372,-1.618372432673973e-05,17.687029041192382,-0.0201472815776796,False,0.1422341539602095,True,1
201,5.707053187420466,-1.5169160227118674e-05,17.687029041192382,-0.022572347918143214,False,0.14267632968551186,True,1
202,5.724740216430208,-1.4114389749493402e-05,17.687029041192382,-0.024693834178244126,False,0.1431185054107554,True,1
203,5.742427245438155,-1.302995181180528e-05,17.687029041192382,-0.026427163389260717,False,0.14356068113595408,True,1
204,5.7601142744449385,-1.1926681759451987e-05,17.687029041192382,-0.02770323317895814,False,0.14400285686112366,True,1
205,5.777801303451232,-1.0815603102085844e-05,17.687029041192382,-0.02847117066518716,False,0.14444503258628102,True,1
206,5.795488332457733,-9.707817370362256e-06,17.687029041192382,-0.028700360597143766,False,0.14488720831144353,True,1
207,5.813175361465127,-8.614393193117321e-06,17.687029041192382,-0.028381665888938652,False,0.1453293840366284,True,1
208,5.830862390474067,-7.546255703276906e-06,17.687029041192382,-0.02752779188641567,False,0.14577155976185188,True,1
209,5.848549419485142,-6.514077377555519e-06,17.687029041192382,-0.026172779845185692,False,0.14621373548712877,True,1
210,5.8662364484988565,-5.5281714005822465e-06,17.687029041192382,-0.02437064981321461,False,0.14665591121247162,True,1
211,5.88392347751561,-4.598388618971961e-06,17.687029041192382,-0.022193247022122227,False,0.14709808693789048,True,1
212,5.901610506535682,-3.7340191149487513e-06,17.687029041192382,-0.019727377644461988,False,0.14754026266339226,True,1
213,5.919297535559217,-2.9436993828726887e-06,17.687029041192382,-0.017071348105714142,False,0.14798243838898062,True,1
214,5.936984564586224,-2.235326036269003e-06,17.687029041192382,-0.014331045917349329,False,0.1484246141146558,True,1
215,5.954671593616572,-1.6159769074826881e-06,17.687029041192382,-0.01161571827585192,False,0.14886678984041452,True,1
216,5.972358622649998,-1.0918403282874375e-06,17.687029041192382,-0.00903361672196586,False,0.14930896556625017,True,1
217,5.990045651686116,-6.681532981369219e-07,17.687029041192382,-0.0066876814932019584,False,0.1497511412921531,True,1
218,6.007732680724431,-3.4914915780074274e-07,17.687029041192382,-0.004671437621617123,False,0.150193317018111,True,1
219,6.025419709764363,-1.380152912121757e-07,17.687029041192382,-0.003065266385871045,False,0.15063549274410928,True,1
220,6.043106738805267,-3.686127818486116e-08,17.687029041192382,-0.001933200763286136,False,0.15107766847013188,True,1
221,6.060793767846456,-4.669781618129101e-08,17.687029041192382,-0.0013203726372234435,False,0.15151984419616163,True,1
222,6.078480796887236,-1.6742662176261948e-07,17.687029041192382,-0.0012512135312211944,False,0.1519620199221811,True,1
223,6.096167825926927,-3.9784141261241065e-07,17.687029041192382,-0.0017284806013121241,False,0.1524041956481734,True,1
224,6.1138548549648934,-7.356399602924825e-07,17.687029041192382,-0.0027331467168720956,False,0.15284637137412255,True,1
225,6.131541884000568,-1.1774470933587722e-06,17.687029041192382,-0.004225159012296265,False,0.1532885471000144,True,1
226,6.1492289130334745,-1.7188484209717309e-06,17.687029041192382,-0.006145035668272269,False,0.15373072282583708,True,1
227,6.166915942063247,-2.3544344400222857e-06,17.687029041192382,-0.008416237264282353,False,0.1541728985515814,True,1
228,6.184602971089645,-3.0778545850820137e-06,17.687029041192382,-0.010948218163633078,False,0.15461507427724136,True,1
229,6.202290000112563,-3.881880681180208e-06,17.687029041192382,-0.013640036282257541,False,0.15505725000281428,True,1
230,6.219977029132033,-4.7584791653357545e-06,17.687029041192382,-0.016384377331093207,False,0.15549942572830106,True,1
231,6.2376640581482246,-5.698891355247753e-06,17.687029041192382,-0.019071833097931198,False,0.15594160145370584,True,1
232,6.255351087161439,-6.693720963172491e-06,17.687029041192382,-0.021595263207715255,False,0.1563837771790362,True,1
233,6.2730381161720965,-7.733027980524182e-06,17.687029041192382,-0.023854066470977053,False,0.15682595290430262,True,1
234,6.290725145180717,-8.806427995138025e-06,17.687029041192382,-0.025758191535820908,False,0.15726812862951817,True,1
235,6.308412174187905,-9.903195948890218e-06,17.687029041192382,-0.027231726951108107,False,0.15771030435469785,True,1
236,6.326099203194318,-1.1012373298951711e-05,17.687029041192382,-0.02821592751630333,False,0.1581524800798582,True,1
237,6.343786232200649,-1.212287751189488e-05,17.687029041192382,-0.028671556267285344,False,0.15859465580501644,True,1
238,6.361473261207589,-1.3223612796724783e-05,17.687029041192382,-0.028580448730129018,False,0.15903683153018996,True,1
239,6.37916029021581,-1.4303580970347133e-05,17.687029041192382,-0.027946237081362638,False,0.1594790072553955,True,1
240,6.39684731922593,-1.535199134776764e-05,17.687029041192382,-0.026794205344429972,False,0.15992118298064847,True,1
241,6.414534348238492,-1.635836855906497e-05,17.687029041192382,-0.02517028139546468,False,0.16036335870596252,True,1
242,6.43222137725394,-1.7312657215805774e-05,17.687029041192382,-0.023139205963654808,False,0.16080553443134873,True,1
243,6.449908406272606,-1.820532238117716e-05,17.687029041192382,-0.020781951622696804,False,0.16124771015681538,True,1
244,6.467595435294692,-1.9027444839922147e-05,17.687029041192382,-0.01819249466972158,False,0.16168988588236752,True,1
245,6.485282464320263,-1.9770810216176823e-05,17.687029041192382,-0.015474068586763765,False,0.1621320616080068,True,1
246,6.502969493349246,-2.0427991048817443e-05,17.687029041192382,-0.012735048447715062,False,0.1625742373337314,True,1
247,6.520656522381432,-2.099242100418523e-05,17.687029041192382,-0.010084630345882487,False,0.16301641305953604,True,1
248,6.538343551416484,-2.1458460484728484e-05,17.687029041192382,-0.007628478090470887,False,0.16345858878541233,True,1
249,6.556030580453951,-2.1821452977999646e-05,17.687029041192382,-0.00546451072384185,False,0.16390076451134902,True,1
250,6.573717609493286,-2.2077771582972464e-05,17.687029041192382,-0.003678998798220013,False,0.1643429402373324,True,1
251,6.591404638533867,-2.222485524887416e-05,17.687029041192382,-0.002343125041126168,False,0.1647851159633469,True,1
