episode_idx,reward,actor_loss,critic_loss,wall_time
0,-193.25198903221957,-0.010427345521748066,7.388967037200928,1.0357443999964744
1,-110.19259072760605,0.13667690753936768,2.289055585861206,1.6308899000287056
2,-215.85406027522222,0.08588443696498871,7.1723198890686035,2.0252695000963286
3,-78.8998125891471,0.1672964096069336,2.6424694061279297,2.37056740000844
4,-199.47899241223536,0.12455721199512482,5.346006393432617,2.8010202000150457
5,-68.31420212590021,0.22606916725635529,2.208832263946533,3.1951704000821337
6,-387.8658944611361,0.09077339619398117,7.348394870758057,3.805773100000806
7,-344.52177022526934,0.1472536325454712,9.097375869750977,4.424284300068393
8,-109.92391981318204,0.23019260168075562,3.207930326461792,5.489884400041774
9,-154.71244653030837,0.09541802108287811,6.2104034423828125,6.308888100087643
10,-140.9561584686419,0.14908894896507263,5.105879306793213,7.148256300017238
11,-49.367260679003515,0.06809886544942856,1.6618762016296387,8.071626299992204
12,-160.422574719812,0.1614188849925995,4.429257392883301,9.233022800064646
13,-43.75415213805652,0.08310266584157944,1.7236896753311157,10.230398599989712
14,-96.958050499736,0.07890653610229492,2.409856081008911,11.455034799990244
15,-139.76210489713924,0.09231910109519958,4.640893459320068,12.379114000010304
16,-368.0738368864245,0.1595326066017151,9.641487121582031,13.67593890009448
17,-469.27919135762824,0.14313949644565582,11.098671913146973,14.996674800058827
18,-621.0717621187924,0.15373751521110535,12.211825370788574,16.629683600040153
19,-51.573870574349115,0.14260761439800262,2.6852200031280518,17.58061030006502
20,-28.916209521108158,0.10321173071861267,2.373382091522217,18.64378340006806
21,-714.8305492965546,0.11522454023361206,13.812281608581543,20.543315200018696
22,-256.5907987938997,0.1733866035938263,9.044633865356445,21.488234500051476
23,-318.03420528757994,0.17780597507953644,7.840104579925537,22.60516490007285
24,-186.73587359899742,0.11256560683250427,7.267629623413086,22.963747500092722
25,-202.43289172958538,0.1315281242132187,8.168282508850098,23.328388300025836
26,-197.62855117245996,0.12949708104133606,8.255502700805664,23.669107099995017
27,-416.0804253258725,0.11853621155023575,9.549407005310059,24.252194000058807
28,-98.27714220499107,0.21172119677066803,2.393111228942871,24.74681809998583
29,-122.37962318123056,0.07573788613080978,3.9837560653686523,25.11488210002426
30,-167.64834134128347,0.15700480341911316,4.644289970397949,25.566245900001377
31,-246.8662501248614,0.16001421213150024,6.77658748626709,26.042767200036906
32,-118.73567577681061,0.09540753066539764,4.247735500335693,26.378265700070187
33,-242.2190301158185,0.1317257434129715,7.642345428466797,26.775807700003497
34,-115.11198959588526,0.10466344654560089,2.7678604125976562,27.23483520001173
35,-376.82323087593636,0.11939045786857605,11.349279403686523,27.822202200070024
36,-54.423010081393905,0.18787045776844025,1.3757853507995605,28.34038180008065
37,-92.41307172109168,0.23573268949985504,2.8329825401306152,28.804095500032417
38,-256.92440485241906,0.10632561147212982,7.5954484939575195,29.267144600045867
39,-214.5590781400972,0.11745715141296387,5.729429244995117,29.729855000041425
40,-172.97392025954838,0.07239244133234024,7.122733116149902,30.04862720007077
41,-124.74198649714653,0.03819967433810234,4.748629093170166,30.381068899994716
42,-354.8565817381766,0.15322256088256836,10.187750816345215,30.97959590004757
43,-227.32626825269531,0.08809256553649902,6.176763534545898,31.47921830008272
44,-363.5532240489356,0.13678288459777832,10.443944931030273,31.91779300000053
