step,s_now,dist_to_turn,turn_angle,corner_phase,corner_mode,omega_ratio_cmd,v_ratio_cmd,v_ratio_cap_brake,v_ratio_cap_ang,v_ratio_cap,v_ratio_exec,speed_util,e_n,omega_exec,dkappa_exec,stall_triggered,progress
11,3.499981051526509,6.500018948473491,1.5707963267948966,0,0,0.0,0.03599977261831811,0.2619587245796116,1.0,0.03999974735368679,0.03599977261831811,0.8999999774998585,0.0,0.0,0.0,0,0.11666603505088341
12,3.766646626429156,6.233353373570845,1.5707963267948966,0,0,0.0,0.03359979844290213,0.25499489430485667,1.0,0.02666655749026468,0.02666655749026468,0.9999999624998479,0.0,0.0,0.0,0,0.1255548875476383
13,4.033312201331802,5.966687798668198,1.5707963267948966,1,0,0.0,0.03167981910256935,0.24971131406590003,1.0,0.02666655749026468,0.02666655749026468,0.9999999624998479,0.0,0.0,0.0,0,0.13444374004439316
14,4.299977776234449,5.700022223765551,1.5707963267948966,1,0,0.0,0.030143835630303123,0.24431349660526755,1.0,0.02666655749026468,0.02666655749026468,0.9999999624998479,0.0,0.0,0.0,0,0.14333259254114805
15,4.566643351137096,5.433356648862904,1.5707963267948966,1,0,0.0,0.02891504885249014,0.23879369521506555,1.0,0.02666655749026468,0.02666655749026468,0.9999999624998479,0.0,0.0,0.0,0,0.1522214450379029
16,4.833308926039743,5.166691073960257,1.5707963267948966,1,0,0.0,0.027932019430239756,0.2331432459357104,1.0,0.02666655749026468,0.02666655749026468,0.9999999624998479,0.0,0.0,0.0,0,0.1611102975346578
17,5.09997450094239,4.90002549905761,1.5707963267948966,1,0,0.0,0.02714559589243945,0.2273524078966675,1.0,0.02666655749026468,0.02666655749026468,0.9999999624998479,0.0,0.0,0.0,0,0.1699991500314127
18,5.365139071564382,4.634860928435618,1.5707963267948966,1,0,0.0,0.026516457062199204,0.2214101660434457,1.0,0.02666655749026468,0.026516457062199204,0.9943711736135628,0.0,0.0,0.0,0,0.17883796905214572
19,5.6252705315444524,4.3747294684555476,1.5707963267948966,1,0,0.0,0.026013145998007005,0.21533883978782437,1.0,0.02666655749026468,0.026013145998007005,0.9754969321408228,0.0,0.0,0.0,0,0.18750901771814807
20,5.881375503010985,4.118624496989015,1.5707963267948966,1,0,0.0,0.025610497146653248,0.2092116185142823,1.0,0.02666655749026468,0.025610497146653248,0.9603975389626309,0.0,0.0,0.0,0,0.1960458501003658
21,6.134259283666688,3.8657407163333124,1.5707963267948966,1,0,0.0,0.025288378065570244,0.2029986492730931,1.0,0.02666655749026468,0.025288378065570244,0.9483180244200774,0.0,0.0,0.0,0,0.20447530945555586
22,6.384566111673726,3.615433888326274,1.5707963267948966,1,0,0.0,0.025030682800703842,0.19667133446474408,1.0,0.02666655749026468,0.025030682800703842,0.9386544127860348,0.0,0.0,0.0,0,0.21281887038912378
23,6.632811377561833,3.3671886224381673,1.5707963267948966,1,0,0.0,0.024824526588810715,0.19020132891247854,1.0,0.02666655749026468,0.024824526588810715,0.9309235234788004,0.0,0.0,0.0,0,0.221093712585394
24,6.879407393754795,3.1205926062452054,1.5707963267948966,1,0,0.0,0.024659601619296215,0.18355950768399817,1.0,0.02666655749026468,0.024659601619296215,0.9247388120330129,0.0,0.0,0.0,0,0.22931357979182604
25,7.012740484146438,2.9872595158535624,1.5707963267948966,1,0,0.0,0.023727681295436974,0.17671483440634564,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.0,0.0,0.0,0,0.23375801613821415
26,7.1444243248429355,2.8555756751570645,1.5707963267948966,1,0,0.0,0.022982145036349582,0.17290113300769816,1.0,0.01333330903916432,0.013168384069649817,0.9876305306761742,0.0,0.0,0.0,0,0.23814747749476406
27,7.2777574152345785,2.7222425847654215,1.5707963267948966,1,0,0.0,0.022385716029079666,0.16905018008976136,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.0,0.0,0.0,0,0.24259191384115217
28,7.401126079215193,2.598873920784807,1.5707963267948966,1,0,0.0,0.021908572823263733,0.16505948165574835,1.0,0.01333330903916432,0.012336866398061428,0.925266596353343,0.0,0.0,0.0,0,0.24670420264050597
29,7.534459169606836,2.465540830393164,1.5707963267948966,1,0,0.0,0.021526858258610986,0.1612790930178434,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.0,0.0,0.0,0,0.25114863898689405
30,7.667792259998479,2.332207740001521,1.5707963267948966,1,0,0.0,0.02122148660688879,0.15709110395162976,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.0,0.0,0.0,0,0.2555930753332821
31,7.801125350390122,2.198874649609878,1.5707963267948966,1,0,0.0,0.020977189285511032,0.15278836355176173,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.0,0.0,0.0,0,0.26003751167967026
32,7.934458374115225,2.0655416258847747,1.5707963267948966,1,0,1.0,0.020781751428408827,0.14836088815084955,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.00013333306816946258,0.1,0.007499451205629711,0,0.2644819458038403
33,8.067790397843568,1.9322096021564317,1.5707963267948966,1,0,1.0,0.02062540114272706,0.1437971588580868,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.0006666640075175424,0.30000000000000004,0.014998902411259424,0,0.2689263465947851
34,8.201116821636248,1.7988831783637522,1.5707963267948966,1,0,1.0,0.02050032091418165,0.13908379725321862,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.0019999726893633533,0.6000000000000001,0.022498353616889136,0,0.27337056072120774
35,8.334423246298687,1.6655767537013126,1.5707963267948966,1,0,1.0,0.02040025673134532,0.13420521010917436,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.004666456723297878,1.0,0.029997804822518834,0,0.2778141082099557
36,8.467674678508915,1.5323253214910846,1.5707963267948966,1,0,1.0,0.020320205385076257,0.12914323123502539,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.009332162169319463,1.5,0.03749725602814856,0,0.2822558226169633
37,8.600798757245103,1.3992012427548968,1.5707963267948966,1,0,1.0,0.020256164308061007,0.12387679303130571,1.0,0.01333330903916432,0.01333330903916432,0.999999924999869,0.01679491327246184,2.1,0.04499670723377827,0,0.28669329190816956
38,8.700446164642718,1.2995538353572815,1.5707963267948966,1,0,1.0,0.020204931446448807,0.1183816669267631,0.01,0.01,0.01,0.99999990000001,0.02518503835697592,2.8000000000000003,0.12248352748149613,0,0.29001487215475674
39,8.799727028228105,1.200272971771895,1.5707963267948966,1,0,1.0,0.020163945157159045,0.1140953329035983,0.01,0.01,0.01,0.99999990000001,0.03715625908586786,3.6000000000000005,0.07999200079992003,0,0.2933242342742696
40,8.89836886376274,1.1016311362372608,1.5707963267948966,1,0,1.0,0.02013115612572724,0.10965827079855425,0.01,0.01,0.01,0.99999990000001,0.05358149218491596,4.500000000000001,0.08999100089991008,0,0.2966122954587574
41,8.9959586086958,1.0040413913042006,1.5707963267948966,1,0,1.0,0.020104924900581793,0.10506435170495611,0.01,0.01,0.01,0.99999990000001,0.0754044544930029,5.500000000000001,0.09999000099989996,0,0.2998652869565261
42,9.091985507418498,0.9080144925815024,1.5707963267948966,1,1,0.6,0.020083939920465435,0.10031261411134748,0.01,0.01,0.01,0.99999990000001,0.10331206495503643,6.283185307179586,0.07831069964799375,0,0.303066183580616
43,9.186070585632093,0.813929414367907,1.5707963267948966,1,1,0.6,0.02006715193637235,0.09540624488273883,0.01,0.01,0.01,0.99999990000001,0.13719418498229735,6.283185307179586,0.0,0,0.3062023528544025
44,9.277842532516258,0.7221574674837417,1.5707963267948966,1,1,0.6,0.020053721549097882,0.09034102490280468,0.01,0.01,0.01,0.99999990000001,0.1769170973263063,6.283185307179586,0.0,0,0.30926141775054133
45,9.366939166123258,0.6330608338767423,1.5707963267948966,1,1,0.6,0.020042977239278306,0.08511040660017741,0.01,0.01,0.01,0.99999990000001,0.2223240337997139,6.283185307179586,0.0,0,0.31223130553744133
46,9.453008862744625,0.5469911372553753,1.5707963267948966,1,1,0.6,0.020034381791422647,0.07970454802316823,0.01,0.01,0.01,0.99999990000001,0.2732357939687156,6.283185307179586,0.0,0,0.3151002954248202
47,9.535711944609297,0.4642880553907034,1.5707963267948966,1,1,0.6,0.020027505433138117,0.0741088254485514,0.01,0.01,0.01,0.99999990000001,0.32945145237529516,6.283185307179586,0.0,0,0.3178570648203093
48,10.390749151498213,9.609250848501759,1.5707963267948966,0,1,0.6,0.020022004346510493,0.06830144354782805,0.01,0.01,0.01,0.99999990000001,0.3852779795633996,6.283185307179586,0.0,0,0.34635830504993975
49,10.450273194740777,9.549726805259194,1.5707963267948966,0,0,-0.7212358984905053,0.009000000000000001,0.3100237331589756,0.01,0.01,0.009000000000000001,0.8999999100000091,0.3177732517581777,6.283185307179586,0.06979843407926267,0,0.34834243982469193
50,10.513918437810553,9.486081562189419,1.5707963267948966,0,0,-0.5077656550342342,0.009000000000000001,0.3090622505085376,0.01,0.01,0.009000000000000001,0.8999999100000091,0.25413927471297626,6.283185307179586,0.0,0,0.35046394792701774
51,10.581433702009889,9.418566297990083,1.5707963267948966,0,0,-0.3097784146180447,0.009000000000000001,0.30803087874222007,0.01,0.01,0.009000000000000001,0.8999999100000091,0.19462718266359502,6.283185307179586,0.0,0,0.3527144567336623
52,10.65249734454554,9.34750265545443,1.5707963267948966,0,0,-0.1282787141851357,0.009000000000000001,0.30693300509510363,0.01,0.01,0.009000000000000001,0.8999999100000091,0.13940075140495978,6.183185307179587,0.01110987668036889,0,0.35508324481818404
53,10.734984911716989,9.265015088282983,1.5707963267948966,0,0,0.03697834308478887,0.011200000000000002,0.30577317277902977,0.01,0.01,0.01,0.99999990000001,0.08286933304193056,5.983185307179586,0.08868555769886377,0,0.3578328303905656
54,10.82055035917939,9.179449640820582,1.5707963267948966,0,0,0.20925534877228946,0.012960000000000001,0.3044213486594525,0.01,0.01,0.01,0.99999990000001,0.031114582529932377,5.683185307179587,0.02999700029996999,0,0.36068501197264563
55,10.90872944662986,9.091270553370112,1.5707963267948966,0,0,0.365125683055666,0.014368000000000002,0.30301271102878824,0.01,0.01,0.01,0.99999990000001,-0.01604947726565875,5.283185307179586,0.039996000399959986,0,0.3636243148876613
56,10.999062765706375,9.000937234293596,1.5707963267948966,0,0,0.5062332544734144,0.015494400000000002,0.30155416125550516,0.01,0.01,0.01,0.99999990000001,-0.05894343330401419,4.783185307179586,0.04999500049995004,0,0.36663542552354517
57,11.091110869386625,8.908889130613346,1.5707963267948966,0,0,0.6,0.016395520000000004,0.30005262701690527,0.01,0.01,0.01,0.99999990000001,-0.09802215652867474,4.183185307179587,0.05999400059993998,0,0.36970369564622013
58,11.184464048781354,8.815535951218617,1.5707963267948966,0,0,0.6,0.017116416000000002,0.29851482030703863,0.01,0.01,0.01,0.99999990000001,-0.13387161812708293,3.4831853071795864,0.06999300069993003,0,0.3728154682927111
59,11.278811892960164,8.721188107039808,1.5707963267948966,0,0,0.6,0.017693132800000004,0.2969470763435738,0.01,0.01,0.01,0.99999990000001,-0.1670150080987014,2.8831853071795863,0.059994000599940034,0,0.37596039643200474
60,11.373922739271013,8.626077260728959,1.5707963267948966,0,0,0.6,0.018154506240000003,0.2953541733363661,0.01,0.01,0.01,0.99999990000001,-0.19790071537624776,2.3831853071795863,0.04999500049994998,0,0.37913075797569973
61,11.469627363191538,8.530372636808433,1.5707963267948966,0,0,0.6,0.018523604992000002,0.2937396453393714,0.01,0.01,0.01,0.99999990000001,-0.2268942484522718,1.9831853071795864,0.039996000399959986,0,0.38232091210638386
62,11.565806422178227,8.434193577821745,1.5707963267948966,0,0,0.6,0.018818883993600002,0.2921060304151464,0.01,0.01,0.01,0.99999990000001,-0.25427286442231356,1.6831853071795864,0.029997000299970017,0,0.3855268807392735
63,11.662380963159451,8.33761903684052,1.5707963267948966,0,0,0.6,0.019055107194880003,0.2904550609216984,0.01,0.01,0.01,0.99999990000001,-0.2802220076502877,1.4831853071795864,0.019998000199979993,0,0.38874603210531433
64,11.75930517925133,8.240694820748642,1.5707963267948966,0,0,0.6,0.019244085755904004,0.28878780619204697,0.01,0.01,0.01,0.99999990000001,-0.30483290635339344,1.3831853071795863,0.009999000099990024,0,0.3919768393083769
65,11.846834992398868,8.153165007601103,1.5707963267948966,0,0,0.85,0.009000000000000001,0.28710478025330144,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.3257740574764121,1.3831853071795863,0.015365481640699202,0,0.3948944997466282
66,11.934665762838623,8.065334237161348,1.5707963267948966,0,0,0.85,0.009000000000000001,0.28557635881287713,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.34541472355368974,1.4831853071795864,0.011109876680368863,0,0.39782219209462
67,12.022814665044153,7.977185334955818,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2840344151831316,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.36357432266709466,1.6831853071795864,0.0222197533607377,0,0.40076048883480436
68,12.111306348125291,7.88869365187468,1.5707963267948966,0,0,0.85,0.009000000000000001,0.28247842393069295,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.37998230930371335,1.9831853071795864,0.033329630041106534,0,0.4037102116041756
69,12.200163898363398,7.799836101636574,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2809077128801502,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.394276915478148,2.3831853071795863,0.0444395067214754,0,0.4066721299454458
70,12.289396601483421,7.71060339851655,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2793216204542281,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.40600400778161294,2.8831853071795863,0.05554938340184423,0,0.40964655338277994
71,12.378983572694414,7.621016427305557,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2777197159403264,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.41461647486372577,3.4831853071795864,0.06665926008221307,0,0.4126327857564797
72,12.468852341430779,7.531147658569193,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2761021023278629,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.41947491142395776,4.183185307179587,0.07776913676258196,0,0.4156284113810252
73,12.558851556291403,7.441148443708569,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2744698220615556,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.4198508428955421,4.983185307179586,0.08887901344295074,0,0.41862838520971263
74,12.648726821239917,7.351273178760055,1.5707963267948966,0,0,0.85,0.009000000000000001,0.27282538568449927,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.415114098186951,5.683185307179587,0.0777691367625819,0,0.4216242273746631
75,12.738127315221977,7.261872684777995,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2711732627388081,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.40474338578308355,6.283185307179586,0.06665926008221312,0,0.42460424384073175
76,12.826700215331034,7.173299784668938,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2695198202073273,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.38877963414786976,6.283185307179586,0.0,0,0.42755667384436696
77,12.91409596479547,7.085904035204502,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2678716194065722,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.36728584491587135,6.283185307179586,0.0,0,0.4304698654931815
78,12.999969652519466,7.0000303474805055,1.5707963267948966,0,0,0.85,0.009000000000000001,0.26623532257920834,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.3403468442536077,6.283185307179586,0.0,0,0.43333232175064806
79,13.083982374289533,6.916017625710438,1.5707963267948966,0,0,0.85,0.009000000000000001,0.26461766779944074,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.3080689480894332,6.283185307179586,0.0,0,0.4361327458096503
80,13.165802570274607,6.834197429725364,1.5707963267948966,0,0,0.85,0.009000000000000001,0.2630254415335415,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.27057954253313987,6.283185307179586,0.0,0,0.4388600856758194
81,13.245107333541224,6.754892666458748,1.5707963267948966,0,0,0.6956368214279314,0.009000000000000001,0.2614654488341887,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.22802658114117946,6.283185307179586,0.0,0,0.4415035777847066
82,13.321631094753723,6.6783689052462485,1.5707963267948966,0,0,0.4688763080954735,0.009000000000000001,0.2599444811904988,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.1806545010739864,6.183185307179587,0.01110987668036889,0,0.44405436982512325
83,13.395185256465274,6.604814743534698,1.5707963267948966,0,0,0.22373932006208475,0.009000000000000001,0.25846836496807996,0.01,0.01,0.009000000000000001,0.8999999100000091,-0.12879136103300048,5.983185307179586,0.02221975336073767,0,0.4465061752155083
84,13.473506941932774,6.526493058067198,1.5707963267948966,0,0,-0.037561907866475175,0.011200000000000002,0.2570415415300746,0.01,0.01,0.01,0.99999990000001,-0.0666164980614603,5.683185307179587,0.09646280463809609,0,0.44911689806442495
85,13.548436061553423,6.451563938446549,1.5707963267948966,0,0,-0.337410027517252,0.012960000000000001,0.2555134775652394,0.01,0.01,0.01,0.99999990000001,-0.0003924311909138112,5.283185307179586,0.039996000399959986,0,0.4516145353851132
86,13.620113070751149,6.379886929248823,1.5707963267948966,0,0,-0.6,0.014368000000000002,0.2540430003390678,0.01,0.01,0.01,0.99999990000001,0.06933852572543131,4.783185307179586,0.04999500049995004,0,0.4540037690250374
87,13.688811250672527,6.311188749327444,1.5707963267948966,0,0,-0.6,0.015494400000000002,0.2526283355629339,0.01,0.01,0.01,0.99999990000001,0.14200598801420128,4.183185307179587,0.05999400059993998,0,0.45629370835575006
88,13.754937129920279,6.245062870079693,1.5707963267948966,0,0,-0.6,0.016395520000000004,0.25126498787153884,0.01,0.01,0.01,0.99999990000001,0.2170217736443707,3.4831853071795864,0.06999300069993003,0,0.4584979043306751
89,13.819026635961025,6.180973364038946,1.5707963267948966,0,0,-0.6,0.017116416000000002,0.24994566477057975,0.01,0.01,0.01,0.99999990000001,0.2937846241350428,2.6831853071795866,0.07999200079991997,0,0.46063422119869996
90,13.88173720151142,6.118262798488551,1.5707963267948966,0,0,-0.6,0.017693132800000004,0.24866029091352637,0.01,0.01,0.01,0.99999990000001,0.37167804470667676,1.7831853071795867,0.08999100089991002,0,0.46272457338371314
91,13.937625940344711,6.06237405965526,1.5707963267948966,0,0,-0.85,0.009000000000000001,0.24739610874404555,0.01,0.01,0.009000000000000001,0.8999999100000091,0.442221994635954,0.7831853071795867,0.09128977884147386,0,0.46458753134482283
92,13.993667497343964,6.006332502656008,1.5707963267948966,0,0,-0.85,0.009000000000000001,0.2462639787572732,0.01,0.01,0.009000000000000001,0.8999999100000091,0.5126446038541559,-0.21681469282041332,0.06292307680915157,0,0.4664555832447979
93,14.050561797041372,5.9494382029586,1.5707963267948966,1,0,-0.85,0.009000000000000001,0.24512350287838613,0.01,0.01,0.009000000000000001,0.8999999100000091,0.5823800945453481,-1.2168146928204133,0.11109876680368848,0,0.4683520599013782
94,14.108987897611435,5.891012102388537,1.5707963267948966,1,0,-0.85,0.009000000000000001,0.24396021943422685,0.01,0.01,0.009000000000000001,0.8999999100000091,0.6508373130995437,-2.2168146928204133,0.11109876680368846,0,0.47029959658704695
95,14.169585533517415,5.830414466482557,1.5707963267948966,1,0,-0.85,0.009000000000000001,0.24275981475667563,0.01,0.01,0.009000000000000001,0.8999999100000091,0.7173799800329199,-3.2168146928204133,0.11109876680368846,0,0.47231951778391296
96,14.232934450936948,5.767065549063023,1.5707963267948966,1,0,-0.85,0.009000000000000001,0.24150849115845943,0.01,0.01,0.009000000000000001,0.8999999100000091,0.7813089614245641,-4.216814692820414,0.11109876680368852,0,0.47443114836456407
