episode_idx,rmse_error,mean_jerk,roughness_proxy,mean_velocity,max_error,mean_kcm_intervention,steps,progress
0,0.04498292934110047,2.25,15.000000000000002,0.1693181818181818,0.1528231808719365,1.781525955630923,110,0.25620760126063447
1,0.11349606248494382,2.361111111111111,5.0,0.3909722222222222,0.15444610972814596,1.5081102160447175,36,0.7724656334355633
2,0.08041051143941182,2.3550724637681157,15.851948261261008,0.3489758133888244,0.15047546088193084,1.6697785001906795,69,0.6652846501304351
3,0.08852109167687869,2.4324324324324325,5.0,0.29054054054054057,0.1536201340809627,1.3700584518426182,37,0.08204839222172984
4,0.07550292408463356,2.2034020469738897,37.52198815345763,0.24073837988651386,0.15392343284499554,1.9088954926242045,130,0.7761238355556349
5,0.08454400127043425,2.4220223293126186,10.0,0.3441975791877675,0.15610047548558828,1.5490320468620546,107,0.7485265498959068
6,0.07229501439255626,2.429327061947655,9.61151957511898,0.28775644530268235,0.1503463281233131,1.3835219582334561,68,0.30940215238916463
7,0.07523092687397927,2.5,0.0,0.4465,0.15238278620460455,1.7742945189356805,50,0.38766046436311974
8,0.04249204765674436,2.02519953250885,89.95234489440924,0.18762581185215985,0.15150422541693043,1.9509347225448872,252,0.292031361660617
9,0.10140424866060108,2.418032786885246,10.0,0.5410267177175302,0.15493976327717218,1.0625456037286862,61,0.7123600730775108
10,0.08511388786900359,2.5,8.881784197001252e-15,0.5666666666666667,0.15008982832231324,1.356920990830376,21,0.5484643434008273
11,0.08256573608581205,2.4419521217076263,24.612300395966372,0.47867985440874616,0.15247663315834664,1.8172554087640906,212,0.6005410553231391
12,0.08048857738717663,2.1295740552570517,9.079186916351242,0.514267390577689,0.15555873516544053,1.279332106191179,46,0.8598782020981943
13,0.0646861738512852,2.38690473367007,40.87136507040505,0.4402650357984712,0.1503604318351271,1.9882543672761166,229,0.6015940598656584
14,0.06037543717422461,2.3617593307941283,28.806428909301758,0.4795827221452144,0.15618354986246627,1.9640302711812403,171,0.7675164410788516
15,0.054985046091029006,2.486327511292935,1.6299152374246972,0.3810771297525471,0.15034465718129822,2.30773458454896,108,0.2793921280433799
16,0.08813000482044117,2.0161290322580645,5.0,0.5943548387096774,0.1511383870418483,1.0852515480306841,31,0.415196504929878
17,0.07599260977470317,2.3963062493664142,53.38956713676562,0.48267319274555864,0.151101262486796,1.7919902525408358,314,0.6392297566934624
18,0.0819859478311876,2.4283851437198307,9.752660393714853,0.49425077528050965,0.15114128876344635,1.9020097003182739,103,0.2904846262933768
19,0.06757029926499743,2.405498862266541,4.7250568866729425,0.44834280252456693,0.1561398350057969,1.8420817877769469,25,0.5470676098676649
20,0.07617214858826098,2.3869919776916513,37.91458606719938,0.5021649377807128,0.15035521806499377,1.6334677208886066,212,0.9506270315551602
21,0.0799215426622018,2.345729774984136,66.17252826690537,0.5069536622697516,0.15071660144579474,1.6866897355669062,311,0.9573979692010898
22,0.09344425008863658,2.3304813514336065,78.0823337764368,0.46024771511538437,0.1508507137671506,1.4653402804489655,427,0.9942436203054359
23,0.08420957493458583,2.305467096708175,37.36624002455891,0.3588128622180708,0.1502024825903796,2.013342372239977,186,0.5715630019188598
24,0.0725063288654432,2.452746860005639,2.0791381597518965,0.5367249566045674,0.16011973463688964,1.175091516389088,22,0.6726045469357516
25,0.06973277302271233,2.4613790763051884,1.4675951004028498,0.5586086599450362,0.15034308749410877,2.5373874557331995,19,0.6346203117458299
26,0.053973398228093064,2.3697890849674383,64.44139957428212,0.42598721385002564,0.15864192538748326,1.7518557956466572,340,0.0007009171416617476
27,0.0510940610292265,2.3984179128870435,73.0018985271457,0.42380295040076993,0.15204358239056429,1.8136772103811198,418,0.12299886400138066
28,0.06529384872444931,2.391304347826087,2.5000000000000067,0.39565217391304347,0.16541785449473778,2.082396466926388,23,0.7670661170763204
29,0.04408612487507647,1.6764705585983561,14.79412078857424,0.21761929853907166,0.15583779098911163,2.192489963415659,53,0.27441430890426316
30,0.056536374508167654,2.4007936507936507,65.0,0.3938952189273953,0.1677131671930667,1.8094079207639566,378,0.8965076668636967
31,0.06913813679041804,2.4264770534239313,28.0853259592308,0.34631945312289164,0.15131720380429975,1.9641100736219919,225,0.5774192306498335
32,0.06119536746874807,2.4333904946940716,40.59028148645186,0.43689898269819577,0.16355260910285943,1.8908149447392462,447,0.5387109996044236
33,0.07594496304365808,2.142857142857143,5.0,0.6130952380952381,0.15360283481997494,3.390340184540976,21,0.7735590813459303
34,0.07547102912062628,2.413378387269828,40.891740322139256,0.36440654452627746,0.1549760278684542,1.288327134870313,284,0.13414575554580355
35,0.07485715109035183,2.398323048753428,48.14983367919944,0.4957856163651652,0.1517403349341867,1.8575799517687943,277,0.6102913503018422
36,0.07422595374146196,2.3863636363636362,5.0,0.5863636363636364,0.16340448140020547,2.1006733159043574,22,0.8956057571273468
37,0.06294538993051142,2.4162164109987976,66.22449398040827,0.4641821291395468,0.1522470575456897,1.9472494526623942,419,0.6482136656327872
38,0.037440350172812525,2.313710913366202,47.053215503692044,0.41830793576581116,0.15681688175700115,1.5214833026686914,196,0.8839249153090631
39,0.061761687401238496,2.4358974358974357,5.0,0.5750000000000001,0.15212484765337556,1.6543502207138603,39,0.3570527049339394
40,0.06253411900452073,2.3291666427393776,143.77134323146188,0.45840181706879923,0.1514547958296739,1.683710390737654,512,0.6493428885994402
41,0.06623568567662111,2.3260916053474707,31.829109191894812,0.4802143629495201,0.15633302634171847,1.4617005655747684,154,0.32672414997505905
42,0.0513281478223949,2.3022842072369,109.92817044258184,0.4557361104961638,0.15289378200363973,1.5020836107149869,534,0.6001535804766598
43,0.05095933260793778,2.391270126191133,43.291451334953464,0.5337676952168402,0.1548063404895832,1.5689650925640675,261,0.3563501832013646
44,0.06329181024777411,2.4466259248795095,3.3091926574704145,0.5340227434712085,0.15392460019620796,1.538170719406297,31,0.40965397695692196
45,0.08101766779239719,2.299829759750979,44.24757957458501,0.5395292119807507,0.15952440011517346,1.5851189352910546,249,0.6267126924136653
46,0.06508808430747602,2.331395864486702,23.30315589904682,0.5142531826098916,0.15039866383893916,1.7847456919749562,120,0.7580704648043057
47,0.060993914667009666,2.1434550407605295,12.707004547119126,0.4972348103156457,0.15027931206042758,1.1780161875104294,39,0.6082882824014271
