x,y
0.0,0.0
0.04999999753259893,1.570796300956333e-05
0.1999999679237867,0.00010995573641600192
0.4999999087061622,0.0002984512832288791
0.9999999087061622,0.0002984512832288791
1.7499995756070383,-0.00040840695918264525
2.799997710252359,-0.002387609158907165
3.635138021206812,-0.004486550110750919
4.359668509295257,-0.006307497671730429
5.04515623513029,-0.007384260159136881
5.751393465811568,-0.006940518161622792
6.607622554202227,-0.0031746016589996586
7.4417588808560176,0.00521133382929776
7.959730797421763,0.014487688956569756
8.336035310178154,0.025130284574454338
8.591370548980382,0.03572486126183585
8.778411767261968,0.04654889458663312
8.92208879770777,0.05767487178388131
9.036272784220369,0.06912025660617041
9.129365101929128,0.08088055124042567
9.206784775326803,0.09294324388223997
9.272204873405913,0.10527375577698024
9.328234225551883,0.11783476822809265
9.376774755619872,0.130590872293794
9.41924680714784,0.14351106395845648
9.45673436255391,0.15657001385507407
9.490080875363958,0.16974860161433947
9.519954000899075,0.1830339831127537
9.54689030316713,0.19641934599677308
9.571326796744936,0.20990345105377273
9.593623666757837,0.22349002708246518
9.614080976772563,0.23718707081698837
9.632942531841115,0.25101794757010343
9.650402655479363,0.2650151525178457
9.6660660654269,0.2787197070041824
9.680052308478299,0.2920535293488172
9.692635905343982,0.3051042672131536
9.704026292462274,0.31794485965487357
9.71438782428558,0.33062993434468096
9.723854910542746,0.34320328544150747
9.73253211676222,0.3557059391369123
9.740497678818963,0.3681725254947612
9.747809134897938,0.3806323441795618
9.754507302581018,0.393110057213948
9.760619137956501,0.40562609737446625
9.766167725411346,0.4181933638064426
9.77116738578933,0.43082508002915404
9.775630975410616,0.4435280620644498
9.775630975410616,0.4435280620644498
9.775630975410616,0.4435280620644498
9.778501556186379,0.4561521155055218
9.778667306161823,0.45702921282451653
9.78058183883219,0.46962756800828376
9.782050280414527,0.48229653828894775
9.783074256869359,0.49503682585690334
9.783650057286177,0.5078465107384625
9.783768989844924,0.520720707174048
9.783425829890229,0.5336513746723879
9.782610927963438,0.5466303352052984
9.781310386701275,0.5596458392200255
9.779506392896675,0.5726820620320034
9.777177599402775,0.5857185422077746
9.777177599402775,0.5857185422077746
9.77416982502902,0.5970844496996561
9.77416982502902,0.5970844496996561
9.769770633321146,0.6093353555721206
9.764809283335689,0.6214556063554202
9.764809283335689,0.6214556063554202
9.759347510904654,0.6320322284553668
9.759347510904654,0.6320322284553668
9.752326571434844,0.6430876290220373
9.74388380895964,0.655134337588385
9.734583364751172,0.6671881512991293
9.724386446968118,0.6792022580478544
9.724386446968118,0.6792022580478544
9.717766470123333,0.6856512650242266
9.705001044884167,0.6969426156207366
9.705001044884167,0.6969426156207366
9.69856197477847,0.7016179095994339
9.683152685537317,0.7117125193239288
9.66673095348772,0.7213670520252597
9.649282543037657,0.730501959256374
9.649282543037657,0.730501959256374
9.64436075324913,0.7324815720679801
9.62424938910201,0.739408670838589
9.612492225978993,0.7428012024539188
9.612492225978993,0.7428012024539188
9.612492225978993,0.7428012024539188
9.589107996628092,0.7458711053135982
9.564921149697778,0.7478413022108624
9.539985975369563,0.7486456885304471
9.514358932288099,0.7482133259894578
9.488099746791496,0.7464674335382383
9.486109725444406,0.7462342899861881
9.486109725444406,0.7462342899861881
9.46366070030781,0.7412468843271026
9.443430586696099,0.7356399712195036
9.415215936706431,0.7262008815432236
9.386919016961688,0.7150391163403
9.358655318249436,0.7021006265184111
9.352680297745666,0.6989601198975459
9.352680297745666,0.6989601198975459
9.352680297745666,0.6989601198975459
9.352680297745666,0.6989601198975459
9.333673168372886,0.682720383661806
9.307233052832084,0.6573889508072114
9.281991135782706,0.6302303800105219
