episode_idx,env_step,reward,contour_error,jerk,kcm_intervention
0,1,-1.8604818232328912,1.570796300956333e-05,50000.0,0.48276828978589037
0,2,-1.928178115196362,0.00020420347261491215,50000.0,0.6248443919653095
0,3,-1.8858210649552891,0.0011466797183787812,50000.0,0.755679614500645
0,4,-1.7110952310499137,0.004288251701158257,50000.0,0.829250899401436
0,5,-1.5242781197507613,0.012534766243571924,50000.0,0.8534777112204393
0,6,-1.7326276860927983,0.030346742186559448,50000.0,0.947269816136886
0,7,-1.7038167706455378,0.064649500779028,50000.0,0.7278006839566076
0,8,-2.013723931311568,0.12571034494561723,50000.0,0.4446407357667332
0,9,-3.0632156998716487,0.21680396991157191,-50000.0,0.20347479049198314
0,10,-5.322939884585368,0.3003509439170008,-50000.0,0.5271977081005178
0,11,-4.815075341080616,0.3572674560409,-50000.0,0.03625300099147155
1,1,-1.8130473697826315,1.570796300956333e-05,50000.0,0.4590510630607605
1,2,-1.5616278893857631,0.00020420347261491215,50000.0,0.44100621916377936
1,3,-1.6103397056423367,0.0011466797183787812,50000.0,0.6127850167268841
1,4,-1.5011530186758864,0.004288251701158257,50000.0,0.7292797932144224
1,5,-1.3480487681782882,0.012534766243571924,50000.0,0.7638672001001401
1,6,-1.462129540237562,0.031006378151726636,50000.0,0.8022868324059911
1,7,-1.8682581537957368,0.06794721981360158,50000.0,0.7566398288064087
1,8,-2.6866114053481467,0.13578954861948375,50000.0,0.6480532880307067
1,9,-4.085160949547302,0.23944140249285217,-50000.0,0.502937758406684
1,10,-5.3331234600214374,0.33720894698452974,-50000.0,0.2813221973807361
1,11,-1.8374162503426887,0.40599911534206157,-50000.0,0.08198266024676773
2,1,-1.2368485236808706,1.570796300956333e-05,50000.0,0.17095164000988006
2,2,-1.0427654881756903,0.00010995573641600192,50000.0,0.1830123861469106
2,3,-1.1086492981340912,0.0002984512832288791,50000.0,0.39551415832731657
2,4,-0.5499937887409592,0.0006126105279170077,50000.0,0.3437288332150587
2,5,-0.122774446367885,0.001319468770328532,50000.0,0.41612889683082005
2,6,1.690259601942092,0.002616788758057538,32374.71580505371,0.5203171452243707
2,7,0.4410763112184126,0.004206119348953688,-50000.0,0.6871617486287142
2,8,0.8141797066165112,0.005115374207197486,-50000.0,0.6980807674384117
2,9,0.9315764527574772,0.003626731820068364,-50000.0,0.8206970617649862
2,10,1.20634051085681,0.0026383691322036384,-50000.0,0.8885592421560905
2,11,100.0,0.011116464172977588,-50000.0,0.7550643230536646
2,12,6.298131863191491,0.015582744211428261,-50000.0,0.45460661606690633
3,1,-1.825960422304394,1.570796300956333e-05,50000.0,0.4655075893216417
3,2,-1.9188849954754008,0.00020420347261491215,50000.0,0.6189005340310602
3,3,-1.5555279885327267,0.0009581849157160303,50000.0,0.5954303623258931
3,4,-1.1610792929351257,0.0028431360429692376,50000.0,0.5967288533721337
3,5,-0.9210234074025646,0.006848647634593714,50000.0,0.6825099353250618
3,6,-0.6181368049314933,0.01476538611146866,50000.0,0.7248677214919999
3,7,-0.40233335517749635,0.029719082787681872,50000.0,0.7330524341499957
3,8,-0.2601337234503561,0.0568614146125487,50000.0,0.6160044949228127
3,9,-0.6880340298373461,0.09895738239118484,-50000.0,0.3977958467547426
3,10,-1.8950796991580101,0.13983326724420592,-50000.0,0.33341260308148746
3,11,1.7285456894723874,0.16918657868317233,-50000.0,0.5146787245416028
4,1,2.892194680949871,0.0,0.0,0.04733235657215119
4,2,2.70878003024408,0.0,0.0,0.1346163760125637
4,3,2.282910881199924,0.0,0.0,0.3472122820094227
4,4,-0.9307914393919717,0.0,25000.0,0.9900000000000001
4,5,-0.9236247814707904,3.926989202077198e-05,-25000.0,0.975
4,6,-0.8693105800700672,0.00025918066876254986,25000.0,0.955
