case,seed,step,x,y,heading,d_heading,theta_u_policy,v_ratio_policy,omega_intent,v_intent,omega_exec,v_exec,v_ratio_exec,v_ratio_cap,max_vel_cap_phys,kappa,e_n,contour_error,reward
open_line,42,14,0.951,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.923333333333337
open_line,42,15,1.051,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,16,1.151,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,17,1.2510000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,18,1.3510000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,19,1.4510000000000003,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,20,1.5510000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,21,1.6510000000000005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.617196136584086
open_line,42,22,1.7510000000000006,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.84395958615455
open_line,42,23,1.8510000000000006,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.79672622970497
open_line,42,24,1.9510000000000007,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0
open_line,42,25,2.0510000000000006,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,26.28882048957301
open_square,1042,1,0.0029999625000781257,1.4999937500078131e-05,0.005000000000000001,0.005000000000000001,0.3,0.6,0.44999999999999996,0.6,0.05,0.030000000000000006,0.030000000000000006,1.0,1.0,0.11883204872206811,1.4999937500078131e-05,1.4999937500078131e-05,-7.77028412009831
open_square,1042,2,0.011998162560077328,0.00019498793774007595,0.020000000000000004,0.015000000000000003,0.3,0.6,0.44999999999999996,0.6,0.15000000000000002,0.09000000000000002,0.09000000000000002,1.0,1.0,0.11738448438288927,0.00019498793774007595,0.00019498793774007595,-6.966290952256068
open_square,1042,3,0.029975667247186727,0.0010946129846122863,0.05000000000000001,0.030000000000000006,0.3,0.6,0.44999999999999996,0.6,0.30000000000000004,0.18000000000000005,0.18000000000000005,1.0,1.0,0.11300238135621558,0.0010946129846122863,0.0010946129846122863,-5.9514430947061046
open_square,1042,4,0.05984039402984409,0.003940328043649006,0.095,0.04499999999999999,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.30000000000000004,0.30000000000000004,1.0,1.0,0.10437798606118641,0.003940328043649006,0.003940328043649006,-1.0048388997866442
open_square,1042,5,0.104335092536966,0.010665044004960973,0.15,0.05499999999999999,0.3,0.6,0.44999999999999996,0.6,0.5499999999999998,0.45000000000000007,0.45000000000000007,1.0,1.0,0.20575418533838277,0.010665044004960973,0.010665044004960973,-4.74340764077771
open_square,1042,6,0.1630169474204149,0.023172637995726945,0.20999999999999996,0.05999999999999997,0.3,0.6,0.44999999999999996,0.6,0.5999999999999998,0.6,0.6,1.0,1.0,0.3425751006080325,0.023172637995726945,0.023172637995726945,-1.20946455459915
open_square,1042,7,0.232408451958759,0.04237730143732278,0.2699999999999999,0.05999999999999994,0.3,0.6,0.44999999999999996,0.6,0.5999999999999996,0.7199999999999999,0.7199999999999999,1.0,1.0,0.5120736078326219,0.04237730143732278,0.04237730143732278,-6.880456944704017
open_square,1042,8,0.30916816079835907,0.06824131309173984,0.32499999999999984,0.05499999999999994,0.3,0.6,0.44999999999999996,0.6,0.5499999999999996,0.8099999999999998,0.8099999999999998,0.9622269006105812,0.9622269006105812,0.7065704244923968,0.06824131309173984,0.06824131309173984,-8.700711304154401
open_square,1042,9,0.3902806398660841,0.0997018556726915,0.36999999999999983,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.8699999999999998,0.8699999999999998,0.8868207835166875,0.8868207835166875,0.9128246374410739,0.0997018556726915,0.0997018556726915,-10.256114558959146
open_square,1042,10,0.46696286687305255,0.13303034436813238,0.40999999999999986,0.040000000000000036,0.3,0.6,0.44999999999999996,0.6,0.4000000000000003,0.8361191360966675,0.8361191360966675,0.8361191360966675,0.8361191360966675,1.1117547962825354,0.13303034436813238,0.13303034436813238,-11.517005373370326
open_square,1042,11,0.5392222117889487,0.16793558696789151,0.44999999999999996,0.04000000000000009,0.3,0.6,0.44999999999999996,0.6,0.40000000000000063,0.8024829523810756,0.8024829523810756,0.8024829523810756,0.8024829523810756,1.2950181332097794,0.16793558696789151,0.16793558696789151,-12.301425074670016
open_square,1042,12,0.6071982944866724,0.20463097221271567,0.49499999999999994,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.7724829523810754,0.7724829523810754,0.7796639434969478,0.7796639434969478,1.4675002166759517,0.20463097221271567,0.20463097221271567,-12.644410225214997
open_square,1042,13,0.66830857584477,0.24126228513855386,0.5399999999999999,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.7124829523810753,0.7124829523810753,0.7641546812496578,0.7641546812496578,1.6352760392598047,0.24126228513855386,0.24126228513855388,-13.390950937013818
open_square,1042,14,0.7202057319106447,0.2756357553201465,0.585,0.04500000000000004,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.6224829523810751,0.6224829523810751,0.7561122980858086,0.7561122980858086,1.7824774666420098,0.2756357553201465,0.2756357553201465,-9.364202490424706
