tag,seed,step,progress,v_ratio_cap,v_ratio_exec,alpha,d_target,d_chosen,kappa,v_exec,omega_exec,max_vel_cap_phys,contour_error,reward
t1_line,42,1,0.0015000000000000005,1.0,0.030000000000000006,0.0,0.3333333333333333,0.3333333333333333,0.0,0.030000000000000006,0.0,1.0,0.0,-3.9653999999999985
t1_line,42,2,0.006000000000000002,1.0,0.09000000000000002,0.0,0.3433333333333333,0.3333333333333333,0.0,0.09000000000000002,0.0,1.0,0.0,-3.1085999999999983
t1_line,42,3,0.015000000000000008,1.0,0.18000000000000005,0.0,0.36333333333333334,0.3333333333333333,0.0,0.18000000000000005,0.0,1.0,0.0,-1.9043999999999999
t1_line,42,4,0.030000000000000006,1.0,0.30000000000000004,0.0,0.3933333333333333,0.3333333333333333,0.0,0.30000000000000004,0.0,1.0,0.0,-0.4499999999999996
t1_line,42,5,0.05250000000000001,1.0,0.45000000000000007,0.0,0.43333333333333335,0.3333333333333333,0.0,0.45000000000000007,0.0,1.0,0.0,1.1250000000000009
t1_line,42,6,0.08400000000000002,1.0,0.6300000000000001,0.0,0.48333333333333334,0.3333333333333333,0.0,0.6300000000000001,0.0,1.0,0.0,2.6586
t1_line,42,7,0.12550000000000003,1.0,0.8300000000000001,0.0,0.5433333333333333,0.6666666666666666,0.0,0.8300000000000001,0.0,1.0,0.0,5.239933333333338
t1_line,42,8,0.17550000000000004,1.0,1.0,0.0,0.61,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,4.59
t1_line,42,9,0.22550000000000003,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,4.59
t1_line,42,10,0.2755,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,4.59
t1_line,42,11,0.3255,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,4.59
t1_line,42,12,0.3755,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,4.59
t1_line,42,13,0.4255,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,4.59
t1_line,42,14,0.4755,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,5.923333333333337
t1_line,42,15,0.5255,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,8.59
t1_line,42,16,0.5755,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,8.59
t1_line,42,17,0.6255000000000001,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,8.59
t1_line,42,18,0.6755000000000001,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,8.59
t1_line,42,19,0.7255000000000001,1.0,1.0,0.0,0.6666666666666666,0.6489999999999998,0.0,1.0,0.0,1.0,0.0,8.59
t1_line,42,20,0.7755000000000002,1.0,1.0,0.0,0.6666666666666666,0.5489999999999997,0.0,1.0,0.0,1.0,0.0,8.59
t1_line,42,21,0.8255000000000002,1.0,1.0,0.0,0.6666666666666666,0.4489999999999996,0.0,1.0,0.0,1.0,0.0,8.617196136584086
t1_line,42,22,0.8755000000000003,1.0,1.0,0.0,0.6666666666666666,0.34899999999999953,0.0,1.0,0.0,1.0,0.0,8.84395958615455
t1_line,42,23,0.9255000000000003,1.0,1.0,0.0,0.6666666666666666,0.24899999999999944,0.0,1.0,0.0,1.0,0.0,9.79672622970497
t1_line,42,24,0.9755000000000004,1.0,1.0,0.0,0.6666666666666666,0.14899999999999936,0.0,1.0,0.0,1.0,0.0,100.0
t1_line,42,25,1.0,1.0,1.0,0.0,0.6666666666666666,0.048999999999999266,0.0,1.0,0.0,1.0,0.0,26.28882048957301
t2_square,1042,1,0.0005000000000000008,1.0,0.030000000000000006,0.0,0.9999999999999988,0.9999999999999988,0.0,0.030000000000000006,0.0,1.0,0.0,-3.7853999999999997
t2_square,1042,2,0.002000000000000003,1.0,0.09000000000000002,0.0,1.0299999999999987,0.9999999999999988,0.0,0.09000000000000002,0.0,1.0,0.0,-2.968599999999998
t2_square,1042,3,0.005000000000000007,1.0,0.18000000000000005,0.0,1.0899999999999987,0.9999999999999988,0.0,0.18000000000000005,0.0,1.0,0.0,-1.8243999999999991
t2_square,1042,4,0.010000000000000014,1.0,0.30000000000000004,0.0,1.1799999999999986,0.9999999999999988,0.0,0.30000000000000004,0.0,1.0,0.0,-0.44999999999999896
t2_square,1042,5,0.017500000000000026,1.0,0.45000000000000007,0.0,1.2999999999999985,0.9999999999999988,0.0,0.45000000000000007,0.0,1.0,0.0,1.025000000000001
t2_square,1042,6,0.02800000000000004,1.0,0.6300000000000001,0.0,1.4499999999999984,0.9999999999999988,0.0,0.6300000000000001,0.0,1.0,0.0,2.4386000000000005
t2_square,1042,7,0.04183333333333339,1.0,0.8300000000000001,0.09144728861281681,1.6299999999999981,1.9999999999999976,0.04970807104573186,0.8300000000000001,0.0,1.0,0.0,4.953253594094224
t2_square,1042,8,0.05850000000000009,1.0,1.0,0.1425373618641821,1.8299999999999979,1.9999999999999976,0.08067001319441987,1.0,0.0,1.0,0.0,3.702676693469512
t2_square,1042,9,0.07516666666666677,1.0,1.0,0.20972625175947135,1.9999999999999976,1.9999999999999976,0.12439703960217517,1.0,0.0,1.0,0.0,3.6795955421411466
t2_square,1042,10,0.09183333333333345,1.0,1.0,0.28332303096979894,1.9999999999999976,1.9999999999999976,0.17561488082516197,1.0,0.0,1.0,0.0,3.6452669559935393
t2_square,1042,11,0.10850000000000014,1.0,1.0,0.36337614922266726,1.9999999999999976,1.9999999999999976,0.23440198218865807,1.0,0.0,1.0,0.0,3.597741292936408
t2_square,1042,12,0.12516666666666681,1.0,1.0,0.44961449023474165,1.9999999999999976,1.9999999999999976,0.30017007245001615,1.0,0.0,1.0,0.0,3.517799726493821
t2_square,1042,13,0.1418333333333335,1.0,1.0,0.5413608979684787,1.9999999999999976,1.9999999999999976,0.3714577494756774,1.0,0.0,1.0,0.0,3.431909528374806
t2_square,1042,14,0.15833333333333352,1.0,0.99,0.6374863540782432,1.9999999999999976,1.9999999999999976,0.44584894590377727,0.99,0.0,1.0,0.0,3.3749754358069928
t2_square,1042,15,0.17416666666666686,1.0,0.95,0.7354397676755045,1.9899999999999975,1.9999999999999976,0.5193856201156912,0.95,0.0,1.0,0.0,3.4531907116658576
t2_square,1042,16,0.1891666666666669,1.0,0.9,0.8303678252497746,1.9499999999999975,1.9999999999999976,0.5865651232819218,0.9,0.0,1.0,0.0,6.207787542573655
t2_square,1042,17,0.2038333333333336,1.0,0.8800000000000001,0.9195868913498675,1.8999999999999977,1.9999999999999976,0.6444005405323846,0.8800000000000001,0.0,1.0,0.0,3.4611848206994016
t2_square,1042,18,0.21866666666666693,1.0,0.8900000000000002,1.0048081635503037,1.8799999999999977,1.9999999999999976,0.6934730042267436,0.8900000000000002,0.0,1.0,0.0,3.359354388059123
t2_square,1042,19,0.23366666666666697,1.0,0.9,1.0878274509383346,1.889999999999998,1.9999999999999976,0.7343001541265648,0.9,0.0,1.0,0.0,7.167727466881452
t2_square,1042,20,0.248666666666667,1.0,0.9,1.1676274884947944,1.8999999999999977,1.9999999999999976,0.7660555501204621,0.9,0.0,1.0,0.0,5.722500902861357
t2_square,1042,21,0.26366666666666705,1.0,0.9,1.2426253148752755,1.8999999999999977,1.9999999999999976,0.7884119746106689,0.9,0.0,1.0,0.0,6.949009570348515
t2_square,1042,22,0.27866666666666706,1.0,0.9,1.3124772158604099,1.8999999999999977,1.9999999999999976,0.8021050496945693,0.9,0.0,1.0,0.0,6.72915000496913
t2_square,1042,23,0.2936666666666671,1.0,0.9,1.37708399154151,1.8999999999999977,1.9999999999999976,0.808210234294592,0.9,0.0,1.0,0.0,6.629714539257354
t2_square,1042,24,0.30866666666666714,1.0,0.9,1.4365351403251045,1.8999999999999977,1.9999999999999976,0.8079495115269902,0.9,0.0,1.0,0.0,6.541599727173332
t2_square,1042,25,0.32366666666666716,1.0,0.9,1.4910521853609273,1.8999999999999977,1.9999999999999976,0.8025452490485734,0.9,0.0,1.0,0.0,6.304869914909494
t2_square,1042,26,0.3333333333333337,1.0,0.9,1.5409390846832673,1.8999999999999977,1.9999999999999976,0.7931268263908047,0.9,0.0,1.0,0.03200000000000047,-1.8457781554667252
t2_square,1042,27,0.3333333333333337,1.0,0.9,1.5867949616712407,1.8999999999999977,1.9999999999999976,0.7932959454520554,0.9,0.0,1.0,0.12200000000000033,-6.509231267184185
t2_square,1042,28,0.35555555555555596,1.0,0.9,1.631720834933156,1.8999999999999977,1.9999999999999976,0.8143467321692592,0.9,0.0,1.0,0.2120000000000002,-7.53682748240476
