episode_idx,env_step,reward,contour_error,velocity,acceleration,jerk,kcm_intervention
0,1,-0.9750002008190338,1.570796300956679e-05,5.0,500.0,50000.0,0.1100332045510683
0,2,-0.9250020291631875,0.00015707961149190279,15.0,1000.0,50000.0,0.2923719224289332
0,3,-0.8500120134971487,0.0007225659542703284,30.0,1500.0,50000.0,0.4428332862958584
0,4,-0.7914706231904076,0.0020331538777079907,41.717377896634105,1171.7377896634105,-32826.221033658956,0.5245151566968156
0,5,-0.7791106307929772,0.004116841009166238,44.217377896634105,671.7377896634105,-50000.0,0.6083863675226117
0,6,-0.8235494531738142,0.006228309027225172,35.37395450551128,171.73778966341047,-50000.0,0.5725774619252948
0,7,-0.8239523166767824,0.008895417091158514,35.37395450551128,0.0,-17173.778966341048,0.48818309644397107
0,8,-0.8313345512563397,0.01210267160556815,34.03053111438845,-134.34233911228262,-13434.23391122826,0.3939796259042805
0,9,-0.8515112810392357,0.015611509634973634,30.187107723265626,-384.3423391122826,-25000.0,0.2763034465024864
0,10,-0.8596415650743106,0.019689053615178337,28.8436843321428,-134.34233911228262,25000.0,0.17789461608647186
0,11,-0.8806824735684973,0.023930044533748463,25.000260941019974,-384.3423391122826,-25000.0,0.24190805156303974
0,12,-0.8898628945486349,0.02868621347607142,23.656837549897148,-134.34233911228262,25000.0,0.18317646700259008
0,13,-0.8875993400822723,0.03445426320980568,24.81341415877432,115.65766088771738,25000.0,0.04267312140520788
0,14,-0.8747473635123353,0.041966444788826086,28.469990767651495,365.6576608877174,25000.0,0.12271547043736077
0,15,-0.8528988103149375,0.05219052015611455,34.62656737652867,615.6576608877174,25000.0,0.2750543345739441
0,16,-0.8614801392217455,0.0637460411164403,35.373952505533794,115.65766088771738,-50000.0,0.15878265419271312
0,17,-0.885618112857214,0.07578466556081587,33.62133763453892,-175.26148709948757,-29091.914798720496,0.06910370694624071
0,18,-0.9019997830984384,0.0891698728484035,34.36872276354404,74.73851290051243,25000.0,0.023222580380545366
0,19,-0.9230788891025913,0.1040569684304887,35.373952505533794,100.52297419897513,2578.44612984627,0.07652644250269772
0,20,-1.0271930807645195,0.11200015392298579,17.687029041192382,-399.47702580102487,-50000.0,1.0160369124092283
0,21,-1.0449928425428574,0.12038738888412065,17.687029041192382,0.0,39947.70258010249,0.279222315693079
0,22,-1.0648958075931005,0.1291631237673847,17.687029041192382,0.0,0.0,0.3583145384074588
0,23,-1.0869387970689035,0.13827182487603729,17.687029041192382,0.0,0.0,0.24623590380559415
0,24,-1.1226853089791426,0.1459584114396762,14.484416350881716,-320.26126903106655,-32026.126903106655,0.24259166491043468
0,25,-1.1640121089624456,0.1507289330702008,8.78180366057105,-570.2612690310666,-25000.000000000004,0.3410606459754384
0,26,-1.2060300467362866,0.15104901636754578,0.5791909702603846,-820.2612690310666,-25000.0,0.7584628379672308
0,27,-1.2090613295444654,0.15104901636754578,0.0,-320.2612690310666,50000.0,0.7306471108519561
0,28,-1.2030538200764918,0.1520705109165915,1.797387309689334,179.7387309689334,50000.0,0.09512342172005017
