timestamp,position_x,position_y,reference_x,reference_y,velocity,acceleration,jerk,omega,domega,jerk_proxy,contour_error,kcm_intervention,corner_mask,dist_to_corner,mode,mode_proxy
0.0,1.999999999999e-05,-2.0000000002792228e-11,1.9999999999989996e-05,0.0,0.02,20.0,20000.0,-0.001,-1.0,-1000.0,2.0000000002792224e-11,1.8759631144966054,0.0,10.0,normal,0.0
0.001,7.999999999972e-05,-2.0000000000103693e-10,7.999999999972e-05,0.0,0.06,40.0,20000.0,-0.003,-2.0,-1000.0,2.0000000000103693e-10,1.8731222236053249,0.0,9.99998,normal,0.0
0.002,0.00019999999999755999,-9.199999999907757e-10,0.00019999999999755996,0.0,0.12,60.0,20000.0,-0.006,-3.0,-1000.0,9.199999999907758e-10,1.869796352365832,0.0,9.99992,normal,0.0
0.003,0.00039999999998756,-2.9199999999705448e-09,0.00039999999998756,0.0,0.2,80.0,20000.0,-0.01,-4.0,-1000.0,2.9199999999705448e-09,1.8659294128073927,0.0,9.999800000000002,normal,0.0
0.004,0.00069999999995381,-7.4199999997646626e-09,0.00069999999995381,0.0,0.30000000000000004,100.0,20000.0,-0.015,-5.0,-1000.0,7.4199999997646626e-09,1.8615919768294211,0.0,9.999600000000012,normal,0.0
0.005,0.0011199999998612001,-1.6239999999043612e-08,0.0011199999998612,0.0,0.42000000000000004,120.0,20000.0,-0.020999999999999998,-6.0,-1000.0,1.6239999999043612e-08,1.8567496525518818,0.0,9.999300000000046,normal,0.0
0.006,0.0016799999996416801,-3.191999999694827e-08,0.00167999999964168,0.0,0.56,140.0,20000.0,-0.027999999999999997,-7.0,-1000.0,3.191999999694827e-08,1.851483800314893,0.0,9.998880000000138,normal,0.0
0.007,0.00239999999917512,-5.783999999145541e-08,0.00239999999917512,0.0,0.7200000000000001,160.0,20000.0,-0.036,-8.0,-1000.0,5.783999999145541e-08,1.8457345174504556,0.0,9.998320000000358,normal,0.0
0.008,0.0032999999982638705,-9.833999997785215e-08,0.0032999999982638705,0.0,0.9000000000000001,180.0,20000.0,-0.045,-9.0,-1000.0,9.833999997785215e-08,1.8394522724987614,0.0,9.997600000000824,normal,0.0
0.009000000000000001,0.00439999999660012,-1.5883999994750218e-07,0.004399999996600119,0.0,1.1,200.0,20000.0,-0.055,-10.0,-1000.0,1.5883999994750215e-07,1.8323965607181418,0.0,9.996700000001736,normal,0.0
0.01,0.00571999999372516,-2.4595999988412035e-07,0.00571999999372516,0.0,1.32,220.0,20000.0,-0.066,-11.0,-1000.0,2.4595999988412035e-07,1.8248238608950647,0.0,9.9956000000034,normal,0.0
0.011,0.00727999998897964,-3.6763999976042555e-07,0.00727999998897964,0.0,1.56,240.0,20000.0,-0.078,-12.0,-1000.0,3.6763999976042555e-07,1.8167242190538528,0.0,9.994280000006276,normal,0.0
0.012,0.00909999998144393,-5.332599995315533e-07,0.009099999981443929,0.0,1.82,260.0,20000.0,-0.091,-13.0,-1000.0,5.332599995315533e-07,1.8080876812188293,0.0,9.99272000001102,normal,0.0
0.013000000000000001,0.011199999969867681,-7.537599991264302e-07,0.01119999996986768,0.0,2.1,280.0,20000.0,-0.105,-14.0,-1000.0,7.537599991264303e-07,1.7989336188995453,0.0,9.990900000018556,normal,0.0
