step,segment_idx,progress,dist_to_turn,v_ratio_exec,v_ratio_cap,v_cap_w_min,v_cap_wdot_min,v_cap_wddot_min,alpha_max_ahead,kappa_max_ahead
62.0,29.0,0.6601134604806023,0.0807491708841238,0.40845644382602614,0.4748460228886977,0.4748460228886977,0.6890907218129538,0.5827029110417469,1.380306136232556,3.158917739331202
63.0,29.0,0.6666666666666674,0.04044226100657608,0.39397398548185897,0.4776666927435418,0.4776666927435418,0.6911343521657289,0.5838544203056663,1.4815370896318933,3.1402640065143785
64.0,30.0,0.6666666666666674,0.009240961528058306,0.4094915271376918,0.4880066945226677,0.4880066945226677,0.7050004858556111,0.5952602483839936,1.5652699509989105,3.0737273255246933
65.0,30.0,0.6717477882444238,0.12693731878405945,0.39500906879352465,0.46546044270745135,0.46546044270745135,0.6894838798246387,0.5870397134409007,1.645677214908412,3.222614419851632
66.0,30.0,0.6775895902128564,0.09036561744534098,0.35052661044935746,1.0,9.896490923557938,3.151095753773267,1.6071311167272013,0.07603612979116026,0.15156787543132585
67.0,31.0,0.6851851851851859,0.0609372183627726,0.2760441521051903,1.0,10.679521375710813,3.2732882829505554,1.6483825087605184,0.07045697126247852,0.14045473272708228
68.0,31.0,0.6851851851851859,0.13511068155817735,0.1715616937610231,1.0,12.647420433136732,3.56196845477125,1.74387636947397,0.05948872947437511,0.11860026006959822
69.0,31.0,0.6866653487074476,0.1186893308355355,0.09707923541685591,1.0,13.990901504217778,3.746254276716796,1.8034773348149016,0.053772618292454055,0.10721153377045084
70.0,31.0,0.6875417188765176,0.10949752569656891,0.052596777072688734,1.0,14.080317449188513,3.7581354409503036,1.8072657059956931,0.053429119289980065,0.10653068903421628
71.0,31.0,0.6881767826981297,0.10455890335297997,0.038114318728521564,1.0,13.800724320725061,3.7205998126807853,1.795200273369199,0.0545105158719803,0.10868894736366078
72.0,31.0,0.6890704021613898,0.10100048730772737,0.0536318603843544,1.0,13.82677940557124,3.724084457037381,1.7963126855052332,0.05440704027701848,0.10848413279929837
73.0,31.0,0.6907224423998543,0.09602633052600118,0.09914940204018724,1.0,13.87647335973379,3.7307344406600706,1.7984388095482269,0.054211143981344634,0.10809562953359904
74.0,31.0,0.6933256123940229,0.08695277669193181,0.15623222051334001,1.0,13.975112864322288,3.7439039784907084,1.8026472360221595,0.0538265864204428,0.10733265909547818
75.0,31.0,0.6967619088333287,0.07310131896916253,0.20623222051334003,1.0,14.126980008377659,3.7640871276796077,1.8090866380724995,0.053244985505379816,0.10617880623675137
76.0,32.0,0.7037037037037044,0.0562597014852739,0.27123222051334006,1.0,14.3208971289813,3.789697479494181,1.8172397792298713,0.052520229932614626,0.10474104140217161
77.0,32.0,0.7071336938876605,0.1310382461436593,0.3512322205133401,1.0,14.580452027675488,3.8237103290825947,1.8280408747858239,0.05158054182944305,0.10287646889827667
78.0,32.0,0.7145691218880358,0.09758261188028884,0.4462322205133401,1.0,14.923137047859706,3.868161702913548,1.8421106133674312,0.05039028282156188,0.10051405894433448
79.0,33.0,0.7236709334491166,0.0580079129401789,0.5462322205133401,1.0,15.369315001908097,3.9252880931951664,1.860116441164827,0.048920594964595665,0.09759606270668376
80.0,33.0,0.7344391917917203,0.10800472542713907,0.6462322205133401,1.0,15.929146078143571,3.995816367209378,1.8822303982672777,0.047193650385708,0.09416600635686645
81.0,34.0,0.746873964266496,0.05015543136165196,0.74623222051334,1.0,16.612559406623614,4.080270040170329,1.9085459147062414,0.04524410892088149,0.09029213083461017
82.0,35.0,0.7609753189448819,0.0807043727775278,0.84623222051334,1.0,17.43446222549428,4.17959108573922,1.9392708068791977,0.04310300602558481,0.08603549373288737
83.0,36.0,0.7777777777777783,0.10514990194687851,0.94623222051334,1.0,18.41325940461565,4.2948937162412895,1.9746460323862698,0.040803770688327745,0.08146203525295445
84.0,36.0,0.7934076049527249,0.12065596937096726,1.0,1.0,19.57154424769545,4.4274839664943535,2.0149481926794275,0.038381352120541834,0.0766408827771664
85.0,37.0,0.8100721658947904,0.03165953786125835,1.0,1.0,20.846533249819284,4.569001866724971,2.05753273034431,0.03602724729111806,0.0719534099742821
86.0,38.0,0.8267369719286355,0.03781481662940584,1.0,1.0,22.169932886326787,4.711413421948411,2.099953830221159,0.03387110653611991,0.06765820346674205
87.0,39.0,0.8431857415358335,0.04598328613229538,0.9870235403740268,1.0,23.578235141946987,4.858401404882445,2.1433035313552886,0.031843405165449035,0.06361699307580138
88.0,40.0,0.859648110329493,0.05646855517372561,0.9878283717606334,1.0,25.046434806926424,5.007067037972761,2.1867148568779324,0.029972975601259222,0.059887763073983885
89.0,41.0,0.8761233564480819,0.0675874278642835,0.9885911502375455,1.0,26.619156240872506,5.1615888220578015,2.2313928197284825,0.02819893223428771,0.05634939617434673
90.0,42.0,0.8926106947233684,0.07903391453608656,0.9893079363055711,1.0,28.292689107244392,5.3211065073696036,2.2770581043880513,0.026528298072165946,0.0530162297979241
91.0,43.0,0.9091093769561562,0.09065332433824337,0.9899808230472057,1.0,30.07344427003888,5.485768142699831,2.323727121234332,0.024955253171832226,0.049876891821469795
92.0,44.0,0.9259259259259262,0.10236217746680783,0.9906121267911315,1.0,31.968246583643907,5.655727390431475,2.3714170497745064,0.023474274501028347,0.046920559994705915
93.0,44.0,0.9421120952340984,0.11411296998143812,0.9896508485596577,1.0,25.78431529295183,4.798921228643908,2.0464566375847832,0.02597950110331304,0.058173901406438605
94.0,45.0,0.9585440747872852,0.020702058675680847,0.9859600780198209,1.0,15.264323372986132,3.2578612478077815,1.4541655279278705,0.034163955284073566,0.09826735840326918
95.0,46.0,0.9739988000671245,0.030149216735646335,0.9273179046391067,0.9273179046391067,7.707574077499265,1.9597637544629647,0.9273179046391067,0.04848783604127327,0.19461276367162694
96.0,47.0,0.9822869531737037,0.04689765538194166,0.4973056330156856,0.4973056330156856,3.0093028319733532,0.9708157596435388,0.4973056330156856,0.07805577019686005,0.4984533210682368
97.0,47.0,0.9872684273009623,0.10708876479833188,0.29889775152631354,0.29889775152631354,1.3971124924543326,0.547019288693283,0.29889775152631354,0.11497606559859719,1.073641965832281
98.0,47.0,0.9904991835587832,0.07747341195823622,0.19385119505611687,0.19385119505611687,0.7282011034825465,0.3359054154923532,0.19385119505611687,0.15958718129460614,2.0598695396440694
99.0,47.0,0.9924792027995765,0.0584164782004838,0.11880463858592019,0.13285431875685347,0.41229449793853246,0.21947570503819103,0.13285431875685347,0.21253301621450227,3.6381751277435956
100.0,47.0,0.9937084686290468,0.04687065228493846,0.07375808211572352,0.09889671385449458,0.2641768993758773,0.157366728328194,0.09889671385449458,0.26613782738423364,5.678012496046692
101.0,47.0,0.9946869660171135,0.03980194449521291,0.058711525645526855,0.07939675114755469,0.1895618185051971,0.12284078295546148,0.07939675114755469,0.3149600993939785,7.912984915773304
102.0,47.0,0.9957685350068838,0.03426797140292285,0.06489598588348906,0.06489598588348906,0.13964582699575243,0.09783025305116917,0.06489598588348906,0.36809873538454063,10.741458535669658
103.0,47.0,0.9966037322671153,0.028309645708663865,0.05011325041300366,0.05011325041300366,0.09421934908858054,0.07303857051720823,0.05011325041300366,0.4507138534321662,15.920295780969814
104.0,47.0,0.9972666703925058,0.023898754153356908,0.03977740377754498,0.03977740377754498,0.06611652637206432,0.05621570259704806,0.03977740377754498,0.5422188916599424,22.68721628602159
105.0,47.0,0.9978066417471448,0.020594164135667982,0.03239918614643945,0.03239918614643945,0.048113307609313406,0.04451636449702663,0.03239918614643945,0.6420831729851804,31.17640474994768
106.0,47.0,0.998257465236062,0.018103789900013455,0.02705016187735992,0.02705016187735992,0.03623446504614665,0.0362210199286218,0.02705016187735992,0.7494848939929462,41.39705006973885
107.0,47.0,0.9986429905607251,0.016228609753213392,0.023132160935108396,0.023132160935108396,0.02819922883333053,0.03025340576125855,0.023132160935108396,0.8633007064144573,53.192942993810604
108.0,47.0,0.9989804615393143,0.014829771950623174,0.020248818657989946,0.020248818657989946,0.022650686969175965,0.02591927939885004,0.020248818657989946,0.9821405249333388,66.22315603012738
109.0,47.0,0.9992826411427173,0.013808566017498834,0.01813127637266407,0.01813127637266407,0.018755956754259975,0.02275929994804534,0.01813127637266407,1.1044144022421865,79.97459158692897
110.0,47.0,0.9995491302374098,0.013093832699769856,0.0159897858158095,0.0159897858158095,0.0159897858158095,0.020463019345998788,0.01659363974298678,1.2284247623160915,93.80988596652288
111.0,47.0,0.9997837274127757,0.012647041048576379,0.014076217240306976,0.014076217240306976,0.014076217240306976,0.01886915457813834,0.015539517225746258,1.347809647360494,106.56271925305059
112.0,47.0,0.9999964689470802,0.012411913450647483,0.012764842156883891,0.012764842156883891,0.012764842156883891,0.017800905373739764,0.014854130163120791,1.4586447516298602,117.510265211249
113.0,47.0,1.0,0.012334458957940804,0.011848316615603515,0.011848316615603515,0.011848316615603515,0.017096349026376925,0.014429408759634686,1.561672336337569,126.6002620301583
