step,time,x,y,v,a,j,contour_error,progress,v_over_vmax,abs_j_over_jmax,active_accdec_window,s_smoothed,v_cap
39,0.039,49.9994543580913,0.16656160626374095,12.1875,609.375,15625.0,2.7755575615628914e-17,0.0005301858524605368,0.121875,0.25,True,0.16656249999999997,18.0
40,0.04,49.99941238563678,0.1793740375147979,12.8125,625.0,15625.0,0.0,0.0005709693795728854,0.128125,0.25,True,0.17937499999999998,18.0
41,0.041,49.99936831455954,0.19282709032840778,13.453125,640.625,15625.0,2.7755575615628914e-17,0.0006137920830408521,0.13453125,0.25,True,0.192828125,18.0
42,0.042,49.999322093673655,0.20693638962073033,14.109375,656.25,15625.0,2.7755575615628914e-17,0.0006587036988731097,0.14109375,0.25,True,0.2069375,18.0
43,0.043000000000000003,49.999273671793205,0.22171756030792533,14.78125,671.875,15625.0,0.0,0.0007057539630783316,0.1478125,0.25,True,0.22171875,18.0
44,0.044,49.99922299773226,0.23718622730615269,15.46875,687.5,15625.0,0.0,0.000754992611665192,0.1546875,0.25,True,0.2371875,18.0
45,0.045,49.9991700305421,0.2533548905483402,16.16875,700.0,12500.0,0.0,0.0008064594334406295,0.16168749999999998,0.2,True,0.25335625,18.0
46,0.046,49.99911477022272,0.27022355003448795,16.86875,700.0,0.0,0.0,0.000860154428404644,0.1686875,0.0,True,0.270225,18.0
47,0.047,49.99905721677411,0.28779220576459585,17.568749999999998,700.0,0.0,0.0,0.0009160775965572357,0.17568749999999997,0.0,True,0.28779375,18.0
48,0.048,49.998998250594106,0.305792109180715,18.0,684.375,-15625.0,5.551115123125783e-17,0.000973373478549219,0.18,0.25,True,0.30579375000000003,18.0
49,0.049,49.99893928441411,0.3237920125968341,18.0,668.75,-15625.0,0.0,0.0010306693605412018,0.18,0.25,True,0.32379375000000005,18.0
50,0.05,49.99878725940589,0.3417913063005145,18.0,653.125,-15625.0,0.0,0.0010879652425331847,0.18,0.25,True,0.34179375000000006,18.0
51,0.051000000000000004,49.99861036339706,0.35979043705180536,18.0,637.5,-15625.0,0.0,0.0011452611245251678,0.18,0.25,True,0.3597937500000001,18.0
52,0.052000000000000005,49.998433467388246,0.3777895678030962,18.0,621.875,-15625.0,5.551115123125783e-17,0.0012025570065171507,0.18,0.25,True,0.3777937500000001,18.0
53,0.053,49.99825657137942,0.39578869855438703,18.0,606.25,-15625.0,0.0,0.0012598528885091338,0.18,0.25,True,0.3957937500000001,18.0
54,0.054,49.9980796753706,0.41378782930567787,18.0,590.625,-15625.0,0.0,0.0013171487705011169,0.18,0.25,True,0.4137937500000001,18.0
55,0.055,49.99790277936178,0.4317869600569687,18.0,575.0,-15625.0,0.0,0.0013744446524930995,0.18,0.25,True,0.43179375000000014,18.0
56,0.056,49.997725883352956,0.44978609080825954,18.0,559.375,-15625.0,0.0,0.0014317405344850829,0.18,0.25,True,0.44979375000000016,18.0
57,0.057,49.99754898734413,0.4677852215595504,18.0,543.75,-15625.0,0.0,0.0014890364164770657,0.18,0.25,True,0.4677937500000002,18.0
58,0.058,49.997372091335315,0.48578435231084127,18.0,528.125,-15625.0,0.0,0.001546332298469049,0.18,0.25,True,0.4857937500000002,18.0
59,0.059000000000000004,49.99719519532649,0.503783483062132,18.0,512.5,-15625.0,0.0,0.001603628180461032,0.18,0.25,True,0.5037937500000002,18.0
60,0.06,49.99701829931767,0.5217826138134228,18.0,496.875,-15625.0,0.0,0.0016609240624530142,0.18,0.25,True,0.5217937500000002,18.0
61,0.061,49.99684140330885,0.5397817445647137,18.0,481.25,-15625.0,0.0,0.0017182199444449977,0.18,0.25,True,0.5397937500000002,18.0
62,0.062,49.996664507300025,0.5577808753160045,18.0,465.625,-15625.0,0.0,0.0017755158264369806,0.18,0.25,True,0.5577937500000002,18.0
63,0.063,49.99648761129121,0.5757800060672954,18.0,450.0,-15625.0,0.0,0.0018328117084289637,0.18,0.25,True,0.5757937500000002,18.0
64,0.064,49.996310715282384,0.5937791368185863,18.0,434.375,-15625.0,0.0,0.001890107590420947,0.18,0.25,True,0.5937937500000002,18.0
65,0.065,49.99613381927357,0.6117782675698771,18.0,418.75,-15625.0,0.0,0.0019474034724129292,0.18,0.25,True,0.6117937500000002,18.0
66,0.066,49.99595692326474,0.6297773983211679,18.0,403.125,-15625.0,0.0,0.002004699354404912,0.18,0.25,True,0.6297937500000003,18.0
67,0.067,49.99578002725592,0.6477765290724588,18.0,387.5,-15625.0,0.0,0.0020619952363968956,0.18,0.25,True,0.6477937500000003,18.0
68,0.068,49.99553359661778,0.6657747486163067,18.0,371.875,-15625.0,0.0,0.0021192911183888787,0.18,0.25,True,0.6657937500000003,18.0
69,0.069,49.99523877837359,0.6837723340711085,18.0,356.25,-15625.0,1.1102230246251565e-16,0.002176587000380862,0.18,0.25,True,0.6837937500000003,18.0
70,0.07,49.9949439601294,0.7017699195259103,18.0,340.625,-15625.0,0.0,0.002233882882372845,0.18,0.25,True,0.7017937500000003,18.0
71,0.07100000000000001,49.994649141885205,0.719767504980712,18.0,325.0,-15625.0,0.0,0.0022911787643648276,0.18,0.25,True,0.7197937500000003,18.0
72,0.07200000000000001,49.99435432364101,0.7377650904355137,18.0,309.375,-15625.0,0.0,0.0023484746463568107,0.18,0.25,True,0.7377937500000004,18.0
73,0.073,49.99405950539682,0.7557626758903155,18.0,293.75,-15625.0,0.0,0.002405770528348794,0.18,0.25,True,0.7557937500000004,18.0
74,0.074,49.99376468715263,0.7737602613451173,18.0,278.125,-15625.0,1.1102230246251565e-16,0.002463066410340777,0.18,0.25,True,0.7737937500000004,18.0
75,0.075,49.993469868908434,0.791757846799919,18.0,262.5,-15625.0,1.1102230246251565e-16,0.0025203622923327595,0.18,0.25,True,0.7917937500000004,18.0
76,0.076,49.99317505066424,0.8097554322547208,18.0,246.875,-15625.0,1.1102230246251565e-16,0.002577658174324743,0.18,0.25,True,0.8097937500000004,18.0
77,0.077,49.99288023242005,0.8277530177095226,18.0,231.25,-15625.0,1.1102230246251565e-16,0.002634954056316726,0.18,0.25,True,0.8277937500000004,18.0
78,0.078,49.992585414175856,0.8457506031643243,18.0,215.625,-15625.0,0.0,0.002692249938308709,0.18,0.25,True,0.8457937500000005,18.0
79,0.079,49.992290595931664,0.8637481886191261,18.0,200.0,-15625.0,1.1102230246251565e-16,0.002749545820300692,0.18,0.25,True,0.8637937500000005,18.0
80,0.08,49.99199577768747,0.8817457740739278,18.0,184.375,-15625.0,1.1102230246251565e-16,0.002806841702292675,0.18,0.25,True,0.8817937500000005,18.0
81,0.081,49.99170095944328,0.8997433595287296,18.0,168.75,-15625.0,1.1102230246251565e-16,0.002864137584284658,0.18,0.25,True,0.8997937500000005,18.0
82,0.082,49.991406141199086,0.9177409449835313,18.0,153.125,-15625.0,1.1102230246251565e-16,0.002921433466276641,0.18,0.25,True,0.9177937500000005,18.0
83,0.083,49.99111132295489,0.9357385304383331,18.0,137.5,-15625.0,1.1102230246251565e-16,0.002978729348268624,0.18,0.25,True,0.9357937500000005,18.0
84,0.084,49.9908165047107,0.9537361158931348,18.0,121.875,-15625.0,0.0,0.0030360252302606065,0.18,0.25,True,0.9537937500000006,18.0
85,0.085,49.99052168646651,0.9717337013479366,18.0,106.25,-15625.0,0.0,0.0030933211122525896,0.18,0.25,True,0.9717937500000006,18.0
86,0.08600000000000001,49.99018085673836,0.9897303823108236,18.0,90.625,-15625.0,0.0,0.0031506169942445727,0.18,0.25,True,0.9897937500000006,18.0
87,0.08700000000000001,49.989768128914186,1.0077256499038088,18.0,75.0,-15625.0,0.0,0.0032079128762365554,0.18,0.25,True,1.0077937500000005,18.0
88,0.088,49.98935540109,1.025720917496794,18.0,59.375,-15625.0,0.0,0.0032652087582285385,0.18,0.25,True,1.0257937500000005,18.0
89,0.089,49.988942673265825,1.0437161850897794,18.0,43.75,-15625.0,0.0,0.0033225046402205207,0.18,0.25,True,1.0437937500000005,18.0
90,0.09,49.98852994544164,1.0617114526827647,18.0,28.125,-15625.0,0.0,0.0033798005222125042,0.18,0.25,True,1.0617937500000005,18.0
91,0.091,49.98811721761746,1.07970672027575,18.0,12.5,-15625.0,0.0,0.0034370964042044873,0.18,0.25,True,1.0797937500000006,18.0
92,0.092,49.98770448979328,1.0977019878687353,18.0,0.0,-12500.0,0.0,0.0034943922861964704,0.18,0.2,True,1.0977937500000006,18.0
93,0.093,49.9872917619691,1.1156972554617206,18.0,0.0,0.0,0.0,0.003551688168188453,0.18,0.0,False,1.1157937500000006,18.0
94,0.094,49.98687903414492,1.1336925230547061,18.0,0.0,0.0,0.0,0.003608984050180436,0.18,0.0,False,1.1337937500000006,18.0
95,0.095,49.986466306320736,1.1516877906476912,18.0,0.0,0.0,0.0,0.0036662799321724193,0.18,0.0,False,1.1517937500000006,18.0
96,0.096,49.98605357849656,1.1696830582406768,18.0,0.0,0.0,0.0,0.0037235758141644024,0.18,0.0,False,1.1697937500000006,18.0
97,0.097,49.985640850672375,1.187678325833662,18.0,0.0,0.0,0.0,0.003780871696156386,0.18,0.0,False,1.1877937500000006,18.0
98,0.098,49.9852281228482,1.2056735934266474,18.0,0.0,0.0,0.0,0.003838167578148368,0.18,0.0,False,1.2057937500000007,18.0
99,0.099,49.984815395024015,1.2236688610196327,18.0,0.0,0.0,0.0,0.0038954634601403512,0.18,0.0,False,1.2237937500000007,18.0
100,0.1,49.98440266719984,1.241664128612618,18.0,0.0,0.0,0.0,0.003952759342132334,0.18,0.0,False,1.2417937500000007,18.0
101,0.101,49.983989939375654,1.2596593962056033,18.0,0.0,0.0,0.0,0.004010055224124317,0.18,0.0,False,1.2597937500000007,18.0
102,0.10200000000000001,49.98357721155147,1.2776546637985886,18.0,0.0,0.0,0.0,0.0040673511061163,0.18,0.0,False,1.2777937500000007,18.0
103,0.10300000000000001,49.98316448372729,1.295649931391574,18.0,0.0,0.0,0.0,0.004124646988108284,0.18,0.0,False,1.2957937500000007,18.0
104,0.10400000000000001,49.98272926348224,1.3136446093853436,18.0,0.0,0.0,0.0,0.004181942870100266,0.18,0.0,False,1.3137937500000008,18.0
105,0.105,49.982198643794845,1.331636786650682,18.0,0.0,0.0,0.0,0.004239238752092251,0.18,0.0,False,1.3317937500000008,18.0
106,0.106,49.98166802410746,1.3496289639160202,18.0,0.0,0.0,0.0,0.004296534634084233,0.18,0.0,False,1.3497937500000008,18.0
107,0.107,49.98113740442007,1.3676211411813584,18.0,0.0,0.0,0.0,0.004353830516076216,0.18,0.0,False,1.3677937500000008,18.0
108,0.108,49.98060678473267,1.3856133184466966,18.0,0.0,0.0,2.220446049250313e-16,0.004411126398068199,0.18,0.0,False,1.3857937500000008,18.0
109,0.109,49.98007616504528,1.4036054957120347,18.0,0.0,0.0,0.0,0.004468422280060182,0.18,0.0,False,1.4037937500000008,18.0
110,0.11,49.979545545357894,1.4215976729773732,18.0,0.0,0.0,0.0,0.004525718162052165,0.18,0.0,False,1.4217937500000009,18.0
111,0.111,49.979014925670505,1.4395898502427114,18.0,0.0,0.0,0.0,0.004583014044044148,0.18,0.0,False,1.4397937500000009,18.0
112,0.112,49.97848430598311,1.4575820275080495,18.0,0.0,0.0,0.0,0.004640309926036132,0.18,0.0,False,1.4577937500000009,18.0
113,0.113,49.97795368629572,1.4755742047733877,18.0,0.0,0.0,0.0,0.004697605808028114,0.18,0.0,False,1.475793750000001,18.0
114,0.114,49.97742306660833,1.493566382038726,18.0,0.0,0.0,0.0,0.004754901690020097,0.18,0.0,False,1.493793750000001,18.0
115,0.115,49.97689244692094,1.5115585593040641,18.0,0.0,0.0,0.0,0.004812197572012079,0.18,0.0,False,1.511793750000001,18.0
116,0.116,49.976361827233546,1.5295507365694023,18.0,0.0,0.0,0.0,0.004869493454004063,0.18,0.0,False,1.529793750000001,18.0
117,0.117,49.97583120754616,1.5475429138347407,18.0,0.0,0.0,0.0,0.004926789335996046,0.18,0.0,False,1.547793750000001,18.0
118,0.11800000000000001,49.97530058785877,1.565535091100079,18.0,0.0,0.0,0.0,0.004984085217988029,0.18,0.0,False,1.565793750000001,18.0
119,0.11900000000000001,49.97476996817137,1.5835272683654171,18.0,0.0,0.0,7.108895957933346e-15,0.005041381099980013,0.18,0.0,False,1.583793750000001,18.0
120,0.12,49.974239348483984,1.6015194456307553,18.0,0.0,0.0,0.0,0.005098676981971995,0.18,0.0,False,1.601793750000001,18.0
121,0.121,49.973708728796595,1.6195116228960935,18.0,0.0,0.0,0.0,0.005155972863963978,0.18,0.0,False,1.619793750000001,18.0
122,0.122,49.973178109109206,1.637503800161432,18.0,0.0,0.0,0.0,0.005213268745955961,0.18,0.0,False,1.637793750000001,18.0
123,0.123,49.972530639867635,1.6554921481767852,18.0,0.0,0.0,0.0,0.005270564627947944,0.18,0.0,False,1.655793750000001,18.0
124,0.124,49.97188215109445,1.6734804627813014,18.0,0.0,0.0,0.0,0.005327860509939927,0.18,0.0,False,1.673793750000001,18.0
125,0.125,49.971233662321254,1.6914687773858172,18.0,0.0,0.0,0.0,0.00538515639193191,0.18,0.0,False,1.691793750000001,18.0
126,0.126,49.97058517354806,1.7094570919903334,18.0,0.0,0.0,0.0,0.0054424522739238935,0.18,0.0,False,1.7097937500000011,18.0
127,0.127,49.96993668477487,1.7274454065948492,18.0,0.0,0.0,0.0,0.005499748155915875,0.18,0.0,False,1.7277937500000011,18.0
128,0.128,49.96928819600168,1.7454337211993654,18.0,0.0,0.0,0.0,0.005557044037907859,0.18,0.0,False,1.7457937500000011,18.0
129,0.129,49.96863970722848,1.7634220358038815,18.0,0.0,0.0,0.0,0.005614339919899842,0.18,0.0,False,1.7637937500000012,18.0
130,0.13,49.967991218455296,1.7814103504083973,18.0,0.0,0.0,0.0,0.005671635801891824,0.18,0.0,False,1.7817937500000012,18.0
131,0.131,49.9673427296821,1.7993986650129135,18.0,0.0,0.0,0.0,0.005728931683883808,0.18,0.0,False,1.7997937500000012,18.0
132,0.132,49.96669424090891,1.8173869796174293,18.0,0.0,0.0,0.0,0.005786227565875791,0.18,0.0,False,1.8177937500000012,18.0
133,0.133,49.96604575213571,1.8353752942219455,18.0,0.0,0.0,7.105427357601002e-15,0.005843523447867774,0.18,0.0,False,1.8357937500000012,18.0
134,0.134,49.965397263362526,1.8533636088264616,18.0,0.0,0.0,0.0,0.005900819329859757,0.18,0.0,False,1.8537937500000012,18.0
135,0.135,49.96474877458933,1.8713519234309774,18.0,0.0,0.0,0.0,0.00595811521185174,0.18,0.0,False,1.8717937500000013,18.0
136,0.136,49.96410028581614,1.8893402380354936,18.0,0.0,0.0,2.220446049250313e-16,0.006015411093843724,0.18,0.0,False,1.8897937500000013,18.0
137,0.137,49.96345179704295,1.9073285526400094,18.0,0.0,0.0,0.0,0.006072706975835705,0.18,0.0,False,1.9077937500000013,18.0
138,0.138,49.962803308269756,1.9253168672445256,18.0,0.0,0.0,0.0,0.006130002857827689,0.18,0.0,False,1.9257937500000013,18.0
139,0.139,49.96215481949656,1.9433051818490417,18.0,0.0,0.0,2.220446049250313e-16,0.0061872987398196725,0.18,0.0,False,1.9437937500000013,18.0
140,0.14,49.961506330723374,1.9612934964535578,18.0,0.0,0.0,0.0,0.006244594621811655,0.18,0.0,False,1.9617937500000013,18.0
141,0.14100000000000001,49.96076452204734,1.9792781406818611,18.0,0.0,0.0,0.0,0.006301890503803638,0.18,0.0,False,1.9797937500000014,18.0
142,0.14200000000000002,49.95999819202541,1.9972618204581887,18.0,0.0,0.0,0.0,0.006359186385795621,0.18,0.0,False,1.9977937500000014,18.0
143,0.14300000000000002,49.959231862003485,2.0152455002345158,18.0,0.0,0.0,0.0,0.006416482267787602,0.18,0.0,False,2.015793750000001,18.0
144,0.14400000000000002,49.95846553198155,2.033229180010843,18.0,0.0,0.0,0.0,0.006473778149779585,0.18,0.0,False,2.033793750000001,18.0
145,0.145,49.95769920195962,2.0512128597871704,18.0,0.0,0.0,0.0,0.0065310740317715684,0.18,0.0,False,2.0517937500000007,18.0
146,0.146,49.956932871937695,2.0691965395634977,18.0,0.0,0.0,0.0,0.006588369913763549,0.18,0.0,False,2.0697937500000005,18.0
147,0.147,49.95616654191576,2.087180219339825,18.0,0.0,0.0,0.0,0.006645665795755533,0.18,0.0,False,2.0877937500000003,18.0
148,0.148,49.95540021189383,2.1051638991161523,18.0,0.0,0.0,0.0,0.0067029616777475156,0.18,0.0,False,2.10579375,18.0
149,0.149,49.95463388187191,2.123147578892479,18.0,0.0,0.0,0.0,0.0067602575597394965,0.18,0.0,False,2.12379375,18.0
150,0.15,49.953867551849974,2.1411312586688065,18.0,0.0,0.0,0.0,0.006817553441731478,0.18,0.0,False,2.1417937499999997,18.0
151,0.151,49.95310122182804,2.159114938445134,18.0,0.0,0.0,0.0,0.006874849323723463,0.18,0.0,False,2.1597937499999995,18.0
152,0.152,49.95233489180612,2.177098618221461,18.0,0.0,0.0,0.0,0.006932145205715444,0.18,0.0,False,2.1777937499999993,18.0
153,0.153,49.951568561784185,2.1950822979977884,18.0,0.0,0.0,0.0,0.006989441087707427,0.18,0.0,False,2.195793749999999,18.0
154,0.154,49.95080223176225,2.2130659777741157,18.0,0.0,0.0,0.0,0.007046736969699409,0.18,0.0,False,2.213793749999999,18.0
155,0.155,49.95003590174033,2.231049657550443,18.0,0.0,0.0,0.0,0.007104032851691392,0.18,0.0,False,2.2317937499999987,18.0
156,0.156,49.949269571718396,2.2490333373267704,18.0,0.0,0.0,0.0,0.007161328733683374,0.18,0.0,False,2.2497937499999985,18.0
157,0.157,49.948503241696464,2.2670170171030977,18.0,0.0,0.0,0.0,0.007218624615675356,0.18,0.0,False,2.2677937499999983,18.0
158,0.158,49.94773691167454,2.2850006968794245,18.0,0.0,0.0,0.0,0.007275920497667337,0.18,0.0,False,2.285793749999998,18.0
159,0.159,49.94690078329456,2.302981173270638,18.0,0.0,0.0,0.0,0.00733321637965932,0.18,0.0,False,2.303793749999998,18.0
160,0.16,49.94601664491942,2.3209594462503653,18.0,0.0,0.0,0.0,0.0073905122616513014,0.18,0.0,False,2.3217937499999977,18.0
161,0.161,49.945132506544276,2.3389377192300924,18.0,0.0,0.0,0.0,0.007447808143643284,0.18,0.0,False,2.3397937499999975,18.0
162,0.162,49.944248368169134,2.35691599220982,18.0,0.0,0.0,0.0,0.007505104025635266,0.18,0.0,False,2.3577937499999972,18.0
163,0.163,49.94336422979399,2.374894265189547,18.0,0.0,0.0,0.0,0.0075623999076272486,0.18,0.0,False,2.375793749999997,18.0
164,0.164,49.94248009141885,2.3928725381692746,18.0,0.0,0.0,0.0,0.007619695789619231,0.18,0.0,False,2.393793749999997,18.0
165,0.165,49.9415959530437,2.4108508111490017,18.0,0.0,0.0,7.105427357601002e-15,0.007676991671611213,0.18,0.0,False,2.4117937499999966,18.0
166,0.166,49.94071181466856,2.428829084128729,18.0,0.0,0.0,0.0,0.0077342875536031966,0.18,0.0,False,2.4297937499999964,18.0
167,0.167,49.93982767629342,2.4468073571084563,18.0,0.0,0.0,0.0,0.0077915834355951775,0.18,0.0,False,2.447793749999996,18.0
168,0.168,49.93894353791828,2.464785630088184,18.0,0.0,0.0,0.0,0.007848879317587161,0.18,0.0,False,2.465793749999996,18.0
169,0.169,49.938059399543135,2.482763903067911,18.0,0.0,0.0,0.0,0.007906175199579143,0.18,0.0,False,2.483793749999996,18.0
170,0.17,49.937175261167994,2.5007421760476385,18.0,0.0,0.0,0.0,0.007963471081571125,0.18,0.0,False,2.5017937499999956,18.0
171,0.171,49.93629112279285,2.5187204490273656,18.0,0.0,0.0,0.0,0.008020766963563106,0.18,0.0,False,2.5197937499999954,18.0
172,0.17200000000000001,49.93540698441771,2.536698722007093,18.0,0.0,0.0,0.0,0.00807806284555509,0.18,0.0,False,2.537793749999995,18.0
173,0.17300000000000001,49.93452284604257,2.55467699498682,18.0,0.0,0.0,0.0,0.008135358727547072,0.18,0.0,False,2.555793749999995,18.0
174,0.17400000000000002,49.93363870766743,2.5726552679665478,18.0,0.0,0.0,0.0,0.008192654609539054,0.18,0.0,False,2.5737937499999948,18.0
175,0.17500000000000002,49.932754569292285,2.590633540946275,18.0,0.0,0.0,0.0,0.008249950491531035,0.18,0.0,False,2.5917937499999946,18.0
176,0.176,49.931870430917144,2.6086118139260024,18.0,0.0,0.0,0.0,0.008307246373523019,0.18,0.0,False,2.6097937499999944,18.0
177,0.177,49.93094000459509,2.626587658523027,18.0,0.0,0.0,0.0,0.008364542255514999,0.18,0.0,False,2.627793749999994,18.0
178,0.178,49.9299380958193,2.6445597529698355,18.0,0.0,0.0,0.0,0.008421838137506982,0.18,0.0,False,2.645793749999994,18.0
179,0.179,49.92893618704352,2.662531847416644,18.0,0.0,0.0,0.0,0.008479134019498966,0.18,0.0,False,2.6637937499999937,18.0
180,0.18,49.927934278267735,2.6805039418634524,18.0,0.0,0.0,0.0,0.008536429901490948,0.18,0.0,False,2.6817937499999935,18.0
181,0.181,49.92693236949195,2.698476036310261,18.0,0.0,0.0,0.0,0.008593725783482931,0.18,0.0,False,2.6997937499999933,18.0
182,0.182,49.92593046071617,2.716448130757069,18.0,0.0,0.0,0.0,0.008651021665474911,0.18,0.0,False,2.717793749999993,18.0
183,0.183,49.92492855194038,2.7344202252038774,18.0,0.0,0.0,0.0,0.008708317547466895,0.18,0.0,False,2.735793749999993,18.0
