step,time,x,y,v,a,j,contour_error,progress,v_over_vmax,abs_j_over_jmax,active_accdec_window,s_smoothed,v_cap
48,0.048,-39.14762689498559,13.667296968613991,18.0,684.375,-15625.0,1.7763568394002505e-15,0.0013228978555022666,0.18,0.25,True,0.30579375000000003,18.0
49,0.049,-39.131346271098046,13.674966976861063,18.0,668.75,-15625.0,1.7763568394002505e-15,0.0014007678623256005,0.18,0.25,True,0.32379375000000005,18.0
50,0.05,-39.11469909839011,13.681813263506557,18.0,653.125,-15625.0,1.7763568394002505e-15,0.0014786378691489667,0.18,0.25,True,0.34179375000000006,18.0
51,0.051000000000000004,-39.09805192568218,13.688659550152051,18.0,637.5,-15625.0,0.0,0.0015565078759723328,0.18,0.25,True,0.3597937500000001,18.0
52,0.052000000000000005,-39.081404752974244,13.695505836797546,18.0,621.875,-15625.0,0.0,0.001634377882795699,0.18,0.25,True,0.3777937500000001,18.0
53,0.053,-39.06475758026632,13.70235212344304,18.0,606.25,-15625.0,0.0,0.0017122478896190365,0.18,0.25,True,0.3957937500000001,18.0
54,0.054,-39.04811040755838,13.709198410088534,18.0,590.625,-15625.0,0.0,0.0017901178964424027,0.18,0.25,True,0.4137937500000001,18.0
55,0.055,-39.03146323485045,13.716044696734029,18.0,575.0,-15625.0,1.7763568394002505e-15,0.0018679879032657688,0.18,0.25,True,0.43179375000000014,18.0
56,0.056,-39.014816062142515,13.722890983379523,18.0,559.375,-15625.0,1.7763568394002505e-15,0.0019458579100891348,0.18,0.25,True,0.44979375000000016,18.0
57,0.057,-38.99816888943459,13.72973727002502,18.0,543.75,-15625.0,1.7763568394002505e-15,0.002023727916912475,0.18,0.25,True,0.4677937500000002,18.0
58,0.058,-38.981521716726654,13.736583556670514,18.0,528.125,-15625.0,0.0,0.0021015979237358415,0.18,0.25,True,0.4857937500000002,18.0
59,0.059000000000000004,-38.96487454401872,13.743429843316008,18.0,512.5,-15625.0,0.0,0.002179467930559208,0.18,0.25,True,0.5037937500000002,18.0
60,0.06,-38.948227371310786,13.750276129961502,18.0,496.875,-15625.0,1.7763568394002505e-15,0.002257337937382574,0.18,0.25,True,0.5217937500000002,18.0
61,0.061,-38.93158019860286,13.757122416606997,18.0,481.25,-15625.0,0.0,0.0023352079442059115,0.18,0.25,True,0.5397937500000002,18.0
62,0.062,-38.914933025894925,13.763968703252493,18.0,465.625,-15625.0,0.0,0.00241307795102928,0.18,0.25,True,0.5577937500000002,18.0
63,0.063,-38.89828585318699,13.770814989897987,18.0,450.0,-15625.0,0.0,0.0024909479578526465,0.18,0.25,True,0.5757937500000002,18.0
64,0.064,-38.88163868047906,13.777661276543482,18.0,434.375,-15625.0,1.7763568394002505e-15,0.0025688179646760124,0.18,0.25,True,0.5937937500000002,18.0
65,0.065,-38.86499150777113,13.784507563188976,18.0,418.75,-15625.0,0.0,0.0026466879714993506,0.18,0.25,True,0.6117937500000002,18.0
66,0.066,-38.848344335063196,13.79135384983447,18.0,403.125,-15625.0,0.0,0.0027245579783227165,0.18,0.25,True,0.6297937500000003,18.0
67,0.067,-38.83161028808433,13.797971834771262,18.0,387.5,-15625.0,0.0,0.002802427985146085,0.18,0.25,True,0.6477937500000003,18.0
68,0.068,-38.81462298439647,13.80392427237416,18.0,371.875,-15625.0,0.0,0.0028802979919694245,0.18,0.25,True,0.6657937500000003,18.0
69,0.069,-38.79763568070861,13.809876709977061,18.0,356.25,-15625.0,0.0,0.002958167998792795,0.18,0.25,True,0.6837937500000003,18.0
70,0.07,-38.780648377020746,13.81582914757996,18.0,340.625,-15625.0,1.7763568394002505e-15,0.003036038005616163,0.18,0.25,True,0.7017937500000003,18.0
71,0.07100000000000001,-38.76366107333289,13.821781585182858,18.0,325.0,-15625.0,0.0,0.003113908012439502,0.18,0.25,True,0.7197937500000003,18.0
72,0.07200000000000001,-38.74667376964503,13.827734022785757,18.0,309.375,-15625.0,1.7763568394002505e-15,0.0031917780192628705,0.18,0.25,True,0.7377937500000004,18.0
73,0.073,-38.729686465957165,13.833686460388657,18.0,293.75,-15625.0,1.7763568394002505e-15,0.0032696480260862412,0.18,0.25,True,0.7557937500000004,18.0
74,0.074,-38.71269916226931,13.839638897991556,18.0,278.125,-15625.0,0.0,0.0033475180329095803,0.18,0.25,True,0.7737937500000004,18.0
75,0.075,-38.69571185858145,13.845591335594454,18.0,262.5,-15625.0,1.7763568394002505e-15,0.003425388039732948,0.18,0.25,True,0.7917937500000004,18.0
76,0.076,-38.678724554893584,13.851543773197353,18.0,246.875,-15625.0,3.552713678800501e-15,0.003503258046556316,0.18,0.25,True,0.8097937500000004,18.0
77,0.077,-38.66173725120573,13.857496210800253,18.0,231.25,-15625.0,0.0,0.003581128053379658,0.18,0.25,True,0.8277937500000004,18.0
78,0.078,-38.644749947517866,13.863448648403152,18.0,215.625,-15625.0,1.7763568394002505e-15,0.0036589980602030263,0.18,0.25,True,0.8457937500000005,18.0
79,0.079,-38.62776264383,13.869401086006052,18.0,200.0,-15625.0,1.7763568394002505e-15,0.0037368680670263965,0.18,0.25,True,0.8637937500000005,18.0
80,0.08,-38.61077534014215,13.87535352360895,18.0,184.375,-15625.0,0.0,0.003814738073849736,0.18,0.25,True,0.8817937500000005,18.0
81,0.081,-38.593788036454285,13.88130596121185,18.0,168.75,-15625.0,0.0,0.0038926080806731067,0.18,0.25,True,0.8997937500000005,18.0
82,0.082,-38.57680073276642,13.88725839881475,18.0,153.125,-15625.0,1.7763568394002505e-15,0.003970478087496475,0.18,0.25,True,0.9177937500000005,18.0
83,0.083,-38.55981342907857,13.89321083641765,18.0,137.5,-15625.0,0.0,0.004048348094319817,0.18,0.25,True,0.9357937500000005,18.0
84,0.084,-38.542826125390704,13.899163274020548,18.0,121.875,-15625.0,0.0,0.004126218101143184,0.18,0.25,True,0.9537937500000006,18.0
85,0.085,-38.52573296408887,13.9047880736186,18.0,106.25,-15625.0,0.0,0.004204088107966556,0.18,0.25,True,0.9717937500000006,18.0
86,0.08600000000000001,-38.50847419675567,13.909900308955374,18.0,90.625,-15625.0,0.0,0.004281958114789911,0.18,0.25,True,0.9897937500000006,18.0
87,0.08700000000000001,-38.491215429422475,13.915012544292148,18.0,75.0,-15625.0,0.0,0.004359828121613266,0.18,0.25,True,1.0077937500000005,18.0
88,0.088,-38.47395666208928,13.920124779628923,18.0,59.375,-15625.0,0.0,0.00443769812843662,0.18,0.25,True,1.0257937500000005,18.0
89,0.089,-38.45669789475608,13.925237014965697,18.0,43.75,-15625.0,0.0,0.004515568135259974,0.18,0.25,True,1.0437937500000005,18.0
90,0.09,-38.43943912742289,13.930349250302472,18.0,28.125,-15625.0,0.0,0.004593438142083329,0.18,0.25,True,1.0617937500000005,18.0
91,0.091,-38.42218036008969,13.935461485639248,18.0,12.5,-15625.0,1.7763568394002505e-15,0.004671308148906686,0.18,0.25,True,1.0797937500000006,18.0
92,0.092,-38.40492159275649,13.940573720976023,18.0,0.0,-12500.0,0.0,0.00474917815573007,0.18,0.2,True,1.0977937500000006,18.0
93,0.093,-38.38766282542329,13.945685956312797,18.0,0.0,0.0,0.0,0.004827048162553424,0.18,0.0,False,1.1157937500000006,18.0
94,0.094,-38.370404058090095,13.950798191649572,18.0,0.0,0.0,0.0,0.00490491816937678,0.18,0.0,False,1.1337937500000006,18.0
95,0.095,-38.3531452907569,13.955910426986346,18.0,0.0,0.0,0.0,0.0049827881762001345,0.18,0.0,False,1.1517937500000006,18.0
96,0.096,-38.3358865234237,13.96102266232312,18.0,0.0,0.0,0.0,0.005060658183023489,0.18,0.0,False,1.1697937500000006,18.0
97,0.097,-38.31862775609051,13.966134897659895,18.0,0.0,0.0,0.0,0.005138528189846843,0.18,0.0,False,1.1877937500000006,18.0
98,0.098,-38.30136898875731,13.971247132996671,18.0,0.0,0.0,1.7763568394002505e-15,0.005216398196670201,0.18,0.0,False,1.2057937500000007,18.0
99,0.099,-38.28411022142411,13.976359368333446,18.0,0.0,0.0,0.0,0.005294268203493584,0.18,0.0,False,1.2237937500000007,18.0
100,0.1,-38.26685145409091,13.98147160367022,18.0,0.0,0.0,0.0,0.005372138210316939,0.18,0.0,False,1.2417937500000007,18.0
101,0.101,-38.249592686757715,13.986583839006995,18.0,0.0,0.0,0.0,0.005450008217140293,0.18,0.0,False,1.2597937500000007,18.0
102,0.10200000000000001,-38.23233391942452,13.99169607434377,18.0,0.0,0.0,0.0,0.005527878223963648,0.18,0.0,False,1.2777937500000007,18.0
103,0.10300000000000001,-38.21496390686758,13.996399229216555,18.0,0.0,0.0,1.7763568394002505e-15,0.005605748230786995,0.18,0.0,False,1.2957937500000007,18.0
104,0.10400000000000001,-38.19749300116624,14.000731371178079,18.0,0.0,0.0,0.0,0.0056836182376103625,0.18,0.0,False,1.3137937500000008,18.0
105,0.105,-38.18002209546489,14.005063513139604,18.0,0.0,0.0,0.0,0.00576148824443373,0.18,0.0,False,1.3317937500000008,18.0
106,0.106,-38.16255118976355,14.009395655101127,18.0,0.0,0.0,0.0,0.005839358251257097,0.18,0.0,False,1.3497937500000008,18.0
107,0.107,-38.14508028406221,14.01372779706265,18.0,0.0,0.0,0.0,0.005917228258080433,0.18,0.0,False,1.3677937500000008,18.0
108,0.108,-38.127609378360866,14.018059939024175,18.0,0.0,0.0,0.0,0.005995098264903802,0.18,0.0,False,1.3857937500000008,18.0
109,0.109,-38.11013847265952,14.022392080985698,18.0,0.0,0.0,0.0,0.0060729682717271674,0.18,0.0,False,1.4037937500000008,18.0
110,0.11,-38.09266756695818,14.026724222947223,18.0,0.0,0.0,0.0,0.006150838278550536,0.18,0.0,False,1.4217937500000009,18.0
111,0.111,-38.07519666125684,14.031056364908746,18.0,0.0,0.0,1.7763568394002505e-15,0.0062287082853738724,0.18,0.0,False,1.4397937500000009,18.0
112,0.112,-38.057725755555495,14.03538850687027,18.0,0.0,0.0,0.0,0.00630657829219724,0.18,0.0,False,1.4577937500000009,18.0
113,0.113,-38.04025484985415,14.039720648831794,18.0,0.0,0.0,0.0,0.006384448299020607,0.18,0.0,False,1.475793750000001,18.0
114,0.114,-38.02278394415281,14.044052790793318,18.0,0.0,0.0,1.7763568394002505e-15,0.006462318305843943,0.18,0.0,False,1.493793750000001,18.0
115,0.115,-38.00531303845147,14.048384932754841,18.0,0.0,0.0,0.0,0.00654018831266731,0.18,0.0,False,1.511793750000001,18.0
116,0.116,-37.987842132750124,14.052717074716366,18.0,0.0,0.0,0.0,0.006618058319490678,0.18,0.0,False,1.529793750000001,18.0
117,0.117,-37.97037122704878,14.057049216677889,18.0,0.0,0.0,0.0,0.006695928326314045,0.18,0.0,False,1.547793750000001,18.0
118,0.11800000000000001,-37.95290032134744,14.061381358639412,18.0,0.0,0.0,0.0,0.006773798333137381,0.18,0.0,False,1.565793750000001,18.0
119,0.11900000000000001,-37.9354294156461,14.065713500600937,18.0,0.0,0.0,1.7763568394002505e-15,0.00685166833996075,0.18,0.0,False,1.583793750000001,18.0
120,0.12,-37.917958509944754,14.07004564256246,18.0,0.0,0.0,0.0,0.006929538346784115,0.18,0.0,False,1.601793750000001,18.0
121,0.121,-37.900380779109305,14.073905949194032,18.0,0.0,0.0,0.0,0.007007408353607476,0.18,0.0,False,1.619793750000001,18.0
122,0.122,-37.882747631348266,14.077521485120759,18.0,0.0,0.0,0.0,0.007085278360430845,0.18,0.0,False,1.637793750000001,18.0
123,0.123,-37.865114483587234,14.081137021047484,18.0,0.0,0.0,0.0,0.007163148367254183,0.18,0.0,False,1.655793750000001,18.0
124,0.124,-37.847481335826195,14.08475255697421,18.0,0.0,0.0,0.0,0.007241018374077553,0.18,0.0,False,1.673793750000001,18.0
125,0.125,-37.82984818806516,14.088368092900936,18.0,0.0,0.0,1.7763568394002505e-15,0.007318888380900921,0.18,0.0,False,1.691793750000001,18.0
126,0.126,-37.812215040304125,14.091983628827663,18.0,0.0,0.0,0.0,0.007396758387724261,0.18,0.0,False,1.7097937500000011,18.0
127,0.127,-37.794581892543086,14.095599164754388,18.0,0.0,0.0,1.7763568394002505e-15,0.007474628394547629,0.18,0.0,False,1.7277937500000011,18.0
128,0.128,-37.77694874478205,14.099214700681115,18.0,0.0,0.0,1.7763568394002505e-15,0.0075524984013709984,0.18,0.0,False,1.7457937500000011,18.0
129,0.129,-37.759315597021015,14.10283023660784,18.0,0.0,0.0,1.7763568394002505e-15,0.007630368408194335,0.18,0.0,False,1.7637937500000012,18.0
130,0.13,-37.741682449259976,14.106445772534567,18.0,0.0,0.0,1.7763568394002505e-15,0.007708238415017705,0.18,0.0,False,1.7817937500000012,18.0
131,0.131,-37.72404930149894,14.110061308461292,18.0,0.0,0.0,1.7763568394002505e-15,0.007786108421841073,0.18,0.0,False,1.7997937500000012,18.0
132,0.132,-37.706416153737905,14.113676844388019,18.0,0.0,0.0,0.0,0.007863978428664414,0.18,0.0,False,1.8177937500000012,18.0
133,0.133,-37.688783005976866,14.117292380314746,18.0,0.0,0.0,0.0,0.007941848435487783,0.18,0.0,False,1.8357937500000012,18.0
134,0.134,-37.67114985821583,14.120907916241471,18.0,0.0,0.0,1.7763568394002505e-15,0.00801971844231115,0.18,0.0,False,1.8537937500000012,18.0
135,0.135,-37.653516710454795,14.124523452168198,18.0,0.0,0.0,0.0,0.00809758844913449,0.18,0.0,False,1.8717937500000013,18.0
136,0.136,-37.635883562693756,14.128138988094925,18.0,0.0,0.0,0.0,0.00817545845595786,0.18,0.0,False,1.8897937500000013,18.0
137,0.137,-37.61825041493272,14.131754524021652,18.0,0.0,0.0,0.0,0.008253328462781229,0.18,0.0,False,1.9077937500000013,18.0
138,0.138,-37.600617267171685,14.135370059948377,18.0,0.0,0.0,0.0,0.008331198469604567,0.18,0.0,False,1.9257937500000013,18.0
139,0.139,-37.5828881002293,14.1384691108544,18.0,0.0,0.0,0.0,0.00840906847642794,0.18,0.0,False,1.9437937500000013,18.0
140,0.14,-37.565133700699526,14.14143243623939,18.0,0.0,0.0,0.0,0.008486938483251306,0.18,0.0,False,1.9617937500000013,18.0
141,0.14100000000000001,-37.547379301169755,14.144395761624377,18.0,0.0,0.0,0.0,0.00856480849007467,0.18,0.0,False,1.9797937500000014,18.0
142,0.14200000000000002,-37.52962490163999,14.147359087009365,18.0,0.0,0.0,0.0,0.008642678496898005,0.18,0.0,False,1.9977937500000014,18.0
143,0.14300000000000002,-37.51187050211022,14.150322412394354,18.0,0.0,0.0,0.0,0.008720548503721372,0.18,0.0,False,2.015793750000001,18.0
144,0.14400000000000002,-37.49411610258045,14.153285737779342,18.0,0.0,0.0,0.0,0.008798418510544736,0.18,0.0,False,2.033793750000001,18.0
145,0.145,-37.47636170305068,14.156249063164331,18.0,0.0,0.0,0.0,0.008876288517368101,0.18,0.0,False,2.0517937500000007,18.0
146,0.146,-37.458607303520914,14.159212388549319,18.0,0.0,0.0,1.7763568394002505e-15,0.008954158524191437,0.18,0.0,False,2.0697937500000005,18.0
147,0.147,-37.44085290399114,14.162175713934307,18.0,0.0,0.0,0.0,0.009032028531014803,0.18,0.0,False,2.0877937500000003,18.0
148,0.148,-37.42309850446137,14.165139039319296,18.0,0.0,0.0,1.7763568394002505e-15,0.009109898537838168,0.18,0.0,False,2.10579375,18.0
149,0.149,-37.4053441049316,14.168102364704284,18.0,0.0,0.0,0.0,0.009187768544661532,0.18,0.0,False,2.12379375,18.0
150,0.15,-37.38758970540184,14.171065690089272,18.0,0.0,0.0,0.0,0.009265638551484868,0.18,0.0,False,2.1417937499999997,18.0
151,0.151,-37.369835305872066,14.174029015474261,18.0,0.0,0.0,1.7763568394002505e-15,0.009343508558308233,0.18,0.0,False,2.1597937499999995,18.0
152,0.152,-37.352080906342294,14.176992340859249,18.0,0.0,0.0,0.0,0.009421378565131597,0.18,0.0,False,2.1777937499999993,18.0
153,0.153,-37.33432650681252,14.179955666244236,18.0,0.0,0.0,0.0,0.009499248571954963,0.18,0.0,False,2.195793749999999,18.0
154,0.154,-37.31657210728276,14.182918991629224,18.0,0.0,0.0,0.0,0.009577118578778299,0.18,0.0,False,2.213793749999999,18.0
155,0.155,-37.29881770775299,14.185882317014213,18.0,0.0,0.0,0.0,0.009654988585601664,0.18,0.0,False,2.2317937499999987,18.0
156,0.156,-37.28106330822322,14.188845642399201,18.0,0.0,0.0,0.0,0.009732858592425028,0.18,0.0,False,2.2497937499999985,18.0
157,0.157,-37.26322726475432,14.191264506047373,18.0,0.0,0.0,0.0,0.00981072859924838,0.18,0.0,False,2.2677937499999983,18.0
158,0.158,-37.24538458103487,14.193639087628974,18.0,0.0,0.0,1.7763568394002505e-15,0.009888598606071742,0.18,0.0,False,2.285793749999998,18.0
159,0.159,-37.22754189731542,14.196013669210572,18.0,0.0,0.0,0.0,0.009966468612895104,0.18,0.0,False,2.303793749999998,18.0
160,0.16,-37.20969921359597,14.198388250792172,18.0,0.0,0.0,0.0,0.010044338619718466,0.18,0.0,False,2.3217937499999977,18.0
161,0.161,-37.19185652987652,14.200762832373773,18.0,0.0,0.0,0.0,0.010122208626541828,0.18,0.0,False,2.3397937499999975,18.0
162,0.162,-37.17401384615707,14.203137413955373,18.0,0.0,0.0,0.0,0.01020007863336519,0.18,0.0,False,2.3577937499999972,18.0
163,0.163,-37.15617116243762,14.205511995536972,18.0,0.0,0.0,0.0,0.01027794864018852,0.18,0.0,False,2.375793749999997,18.0
164,0.164,-37.13832847871817,14.207886577118572,18.0,0.0,0.0,0.0,0.010355818647011883,0.18,0.0,False,2.393793749999997,18.0
165,0.165,-37.12048579499872,14.210261158700172,18.0,0.0,0.0,0.0,0.010433688653835246,0.18,0.0,False,2.4117937499999966,18.0
166,0.166,-37.10264311127927,14.212635740281772,18.0,0.0,0.0,0.0,0.010511558660658608,0.18,0.0,False,2.4297937499999964,18.0
167,0.167,-37.08480042755982,14.215010321863371,18.0,0.0,0.0,0.0,0.010589428667481969,0.18,0.0,False,2.447793749999996,18.0
168,0.168,-37.06695774384037,14.217384903444971,18.0,0.0,0.0,0.0,0.010667298674305332,0.18,0.0,False,2.465793749999996,18.0
169,0.169,-37.04911506012092,14.219759485026572,18.0,0.0,0.0,0.0,0.010745168681128694,0.18,0.0,False,2.483793749999996,18.0
170,0.17,-37.03127237640147,14.222134066608172,18.0,0.0,0.0,0.0,0.010823038687952057,0.18,0.0,False,2.5017937499999956,18.0
171,0.171,-37.013429692682024,14.224508648189772,18.0,0.0,0.0,1.7763568394002505e-15,0.010900908694775387,0.18,0.0,False,2.5197937499999954,18.0
172,0.17200000000000001,-36.99558700896257,14.22688322977137,18.0,0.0,0.0,0.0,0.01097877870159875,0.18,0.0,False,2.537793749999995,18.0
173,0.17300000000000001,-36.97774432524312,14.229257811352971,18.0,0.0,0.0,0.0,0.011056648708422111,0.18,0.0,False,2.555793749999995,18.0
174,0.17400000000000002,-36.95989808188471,14.231602251318693,18.0,0.0,0.0,0.0,0.011134518715245475,0.18,0.0,False,2.5737937499999948,18.0
175,0.17500000000000002,-36.94199310588674,14.233449366505146,18.0,0.0,0.0,0.0,0.011212388722068832,0.18,0.0,False,2.5917937499999946,18.0
176,0.176,-36.924088129888766,14.235296481691602,18.0,0.0,0.0,0.0,0.011290258728892189,0.18,0.0,False,2.6097937499999944,18.0
177,0.177,-36.906183153890794,14.237143596878056,18.0,0.0,0.0,0.0,0.011368128735715546,0.18,0.0,False,2.627793749999994,18.0
178,0.178,-36.88827817789282,14.238990712064512,18.0,0.0,0.0,0.0,0.011445998742538903,0.18,0.0,False,2.645793749999994,18.0
179,0.179,-36.87037320189485,14.240837827250965,18.0,0.0,0.0,0.0,0.01152386874936226,0.18,0.0,False,2.6637937499999937,18.0
180,0.18,-36.85246822589688,14.242684942437421,18.0,0.0,0.0,1.7763568394002505e-15,0.011601738756185616,0.18,0.0,False,2.6817937499999935,18.0
181,0.181,-36.834563249898906,14.244532057623875,18.0,0.0,0.0,0.0,0.011679608763008975,0.18,0.0,False,2.6997937499999933,18.0
182,0.182,-36.816658273900934,14.24637917281033,18.0,0.0,0.0,1.7763568394002505e-15,0.01175747876983233,0.18,0.0,False,2.717793749999993,18.0
183,0.183,-36.79875329790296,14.248226287996784,18.0,0.0,0.0,0.0,0.011835348776655687,0.18,0.0,False,2.735793749999993,18.0
184,0.184,-36.78084832190499,14.25007340318324,18.0,0.0,0.0,1.7763568394002505e-15,0.011913218783479045,0.18,0.0,False,2.7537937499999927,18.0
