step,x,y,velocity
132,3.9881355605,-0.0110702360,27.5716743046
133,4.0157070182,-0.0111795270,27.5716743046
134,4.0432784536,-0.0112943105,27.5716743046
135,4.0708498707,-0.0114133917,27.5716743046
136,4.0984212795,-0.0115344007,27.5716743046
137,4.1259926549,-0.0116627842,27.5716743046
138,4.1535640146,-0.0117944922,27.5716743046
139,4.1811353929,-0.0119222521,27.5716743046
140,4.2087067501,-0.0120544859,27.5716743046
141,4.2362781111,-0.0121859365,27.5716743046
142,4.2638494502,-0.0123218919,27.5716743046
143,4.2914208000,-0.0124556545,27.5716743046
144,4.3189921252,-0.0125944006,27.5716743046
145,4.3465634489,-0.0127334442,27.5716743046
146,4.3741347519,-0.0128765350,27.5716743046
147,4.4017060953,-0.0130116270,27.5716743046
148,4.4292774220,-0.0131500764,27.5716743046
149,4.4568487362,-0.0132909958,27.5716743046
150,4.4844200459,-0.0134327785,27.5716743046
151,4.5119913727,-0.0135712122,27.5716743046
152,4.5395626815,-0.0137131676,27.5716743046
153,4.5671339653,-0.0138599148,27.5716743046
154,4.5947052371,-0.0140089093,27.5716743046
155,4.6222764909,-0.0141611790,27.5716743046
156,4.6498477263,-0.0143167434,27.5716743046
157,4.6774189880,-0.0144675818,27.5716743046
158,4.7049902272,-0.0146224824,27.5716743046
159,4.7325614713,-0.0147765082,27.5716743046
160,4.7601326772,-0.0149372130,27.5716743046
161,4.7877038523,-0.0151031408,27.5716743046
162,4.8152750507,-0.0152651219,27.5716743046
163,4.8428462394,-0.0154287753,27.5716743046
164,4.8704174521,-0.0155883092,27.5716743046
165,4.8979885904,-0.0157602398,27.5716743046
166,4.9255597068,-0.0159356237,27.5716743046
167,4.9531307900,-0.0161161757,27.5716743046
168,4.9807018207,-0.0163045626,27.5716743046
169,5.0082728364,-0.0164951335,27.5716743046
170,5.0358438225,-0.0166899329,27.5716743046
171,5.0634148335,-0.0168811855,27.5716743046
172,5.0909858844,-0.0170665915,27.5716743046
173,5.1185569408,-0.0172511848,27.5716743046
174,5.1461280110,-0.0174336950,27.5716743046
175,5.1736991068,-0.0176123084,27.5716743046
176,5.2012702170,-0.0177886815,27.5716743046
177,5.2288412951,-0.0179699966,27.5716743046
178,5.2564123753,-0.0181509985,27.5716743046
179,5.2839834183,-0.0183375757,27.5716743046
180,5.3115544395,-0.0185273400,27.5716743046
181,5.3391254648,-0.0187165197,27.5716743046
182,5.3666964376,-0.0189132077,27.5716743046
183,5.3942674620,-0.0191025142,27.5716743046
184,5.4218384760,-0.0192933212,27.5716743046
185,5.4494094590,-0.0194885700,27.5716743046
186,5.4769805264,-0.0196715030,27.5716743046
187,5.5045515850,-0.0198557661,27.5716743046
188,5.5321226172,-0.0200439324,27.5716743046
189,5.5596937886,-0.0202104594,27.5716743046
190,5.5872648854,-0.0203889205,27.5716743046
191,5.6148359345,-0.0205745880,27.5716743046
192,5.6424070063,-0.0207568740,27.5716743046
193,5.6699780449,-0.0209440945,27.5716743046
194,5.6975489985,-0.0211434500,27.5716743046
195,5.7251199545,-0.0213424632,27.5716743046
196,5.7526908984,-0.0215431530,27.5716743046
197,5.7802618654,-0.0217406512,27.5716743046
198,5.8078327684,-0.0219468892,27.5716743046
199,5.8354036531,-0.0221555451,27.5716743046
200,5.8629746218,-0.0223527958,27.5716743046
201,5.8905455579,-0.0225545637,27.5716743046
202,5.9181165011,-0.0227553444,27.5716743046
203,5.9456874582,-0.0229542089,27.5716743046
204,5.9732584227,-0.0231520570,27.5716743046
205,6.0008293659,-0.0233528425,27.5716743046
206,6.0283805555,-0.0235162716,27.5516743046
207,6.0558919063,-0.0236496917,27.5116743046
208,6.0833432893,-0.0237761424,27.4516743046
209,6.1107547661,-0.0238802144,27.4116743046
210,6.1381063041,-0.0239665620,27.3516743046
211,6.1653776193,-0.0241065053,27.2716743046
212,6.1925886778,-0.0242895789,27.2116743046
213,6.2197194798,-0.0245071379,27.1316743046
214,6.2467501571,-0.0247393068,27.0316743046
215,6.2736611767,-0.0249270155,26.9116743046
216,6.3004720154,-0.0251386933,26.8116743046
217,6.3271627572,-0.0253618103,26.6916743046
218,6.3537132626,-0.0256109551,26.5516743046
219,6.3801435584,-0.0258808999,26.4316743046
220,6.4064336750,-0.0261670942,26.2916743046
221,6.4326036393,-0.0264662654,26.1716743046
222,6.4586334782,-0.0267753778,26.0316743046
223,6.4845439907,-0.0270207533,25.9116743046
224,6.5103142923,-0.0272867479,25.7716743046
225,6.5359644114,-0.0275692102,25.6516743046
226,6.5615143749,-0.0278648862,25.5516743046
227,6.5869842070,-0.0281712305,25.4716743046
228,6.6123539315,-0.0284857651,25.3716743046
229,6.6376444019,-0.0287325396,25.2916743046
230,6.6628348576,-0.0289803205,25.1916743046
231,6.6879453610,-0.0292228163,25.1116743046
232,6.7129956451,-0.0294867404,25.0516743046
233,6.7380057377,-0.0297680189,25.0116743046
234,6.7629556685,-0.0300629863,24.9516743046
235,6.7878255091,-0.0303649926,24.8716743046
236,6.8125952323,-0.0306758960,24.7716743046
237,6.8372848577,-0.0309939829,24.6916743046
238,6.8618744050,-0.0313174124,24.5916743046
239,6.8863438915,-0.0316446349,24.4716743046
240,6.9106733317,-0.0319743505,24.3316743046
241,6.9348827345,-0.0323059972,24.2116743046
242,6.9589921067,-0.0326391812,24.1116743046
243,6.9830214534,-0.0329736423,24.0316743046
244,7.0069907787,-0.0333092262,23.9716743046
245,7.0309200850,-0.0336458745,23.9316743046
246,7.0547904057,-0.0339000874,23.8716743046
247,7.0786213372,-0.0340882468,23.8316743046
248,7.1023926276,-0.0342233528,23.7716743046
249,7.1261236437,-0.0344001036,23.7316743046
250,7.1497949833,-0.0345259872,23.6716743046
251,7.1733860495,-0.0346953767,23.5916743046
252,7.1969168396,-0.0348993633,23.5316743046
253,7.2203680569,-0.0350457760,23.4516743046
254,7.2437590016,-0.0352305197,23.3916743046
255,7.2671096854,-0.0354455985,23.3516743046
256,7.2904008544,-0.0355990253,23.2916743046
257,7.3136117598,-0.0357879579,23.2116743046
258,7.3367630613,-0.0359193293,23.1516743046
259,7.3598741046,-0.0360901216,23.1116743046
260,7.3829648945,-0.0362922189,23.0916743046
261,7.4060154552,-0.0365188032,23.0516743046
262,7.4290465801,-0.0366778752,23.0316743046
263,7.4520380173,-0.0367823099,22.9916743046
264,7.4750092164,-0.0369300610,22.9716743046
265,7.4979801676,-0.0371123333,22.9716743046
266,7.5209715197,-0.0372340414,22.9916743046
267,7.5440026289,-0.0373953912,23.0316743046
268,7.5670534966,-0.0375882281,23.0516743046
269,7.5901448139,-0.0377166241,23.0916743046
270,7.6132558909,-0.0378827899,23.1116743046
271,7.6363667582,-0.0380759188,23.1116743046
272,7.6594580867,-0.0382023030,23.0916743046
273,7.6825491805,-0.0383660359,23.0916743046
274,7.7056600443,-0.0385595872,23.1116743046
275,7.7288106979,-0.0387769849,23.1516743046
276,7.7519819289,-0.0389203123,23.1716743046
277,7.7751529310,-0.0390968092,23.1716743046
278,7.7983037188,-0.0392994196,23.1516743046
279,7.8214143177,-0.0395223733,23.1116743046
280,7.8445047552,-0.0397613629,23.0916743046
281,7.8675558978,-0.0399179274,23.0516743046
282,7.8905468287,-0.0401028182,22.9916743046
283,7.9134582291,-0.0402148449,22.9116743046
284,7.9362694213,-0.0403631595,22.8116743046
285,7.9589604254,-0.0405375525,22.6916743046
286,7.9815112425,-0.0407341778,22.5516743046
287,8.0039018992,-0.0409476560,22.3916743046
288,8.0261131810,-0.0410797044,22.2116743046
289,8.0481247528,-0.0411468873,22.0116743046
290,8.0699161573,-0.0412553075,21.7916743046
291,8.0914673753,-0.0413955508,21.5516743046
292,8.1127989227,-0.0414691516,21.3316743046
293,8.1338903036,-0.0415803957,21.0916743046
294,8.1547219162,-0.0416310917,20.8316743046
295,8.1753133865,-0.0417227476,20.5916743046
296,8.1956450297,-0.0417583626,20.3316743046
297,8.2157367022,-0.0417500498,20.0916743046
298,8.2356083299,-0.0417930908,19.8716743046
299,8.2552800042,-0.0417913593,19.6716743046
300,8.2747316437,-0.0417545765,19.4516743046
301,8.2939433087,-0.0417734776,19.2116743046
302,8.3129349729,-0.0417539060,18.9916743046
303,8.3317266209,-0.0417853307,18.7916743046
304,8.3503381586,-0.0418566632,18.6116743046
305,8.3687898188,-0.0418794512,18.4516743046
306,8.3870613826,-0.0419429848,18.2716743046
307,8.4051328063,-0.0420381699,18.0716743046
308,8.4229840807,-0.0421576566,17.8516743046
309,8.4406356484,-0.0422189847,17.6516743046
310,8.4581071390,-0.0422991250,17.4716743046
311,8.4754187863,-0.0423296966,17.3116743046
312,8.4925503320,-0.0423960759,17.1316743046
313,8.5094817448,-0.0424901760,16.9316743046
314,8.5262333663,-0.0425322450,16.7516743046
315,8.5428250347,-0.0425462104,16.5916743046
316,8.5592366290,-0.0425974495,16.4116743046
317,8.5754882308,-0.0426459863,16.2516743046
318,8.5915597175,-0.0427236449,16.0716743046
319,8.6074710757,-0.0428239475,15.9116743046
320,8.6232423093,-0.0429418411,15.7716743046
321,8.6388534322,-0.0430730565,15.6116743046
322,8.6542849365,-0.0431454912,15.4316743046
323,8.6695165885,-0.0431715834,15.2316743046
324,8.6845681552,-0.0432284982,15.0516743046
325,8.6994196103,-0.0433091802,14.8516743046
326,8.7140911551,-0.0433708286,14.6716743046
327,8.7285626533,-0.0434422248,14.4716743046
328,8.7428541727,-0.0435087609,14.2916743046
329,8.7569857569,-0.0435592265,14.1316743046
330,8.7709374075,-0.0435849275,13.9516743046
331,8.7847290581,-0.0436105202,13.7916743046
332,8.7983807297,-0.0436018680,13.6516743046
333,8.8118722908,-0.0435466143,13.4916743046
334,8.8251837722,-0.0434749398,13.3116743046
335,8.8383348406,-0.0433486986,13.1516743046
336,8.8513052769,-0.0431694873,12.9716743046
337,8.8640748756,-0.0429392400,12.7716743046
338,8.8766634384,-0.0426593362,12.5916743046
339,8.8890526961,-0.0424146198,12.3916743046
340,8.9012604761,-0.0421062423,12.2116743046
341,8.9133065548,-0.0417390320,12.0516743046
342,8.9251707673,-0.0413181870,11.8716743046
343,8.9368329923,-0.0408486238,11.6716743046
344,8.9482731464,-0.0403350878,11.4516743046
345,8.9594769492,-0.0399150362,11.2116743046
346,8.9704578898,-0.0394293954,10.9916743046
347,8.9812022860,-0.0390338572,10.7516743046
348,8.9916889804,-0.0387106367,10.4916743046
349,9.0018920161,-0.0382906902,10.2116743046
350,9.0118388850,-0.0379814656,9.9516743046
351,9.0215416656,-0.0375659336,9.7116743046
352,9.0309873848,-0.0372304721,9.4516743046
353,9.0401955456,-0.0369760720,9.2116743046
354,9.0491792451,-0.0365974567,8.9916743046
355,9.0579579204,-0.0361195474,8.7916743046
356,9.0665215199,-0.0357475738,8.5716743046
357,9.0748887253,-0.0354740692,8.3716743046
358,9.0830374432,-0.0352545487,8.1516743046
359,9.0909871402,-0.0350772271,7.9516743046
360,9.0987574748,-0.0349329327,7.7716743046
361,9.1063282329,-0.0348151443,7.5716743046
362,9.1136792736,-0.0347186258,7.3516743046
363,9.1208305017,-0.0346387384,7.1516743046
364,9.1277978568,-0.0343933703,6.9716743046
365,9.1346067109,-0.0341973789,6.8116743046
366,9.1412699150,-0.0338613002,6.6716743046
367,9.1477664415,-0.0334174012,6.5116743046
368,9.1540763196,-0.0328924851,6.3316743046
369,9.1601801626,-0.0323089353,6.1316743046
370,9.1660986569,-0.0316813584,5.9516743046
371,9.1718307560,-0.0312072302,5.7516743046
372,9.1773367870,-0.0306752129,5.5316743046
373,9.1826375125,-0.0301015753,5.3316743046
374,9.1877140045,-0.0295028735,5.1116743046
375,9.1926051409,-0.0290541764,4.9116743046
376,9.1972709132,-0.0285618591,4.6916743046
377,9.2016924546,-0.0280447749,4.4516743046
378,9.2058645065,-0.0276396619,4.1916743046
379,9.2097921049,-0.0272041156,3.9516743046
380,9.2134564861,-0.0267560427,3.6916743046
381,9.2168920298,-0.0264227332,3.4516743046
382,9.2201142044,-0.0261751258,3.2316743046
383,9.2231403069,-0.0259914064,3.0316743046
384,9.2259821811,-0.0257551918,2.8516743046
385,9.2286264932,-0.0255577321,2.6516743046
386,9.2310871373,-0.0253244852,2.4716743046
387,9.2333923555,-0.0251518369,2.3116743046
388,9.2355542198,-0.0249456531,2.1716743046
389,9.2375931467,-0.0247173010,2.0516743046
390,9.2394899395,-0.0244792342,1.9116743046
391,9.2412651491,-0.0242368965,1.7916743046
392,9.2429072860,-0.0240596553,1.6516743046
393,9.2443935796,-0.0239330704,1.4916743046
394,9.2457379274,-0.0237925280,1.3516743046
395,9.2469654390,-0.0236913502,1.2316743046
396,9.2480912080,-0.0235758907,1.1316743046
397,9.2491355356,-0.0234517987,1.0516743046
398,9.2500790294,-0.0233272859,0.9516743046
399,9.2509023747,-0.0232098779,0.8316743046
400,9.2515862762,-0.0231064758,0.6916743046
401,9.2521539176,-0.0230386912,0.5716743046
402,9.2526235151,-0.0229944771,0.4716743046
403,9.2529729864,-0.0229551755,0.3516743046
404,9.2532226493,-0.0229234205,0.2516743046
405,9.2533926879,-0.0228997787,0.1716743046
406,9.2534639345,-0.0228919601,0.0716743046
407,9.2534639345,-0.0228919601,0.0000000000
408,9.2534639345,-0.0228919601,0.0000000000
409,9.2534639345,-0.0228919601,0.0000000000
410,9.2534639345,-0.0228919601,0.0000000000
411,9.2534639345,-0.0228919601,0.0000000000
412,9.2534837539,-0.0228892784,0.0200000000
413,9.2535434148,-0.0228829078,0.0600000000
414,9.2536228194,-0.0228731658,0.0800000000
415,9.2537024495,-0.0228654823,0.0800000000
416,9.2538021629,-0.0228579161,0.1000000000
417,9.2539419162,-0.0228496093,0.1400000000
418,9.2541412025,-0.0228327278,0.2000000000
419,9.2543805362,-0.0228148562,0.2400000000
420,9.2546400928,-0.0227996794,0.2600000000
421,9.2548992227,-0.0227784257,0.2600000000
422,9.2551387276,-0.0227630179,0.2400000000
423,9.2553784256,-0.0227509827,0.2400000000
424,9.2556380527,-0.0227370612,0.2600000000
425,9.2558975174,-0.0227203859,0.2600000000
426,9.2561764206,-0.0226956275,0.2800000000
427,9.2564945544,-0.0226611182,0.3200000000
428,9.2568716512,-0.0226142351,0.3800000000
429,9.2572877595,-0.0225571921,0.4200000000
430,9.2577626309,-0.0224872130,0.4800000000
431,9.2583159682,-0.0224010858,0.5600000000
432,9.2589279561,-0.0223017340,0.6200000000
433,9.2596222765,-0.0222127439,0.7000000000
434,9.2603748937,-0.0221070682,0.7600000000
435,9.2612055636,-0.0219822182,0.8400000000
436,9.2620944940,-0.0218414961,0.9000000000
437,9.2630219836,-0.0216886462,0.9400000000
438,9.2639740920,-0.0215658065,0.9600000000
439,9.2649265607,-0.0214457926,0.9600000000
440,9.2658972112,-0.0213107458,0.9800000000
441,9.2668713764,-0.0212039655,0.9800000000
442,9.2678238291,-0.0210838240,0.9600000000
443,9.2687350068,-0.0209567214,0.9200000000
444,9.2696250117,-0.0208229629,0.9000000000
445,9.2705187690,-0.0207171432,0.9000000000
446,9.2714306775,-0.0205953934,0.9200000000
447,9.2723806440,-0.0204569607,0.9600000000
448,9.2733542580,-0.0203452661,0.9800000000
449,9.2743656425,-0.0202129727,1.0200000000
450,9.2754346453,-0.0200592427,1.0800000000
451,9.2765810718,-0.0198823071,1.1600000000
452,9.2778246827,-0.0196797436,1.2600000000
453,9.2791934783,-0.0195042481,1.3800000000
454,9.2806587503,-0.0192959743,1.4800000000
455,9.2822488612,-0.0191183582,1.6000000000
456,9.2839745303,-0.0188954997,1.7400000000
457,9.2858157212,-0.0186316511,1.8600000000
458,9.2877526423,-0.0183317563,1.9600000000
459,9.2897777212,-0.0180854735,2.0400000000
460,9.2919079466,-0.0178811699,2.1400000000
461,9.2941128323,-0.0176225604,2.2200000000
462,9.2963724356,-0.0173182697,2.2800000000
463,9.2986671631,-0.0169767644,2.3200000000
464,9.3009917380,-0.0167085266,2.3400000000
465,9.3033621514,-0.0164951248,2.3800000000
466,9.3057468220,-0.0162243004,2.4000000000
467,9.3081773222,-0.0160091980,2.4400000000
468,9.3106714784,-0.0158383628,2.5000000000
469,9.3132481042,-0.0157064557,2.5800000000
470,9.3158790004,-0.0154874002,2.6400000000
471,9.3185934056,-0.0153130318,2.7200000000
472,9.3214100228,-0.0151749451,2.8200000000
473,9.3243002560,-0.0149371386,2.9000000000
474,9.3272825024,-0.0146112455,3.0000000000
475,9.3303363072,-0.0142104009,3.0800000000
476,9.3334998087,-0.0138868924,3.1800000000
477,9.3367341620,-0.0134787763,3.2600000000
478,9.3400194684,-0.0130000673,3.3200000000
479,9.3433580167,-0.0126209959,3.3600000000
480,9.3467467546,-0.0121596331,3.4200000000
481,9.3502056452,-0.0116247725,3.5000000000
482,9.3537548378,-0.0110220852,3.6000000000
483,9.3574145079,-0.0103548414,3.7200000000
484,9.3611965142,-0.0098174136,3.8200000000
485,9.3650732955,-0.0093924828,3.9000000000
486,9.3689977297,-0.0088629389,3.9600000000
487,9.3729501195,-0.0082476222,4.0000000000
488,9.3769411619,-0.0077659782,4.0200000000
489,9.3809439576,-0.0073944596,4.0200000000
490,9.3849537907,-0.0069016727,4.0400000000
491,9.3889505500,-0.0063121690,4.0400000000
492,9.3929152027,-0.0056473912,4.0200000000
493,9.3968292943,-0.0049260820,3.9800000000
494,9.4007138770,-0.0041569156,3.9600000000
495,9.4046280525,-0.0035562243,3.9600000000
496,9.4085491841,-0.0028742218,3.9800000000
497,9.4124937929,-0.0023446360,3.9800000000
498,9.4164440454,-0.0017157443,4.0000000000
499,9.4203809997,-0.0010083608,4.0000000000
500,9.4243233688,-0.0004623523,3.9800000000
501,9.4282812785,-0.0000436026,3.9800000000
502,9.4322438400,0.0005023882,4.0000000000
503,9.4362219194,0.0009205806,4.0000000000
504,9.4401645404,0.0014647671,3.9800000000
505,9.4441227300,0.0018808628,3.9800000000
506,9.4480585822,0.0023175176,3.9600000000
507,9.4519386141,0.0028758654,3.9200000000
508,9.4558154153,0.0033006153,3.9000000000
509,9.4596362401,0.0038491571,3.8600000000
510,9.4634138078,0.0042614462,3.8000000000
511,9.4671354230,0.0047973378,3.7600000000
512,9.4708532686,0.0052038156,3.7400000000
513,9.4745409735,0.0055052005,3.7000000000
514,9.4781745067,0.0057220794,3.6400000000
515,9.4817545877,0.0061002590,3.6000000000
516,9.4852589000,0.0066016526,3.5400000000
517,9.4886678677,0.0071937159,3.4600000000
518,9.4920026523,0.0078564466,3.4000000000
519,9.4953244364,0.0083617686,3.3600000000
520,9.4985711011,0.0089526731,3.3000000000
521,9.5017245881,0.0096037644,3.2200000000
522,9.5048063903,0.0100904833,3.1200000000
523,9.5077549194,0.0106438150,3.0000000000
524,9.5105918777,0.0112452030,2.9000000000
525,9.5133000109,0.0118732275,2.7800000000
526,9.5159387488,0.0123416952,2.6800000000
527,9.5184467750,0.0128549249,2.5600000000
528,9.5208068458,0.0133901500,2.4200000000
529,9.5230408295,0.0139372486,2.3000000000
530,9.5251701800,0.0144903006,2.2000000000
531,9.5272494694,0.0149037680,2.1200000000
532,9.5292600804,0.0153521467,2.0600000000
533,9.5312120722,0.0156840020,1.9800000000
534,9.5330768043,0.0159231137,1.8800000000
535,9.5348687215,0.0160935037,1.8000000000
536,9.5365647237,0.0162100223,1.7000000000
537,9.5381828879,0.0162871227,1.6200000000
538,9.5396950450,0.0164413334,1.5200000000
539,9.5410803512,0.0166436369,1.4000000000
540,9.5423726806,0.0167846498,1.3000000000
541,9.5435888172,0.0168816646,1.2200000000
542,9.5446996815,0.0170244248,1.1200000000
543,9.5456896675,0.0171655905,1.0000000000
544,9.5465361301,0.0173175809,0.8600000000
545,9.5472212472,0.0174611586,0.7000000000
546,9.5477665289,0.0175887043,0.5600000000
547,9.5481542524,0.0176870426,0.4000000000
548,9.5483666691,0.0177443067,0.2200000000
549,9.5484244098,0.0177606163,0.0600000000
550,9.5484244098,0.0177606163,0.0000000000
551,9.5484244098,0.0177606163,0.0000000000
552,9.5484244098,0.0177606163,0.0000000000
553,9.5484244098,0.0177606163,0.0000000000
554,9.5484244098,0.0177606163,0.0000000000
555,9.5484244098,0.0177606163,0.0000000000
556,9.5484244098,0.0177606163,0.0000000000
557,9.5484244098,0.0177606163,0.0000000000
558,9.5484244098,0.0177606163,0.0000000000
559,9.5484244098,0.0177606163,0.0000000000
560,9.5484441907,0.0177635687,0.0200000000
561,9.5484638561,0.0177672120,0.0200000000
562,9.5484638561,0.0177672120,0.0000000000
563,9.5484638561,0.0177672120,0.0000000000
564,9.5484836008,0.0177703974,0.0200000000
565,9.5485424910,0.0177818839,0.0600000000
566,9.5486216324,0.0177935735,0.0800000000
567,9.5487396505,0.0178152929,0.1200000000
568,9.5489156850,0.0178528673,0.1800000000
569,9.5491324727,0.0178903253,0.2200000000
570,9.5494068013,0.0179463952,0.2800000000
571,9.5497186599,0.0180181181,0.3200000000
572,9.5500928916,0.0180840777,0.3800000000
573,9.5505092342,0.0181393841,0.4200000000
574,9.5509428520,0.0182140541,0.4400000000
575,9.5513739631,0.0183020499,0.4400000000
576,9.5518222606,0.0184051487,0.4600000000
577,9.5523147720,0.0184913605,0.5000000000
578,9.5528240212,0.0185965522,0.5200000000
579,9.5533695189,0.0187231708,0.5600000000
580,9.5539406004,0.0188244914,0.5800000000
581,9.5545083722,0.0189429615,0.5800000000
582,9.5551009987,0.0190367373,0.6000000000
583,9.5556968330,0.0191073170,0.6000000000
584,9.5562746559,0.0191575231,0.5800000000
