step,x,y,velocity
132,-50.1464955141,20.4091205078,100.0000000000
133,-50.0464962979,20.4095164567,100.0000000000
134,-49.9464964647,20.4096990966,100.0000000000
135,-49.8464964855,20.4097634730,100.0000000000
136,-49.7464970192,20.4094367558,100.0000000000
137,-49.6464995624,20.4087235730,100.0000000000
138,-49.5465042880,20.4077514052,100.0000000000
139,-49.4465096141,20.4067193228,100.0000000000
140,-49.3465148503,20.4056959920,100.0000000000
141,-49.2465190090,20.4047840013,100.0000000000
142,-49.1465282477,20.4034247159,100.0000000000
143,-49.0465423800,20.4017435720,100.0000000000
144,-48.9465606712,20.3998310041,100.0000000000
145,-48.8465845364,20.3976464051,100.0000000000
146,-48.7466097350,20.3954016135,100.0000000000
147,-48.6466406117,20.3929167824,100.0000000000
148,-48.5466746339,20.3903084745,100.0000000000
149,-48.4467158073,20.3874391552,100.0000000000
150,-48.3467647263,20.3843116325,100.0000000000
151,-48.2468188217,20.3810228400,100.0000000000
152,-48.1468773933,20.3776007234,100.0000000000
153,-48.0469400931,20.3740600959,100.0000000000
154,-47.9470065387,20.3704152788,100.0000000000
155,-47.8470977022,20.3666437003,99.9800000000
156,-47.7472306809,20.3628251087,99.9400000000
157,-47.6474248686,20.3589761804,99.8800000000
158,-47.5476978331,20.3551606358,99.8000000000
159,-47.4480735344,20.3512761644,99.7000000000
160,-47.3485712160,20.3473436044,99.5800000000
161,-47.2492100814,20.3433839929,99.4400000000
162,-47.1500093102,20.3394184659,99.2800000000
163,-47.0509885585,20.3354560522,99.1000000000
164,-46.9521807497,20.3311867527,98.9000000000
165,-46.8535994529,20.3267742333,98.6800000000
166,-46.7552526494,20.3224917302,98.4400000000
167,-46.6571806044,20.3178888629,98.1800000000
168,-46.5593770178,20.3135450784,97.9000000000
169,-46.4618660570,20.3093770436,97.6000000000
170,-46.3646913812,20.3048514730,97.2800000000
171,-46.2678755338,20.2999468533,96.9400000000
172,-46.1714062030,20.2953246663,96.5800000000
173,-46.0754933628,20.2878972122,96.2000000000
174,-45.9803073991,20.2770679776,95.8000000000
175,-45.8853651221,20.2679406320,95.3800000000
176,-45.7912837204,20.2552011874,94.9400000000
177,-45.6978114453,20.2414387678,94.4800000000
178,-45.6046144575,20.2291782026,94.0000000000
179,-45.5117885943,20.2179706551,93.5000000000
180,-45.4198662728,20.2039861199,92.9800000000
181,-45.3289560561,20.1872384010,92.4400000000
182,-45.2390691401,20.1682048323,91.8800000000
183,-45.1502375499,20.1471183775,91.3000000000
184,-45.0629315217,20.1256534305,89.9059870246
185,-44.9780127869,20.1028431105,87.9289612585
186,-44.9400463697,20.0928093250,39.2699081699
187,-44.9028177956,20.0824243032,38.6499081699
188,-44.8660378769,20.0726758113,38.0499081699
189,-44.8298212490,20.0630659267,37.4699081699
190,-44.7942206451,20.0533222971,36.9099081699
191,-44.7591560049,20.0436661473,36.3699081699
192,-44.7245996185,20.0341229783,35.8499081699
193,-44.6906306549,20.0243390363,35.3499081699
194,-44.6571402799,20.0146279458,34.8699081699
195,-44.6240966589,20.0050278996,34.4099081699
196,-44.5914693826,19.9955719224,33.9699081699
197,-44.5592233327,19.9863097087,33.5499081699
198,-44.5274455697,19.9768709487,33.1499081699
199,-44.4961216791,19.9672438641,32.7699081699
200,-44.4650511802,19.9580228963,32.4099081699
201,-44.4341606532,19.9494057998,32.0699081699
202,-44.4034572675,19.9413213225,31.7499081699
203,-44.3730771324,19.9331884191,31.4499081699
204,-44.3428381476,19.9256275346,31.1699081699
205,-44.3127996865,19.9183396488,30.9099081699
206,-44.2829178485,19.9114317531,30.6699081699
207,-44.2532431855,19.9046045074,30.4499081699
208,-44.2236802404,19.8981944201,30.2499081699
209,-44.1944952807,19.8909530455,30.0699081699
210,-44.1653967610,19.8840335976,29.9099081699
211,-44.1363436824,19.8775400579,29.7699081699
212,-44.1073695996,19.8712456495,29.6499081699
213,-44.0784664244,19.8650971913,29.5499081699
214,-44.0611602920,19.8616716468,17.6418982930
215,-44.0438998068,19.8585421344,17.5418982930
216,-44.0268172233,19.8551204561,17.4218982930
217,-44.0098172766,19.8520114659,17.2818982930
218,-43.9929344395,19.8491602886,17.1218982930
219,-43.9762490627,19.8460006890,16.9818982930
220,-43.9596755140,19.8431208025,16.8218982930
221,-43.9433342547,19.8399718305,16.6418982930
222,-43.9272356428,19.8366295691,16.4418982930
223,-43.9113900375,19.8331558422,16.2218982930
224,-43.8956698670,19.8300610942,16.0218982930
225,-43.8802047404,19.8268161213,15.8018982930
226,-43.8648745265,19.8239171954,15.6018982930
227,-43.8497164817,19.8213025306,15.3818982930
228,-43.8348387149,19.8184866580,15.1418982930
229,-43.8201336868,19.8159518604,14.9218982930
230,-43.8056668598,19.8132232698,14.7218982930
231,-43.7913739004,19.8107704422,14.5018982930
232,-43.7772866892,19.8085450830,14.2618982930
233,-43.7634973544,19.8061145682,14.0018982930
234,-43.7499791125,19.8035363941,13.7618982930
235,-43.7367054341,19.8008545158,13.5418982930
236,-43.7236410585,19.7981474252,13.3418982930
237,-43.7107003573,19.7957445478,13.1618982930
238,-43.6979553737,19.7933831500,12.9618982930
239,-43.6854132705,19.7909188913,12.7818982930
240,-43.6730235683,19.7887281279,12.5818982930
241,-43.6608190124,19.7867620799,12.3618982930
242,-43.6488285643,19.7849817504,12.1218982930
243,-43.6370873288,19.7830327582,11.9018982930
244,-43.6255702659,19.7809611194,11.7018982930
245,-43.6141987844,19.7791054396,11.5218982930
246,-43.6029622945,19.7774219822,11.3618982930
247,-43.5918923947,19.7755812435,11.2218982930
248,-43.5809563388,19.7739174300,11.0618982930
249,-43.5701807292,19.7724002124,10.8818982930
250,-43.5596305899,19.7707276361,10.6818982930
251,-43.5492817114,19.7689414165,10.5018982930
252,-43.5391493063,19.7670803747,10.3018982930
253,-43.5291633272,19.7654271821,10.1218982930
254,-43.5193548414,19.7636856239,9.9618982930
255,-43.5097002389,19.7618805379,9.8218982930
256,-43.5001739109,19.7602676664,9.6618982930
257,-43.4908021003,19.7588269860,9.4818982930
258,-43.4816114073,19.7575289878,9.2818982930
259,-43.4726265002,19.7563502412,9.0618982930
260,-43.4638310096,19.7552673809,8.8618982930
261,-43.4552472715,19.7542664580,8.6418982930
262,-43.4468969838,19.7533366242,8.4018982930
263,-43.4388013883,19.7524695369,8.1418982930
264,-43.4310042018,19.7514628945,7.8618982930
265,-43.4234575167,19.7505483445,7.6018982930
266,-43.4161669501,19.7495260020,7.3618982930
267,-43.4091242748,19.7486107509,7.1018982930
268,-43.4023523496,19.7477865389,6.8218982930
269,-43.3958541413,19.7468745093,6.5618982930
270,-43.3896070572,19.7459047988,6.3218982930
271,-43.3835655223,19.7450486335,6.1018982930
272,-43.3777532018,19.7442878563,5.8618982930
273,-43.3721950698,19.7435889765,5.6018982930
274,-43.3668872430,19.7428294188,5.3618982930
275,-43.3618343387,19.7421240650,5.1018982930
276,-43.3570686629,19.7413898732,4.8218982930
277,-43.3525539837,19.7407352068,4.5618982930
278,-43.3482733086,19.7401397030,4.3218982930
279,-43.3442091566,19.7395845106,4.1018982930
280,-43.3403435693,19.7390534313,3.9018982930
281,-43.3366524050,19.7385761131,3.7218982930
282,-43.3331169945,19.7381425321,3.5618982930
283,-43.3297199124,19.7377311673,3.4218982930
284,-43.3264416640,19.7373366806,3.3018982930
285,-43.3232620803,19.7369593215,3.2018982930
286,-43.3201639569,19.7365747688,3.1218982930
287,-43.3171249388,19.7362011519,3.0618982930
288,-43.3141258217,19.7358307922,3.0218982930
289,-43.3111457167,19.7354697281,3.0018982930
290,-43.3081639932,19.7351222825,3.0018982930
291,-43.3051611675,19.7347833031,3.0218982930
292,-43.3021186305,19.7344395153,3.0618982930
293,-43.2990168984,19.7340852462,3.1218982930
294,-43.2958353318,19.7337249868,3.2018982930
295,-43.2925548446,19.7333495723,3.3018982930
296,-43.2891547308,19.7329640670,3.4218982930
297,-43.2856151692,19.7325657922,3.5618982930
298,-43.2819159639,19.7321554177,3.7218982930
299,-43.2780370981,19.7317320857,3.9018982930
300,-43.2739606276,19.7312760614,4.1018982930
301,-43.2696657377,19.7307936448,4.3218982930
302,-43.2651335905,19.7302734937,4.5618982930
303,-43.2603422220,19.7297317451,4.8218982930
304,-43.2552709241,19.7291737992,5.1018982930
305,-43.2499038038,19.7285618150,5.4018982930
306,-43.2442171507,19.7279277040,5.7218982930
307,-43.2381919773,19.7272614485,6.0618982930
308,-43.2318117154,19.7265313550,6.4218982930
309,-43.2250522017,19.7257732034,6.8018982930
310,-43.2178940166,19.7249809125,7.2018982930
311,-43.2103188444,19.7241382378,7.6218982930
312,-43.2023075735,19.7232361615,8.0618982930
313,-43.1938366816,19.7223051720,8.5218982930
314,-43.1848889979,19.7213186991,9.0018982930
315,-43.1754417314,19.7203012378,9.5018982930
316,-43.1654768119,19.7192340802,10.0218982930
317,-43.1549744881,19.7181138618,10.5618982930
318,-43.1439156412,19.7169312683,11.1218982930
319,-43.1322805542,19.7156825988,11.7018982930
320,-43.1200478687,19.7143794844,12.3018982930
321,-43.1071968883,19.7130275385,12.9218982930
322,-43.0937076953,19.7116251276,13.5618982930
323,-43.0795642126,19.7101337226,14.2218982930
324,-43.0647448733,19.7085672756,14.9018982930
325,-43.0492270115,19.7069501195,15.6018982930
326,-43.0329919601,19.7052686111,16.3218982930
327,-43.0160184741,19.7035339224,17.0618982930
328,-42.9982887754,19.7017234407,17.8218982930
329,-42.9797781459,19.6998830021,18.6018982930
330,-42.9604698629,19.6979793565,19.4018982930
331,-42.9403450171,19.6960005300,20.2218982930
332,-42.9193799612,19.6939831090,21.0618982930
333,-42.8975539279,19.6919352083,21.9218982930
334,-42.8748476384,19.6898493075,22.8018982930
335,-42.8512463702,19.6876675370,23.7018982930
336,-42.8267250260,19.6854445759,24.6218982930
337,-42.8012678793,19.6831327970,25.5618982930
338,-42.7748532775,19.6807495425,26.5218982930
339,-42.7474684050,19.6782151456,27.5018982930
340,-42.7190890101,19.6755754196,28.5018982930
341,-42.6896881946,19.6729043667,29.5218982930
342,-42.6592456936,19.6702055225,30.5618982930
343,-42.6277402533,19.6674941233,31.6218982930
344,-42.5951639961,19.6646302765,32.7018982930
345,-42.5614883765,19.6617112063,33.8018982930
346,-42.5266988430,19.6586735524,34.9218982930
347,-42.4907654776,19.6556315527,36.0618982930
348,-42.4536698214,19.6525685469,37.2218982930
349,-42.4153948709,19.6494486184,38.4018982930
350,-42.3759230448,19.6462415497,39.6018982930
351,-42.3352270755,19.6430375726,40.8218982930
352,-42.2932835646,19.6398839746,42.0618982930
353,-42.2501163725,19.6367349672,43.2818982930
354,-42.2057504591,19.6335248263,44.4818982930
355,-42.1602072793,19.6302342759,45.6618982930
356,-42.1134644958,19.6268951592,46.8618982930
357,-42.0654978941,19.6235673860,48.0818982930
358,-42.0163259932,19.6202765420,49.2818982930
359,-41.9659326122,19.6169676316,50.5018982930
360,-41.9142966151,19.6136588793,51.7418982930
361,-41.8614362051,19.6103817269,52.9618982930
362,-41.8073383585,19.6070248284,54.2018982930
363,-41.7519775293,19.6036780757,55.4618982930
364,-41.6953306551,19.6003955978,56.7418982930
365,-41.6373782436,19.5971738023,58.0418982930
366,-41.5781412612,19.5940008650,59.3218982930
367,-41.5176419285,19.5908390388,60.5818982930
368,-41.4558628346,19.5876393486,61.8618982930
369,-41.3927793818,19.5844923858,63.1618982930
370,-41.3284119450,19.5813953969,64.4418982930
371,-41.2627806227,19.5783508995,65.7018982930
372,-41.1958660430,19.5753486123,66.9818982930
373,-41.1276870960,19.5724181067,68.2418982930
374,-41.0582661590,19.5695081759,69.4818982930
375,-40.9876211726,19.5666719239,70.7018982930
376,-40.9157724304,19.5639076501,71.9018982930
377,-40.8427405899,19.5612031841,73.0818982930
378,-40.7685453925,19.5585702859,74.2418982930
379,-40.6932074256,19.5559970916,75.3818982930
380,-40.6167470343,19.5534773673,76.5018982930
381,-40.5391840951,19.5510186954,77.6018982930
382,-40.4605384417,19.5486307415,78.6818982930
383,-40.3808302043,19.5463140122,79.7418982930
384,-40.3000795094,19.5440689355,80.7818982930
385,-40.2182663384,19.5419006712,81.8418982930
386,-40.1354106360,19.5398170130,82.8818982930
387,-40.0514931788,19.5377915081,83.9418982930
388,-39.9665340030,19.5358264418,84.9818982930
389,-39.8805531127,19.5339256467,86.0018982930
390,-39.7935312516,19.5320580943,87.0418982930
391,-39.7054881581,19.5302383116,88.0618982930
392,-39.6164433340,19.5284944569,89.0618982930
393,-39.5263776005,19.5267879841,90.0818982930
394,-39.4353092394,19.5252176941,91.0818982930
395,-39.3432599631,19.5236932760,92.0618982930
396,-39.2502497146,19.5222211243,93.0218982930
397,-39.1562991302,19.5207630393,93.9618982930
398,-39.0614279037,19.5193400079,94.8818982930
399,-38.9656155122,19.5179902592,95.8218982930
400,-38.8688812462,19.5167750770,96.7418982930
401,-38.7712456175,19.5156685933,97.6418982930
402,-38.6726902177,19.5145367968,98.5618982930
403,-38.5732336442,19.5135076216,99.4618982930
404,-38.4732387592,19.5124961940,100.0000000000
405,-38.3732438320,19.5114889589,100.0000000000
406,-38.2732485339,19.5105192406,100.0000000000
407,-38.1732527253,19.5096036661,100.0000000000
408,-38.0732565057,19.5087341506,100.0000000000
409,-37.9732591575,19.5080058986,100.0000000000
410,-37.8732618814,19.5072678060,100.0000000000
411,-37.7732640220,19.5066134963,100.0000000000
412,-37.6732651609,19.5061362457,100.0000000000
413,-37.5732662758,19.5056640447,100.0000000000
414,-37.4732675683,19.5051556125,100.0000000000
415,-37.3732684201,19.5047428610,100.0000000000
416,-37.2732692654,19.5043317069,100.0000000000
417,-37.1732700504,19.5039354669,100.0000000000
418,-37.0732708025,19.5035476369,100.0000000000
419,-36.9732718834,19.5030826876,100.0000000000
420,-36.8732724753,19.5027385997,100.0000000000
421,-36.7732729066,19.5024449231,100.0000000000
422,-36.6732736180,19.5020677175,100.0000000000
423,-36.5732743985,19.5016726236,100.0000000000
424,-36.4732754294,19.5012185479,100.0000000000
425,-36.3732766580,19.5007228520,100.0000000000
426,-36.2732770272,19.5004511219,100.0000000000
427,-36.1732771654,19.5006173553,100.0000000000
428,-36.0732772240,19.5007256601,100.0000000000
429,-35.9732772570,19.5008068686,100.0000000000
430,-35.8732772575,19.5007964054,100.0000000000
431,-35.7732772929,19.5007122851,100.0000000000
432,-35.6732773016,19.5006706123,100.0000000000
433,-35.5732773763,19.5005483363,100.0000000000
434,-35.4732777678,19.5008281345,100.0000000000
435,-35.3732779780,19.5010331976,100.0000000000
436,-35.2732779863,19.5010738533,100.0000000000
437,-35.1732780617,19.5011966906,100.0000000000
438,-35.0732780645,19.5011733671,100.0000000000
439,-34.9732781476,19.5010444010,100.0000000000
440,-34.8732783136,19.5008622179,100.0000000000
441,-34.7732784060,19.5007262484,100.0000000000
442,-34.6732784632,19.5006192917,100.0000000000
443,-34.5732786639,19.5004189432,100.0000000000
444,-34.4732789472,19.5001809014,100.0000000000
445,-34.3732794226,19.5004892289,100.0000000000
446,-34.2732796653,19.5007095739,100.0000000000
447,-34.1732796858,19.5007736461,100.0000000000
448,-34.0732796945,19.5007320279,100.0000000000
449,-33.9732997984,19.5005878845,99.9800000000
450,-33.8733598123,19.5005352358,99.9400000000
451,-33.7734798683,19.5004294187,99.8800000000
452,-33.6736800234,19.5002534744,99.8000000000
453,-33.5739803246,19.5000084261,99.7000000000
454,-33.4744007697,19.4997106794,99.5800000000
455,-33.3749208137,19.4998042092,99.4800000000
456,-33.2755208166,19.4997799911,99.4000000000
457,-33.1762208710,19.4996760722,99.3000000000
458,-33.0770408897,19.4996151267,99.1800000000
459,-32.9779609035,19.4995628396,99.0800000000
460,-32.8790009225,19.4996241560,98.9600000000
461,-32.7801809233,19.4996368603,98.8200000000
462,-32.6815209585,19.4995535971,98.6600000000
463,-32.5830410594,19.4996946073,98.4800000000
464,-32.4847611158,19.4997999066,98.2800000000
465,-32.3867011162,19.4997919329,98.0600000000
466,-32.2888811809,19.4999044814,97.8200000000
467,-32.1912837947,19.5006187646,97.6000000000
468,-32.0939249553,19.5010941450,97.3600000000
469,-31.9968253422,19.5013682821,97.1000000000
470,-31.8999653886,19.5014630019,96.8600000000
471,-31.8033654005,19.5014149550,96.6000000000
472,-31.7070459401,19.5017373605,96.3200000000
473,-31.6110278922,19.5023496350,96.0200000000
474,-31.5152885787,19.5027121879,95.7400000000
475,-31.4198506454,19.5033402796,95.4400000000
476,-31.3246942635,19.5041700875,95.1600000000
477,-31.2298357354,19.5046985191,94.8600000000
478,-31.1352961681,19.5049845441,94.5400000000
479,-31.0410562131,19.5050767235,94.2400000000
480,-30.9470962335,19.5050148201,93.9600000000
481,-30.8533964132,19.5048313170,93.7000000000
482,-30.7599768282,19.5045528821,93.4200000000
483,-30.6668169083,19.5044306894,93.1600000000
484,-30.5739371817,19.5042053213,92.8800000000
485,-30.4813576853,19.5038999574,92.5800000000
486,-30.3890979136,19.5036947083,92.2600000000
487,-30.2971383534,19.5034103029,91.9600000000
488,-30.2054990024,19.5030654261,91.6400000000
489,-30.1141990173,19.5031176988,91.3000000000
490,-30.0232197594,19.5034851566,90.9800000000
491,-29.9325398965,19.5036428322,90.6800000000
492,-29.8421398987,19.5036229178,90.4000000000
493,-29.7520000606,19.5034520355,90.1400000000
494,-29.6621005606,19.5031522160,89.9000000000
495,-29.5724608620,19.5029197717,89.6400000000
496,-29.4831016050,19.5025553658,89.3600000000
497,-29.3940016142,19.5025957828,89.1000000000
498,-29.3051817893,19.5024194185,88.8200000000
499,-29.2166630201,19.5019526167,88.5200000000
500,-29.1284630267,19.5019184117,88.2000000000
501,-29.0406049699,19.5013340724,87.8600000000
502,-28.9530723268,19.5001991752,87.5400000000
503,-28.8658740231,19.4996552665,87.2000000000
504,-28.7790040596,19.4983347211,86.8800000000
505,-28.6924266330,19.4976671830,86.5800000000
506,-28.6061420678,19.4960350666,86.3000000000
507,-28.5201785183,19.4935314385,86.0000000000
508,-28.4344724712,19.4919848625,85.7200000000
509,-28.3490936112,19.4893340790,85.4200000000
510,-28.2640711747,19.4857015465,85.1000000000
511,-28.1793825984,19.4813558534,84.8000000000
512,-28.0949107506,19.4785032517,84.5200000000
513,-28.0107896598,19.4744227530,84.2200000000
514,-27.9269539783,19.4711381661,83.9000000000
515,-27.8877437947,19.4689731739,39.2699081699
516,-27.8488185720,19.4675866745,38.9499081699
517,-27.8102237693,19.4655235185,38.6499081699
518,-27.7719828837,19.4629126712,38.3299081699
519,-27.7339921749,19.4611864140,38.0299081699
520,-27.6963166387,19.4588179676,37.7499081699
521,-27.6589383002,19.4559278071,37.4899081699
522,-27.6217783896,19.4539995153,37.2099081699
523,-27.5848866701,19.4528409179,36.9099081699
524,-27.5483492348,19.4508820394,36.5899081699
525,-27.5121926957,19.4482819392,36.2499081699
526,-27.4763981140,19.4451664576,35.9299081699
527,-27.4409833669,19.4416398096,35.5899081699
528,-27.4058476219,19.4385663992,35.2699081699
529,-27.3710537494,19.4350619864,34.9699081699
530,-27.3364838534,19.4327086004,34.6499081699
531,-27.3022382793,19.4300333716,34.3499081699
532,-27.2683591419,19.4268335750,34.0299081699
533,-27.2348637420,19.4232185924,33.6899081699
534,-27.2017279477,19.4192727202,33.3699081699
535,-27.1687775516,19.4164637656,33.0699081699
536,-27.1360848939,19.4145281477,32.7499081699
537,-27.1037811335,19.4119072303,32.4099081699
538,-27.0717847011,19.4100565745,32.0499081699
539,-27.0401404255,19.4087826418,31.6699081699
540,-27.0089009734,19.4066833601,31.3099081699
541,-26.9780377309,19.4041151938,30.9699081699
542,-26.9475474000,19.4009916396,30.6499081699
543,-26.9173327563,19.3985904232,30.3099081699
544,-26.8875318771,19.3956063662,29.9499081699
545,-26.8580148160,19.3932633411,29.6099081699
546,-26.8287840815,19.3914024590,29.2899081699
547,-26.7999469343,19.3888497893,28.9499081699
548,-26.7714321649,19.3867783709,28.5899081699
549,-26.7433524854,19.3840708781,28.2099081699
550,-26.7157114545,19.3810107464,27.8099081699
551,-26.6885418109,19.3775441150,27.3899081699
552,-26.6617038832,19.3746839083,26.9899081699
553,-26.6352022218,19.3722861683,26.6099081699
554,-26.6091556560,19.3693645773,26.2099081699
555,-26.5835408281,19.3660382060,25.8299081699
556,-26.5582658231,19.3632356438,25.4299081699
557,-26.5333712083,19.3608369649,25.0099081699
558,-26.5088506304,19.3587420090,24.6099081699
559,-26.4847330193,19.3568731882,24.1899081699
560,-26.4611088984,19.3544320721,23.7499081699
561,-26.4379573128,19.3515530617,23.3299081699
562,-26.4152930736,19.3483467933,22.8899081699
563,-26.3931292118,19.3449023760,22.4299081699
564,-26.3714388528,19.3412851410,21.9899081699
565,-26.3502349691,19.3375525467,21.5299081699
566,-26.3294285675,19.3343600108,21.0499081699
567,-26.3090262056,19.3315872954,20.5899081699
568,-26.2891438107,19.3285708776,20.1099081699
569,-26.2697547046,19.3253800379,19.6499081699
570,-26.2508718428,19.3220750557,19.1699081699
571,-26.2324693179,19.3186975209,18.7099081699
572,-26.2145145777,19.3155420723,18.2299081699
573,-26.1969960339,19.3128125543,17.7299081699
574,-26.1800252307,19.3099537470,17.2099081699
575,-26.1635759664,19.3070138941,16.7099081699
576,-26.1475476631,19.3044637155,16.2299081699
577,-26.1330898803,19.3023845411,14.6065208175
578,-26.1191185172,19.3002965745,14.1265208175
579,-26.1056106136,19.2982204409,13.6665208175
580,-26.0925519073,19.2961201925,13.2265208175
581,-26.0798967810,19.2941568400,12.8065208175
