step,x,y,velocity
117,11.4245023337,3.5253016374,51.2702317565
118,11.4096566478,3.5738528685,50.7702317565
119,11.3945580486,3.6223260439,50.7702317565
120,11.3792550796,3.6707350882,50.7702317565
121,11.3637752286,3.7190878611,50.7702317565
122,11.3478628396,3.7677631496,51.2102317565
123,11.3317996133,3.8159252633,50.7702317565
124,11.3155762651,3.8640336763,50.7702317565
125,11.2990873183,3.9120517049,50.7702317565
126,11.2823716410,3.9599912769,50.7702317565
127,11.2655069949,4.0078786462,50.7702317565
128,11.2484408384,4.0556945718,50.7702317565
129,11.2311859506,4.1034427161,50.7702317565
130,11.2137630541,4.1511298119,50.7702317565
131,11.1961350915,4.1987414845,50.7702317565
132,11.1783764784,4.2463045804,50.7702317565
133,11.1604087978,4.2937890925,50.7702317565
134,11.1421892017,4.3411775167,50.7702317565
135,11.1237208195,4.3884695381,50.7702317565
136,11.1050161524,4.4356686045,50.7702317565
137,11.0860737079,4.4827727468,50.7702317565
138,11.0668724466,4.5299447732,50.9302317565
139,11.0475419203,4.5768909891,50.7702317565
140,11.0280543241,4.6237722223,50.7702317565
141,11.0083614232,4.6705675862,50.7702317565
142,10.9884299471,4.7172618331,50.7702317565
143,10.9683503081,4.7640014157,50.8702317565
144,10.9481359275,4.8105738888,50.7702317565
145,10.9277746055,4.8570823073,50.7702317565
146,10.9071209561,4.9034616475,50.7702317565
147,10.8862348245,4.9497367590,50.7702317565
148,10.8650714506,4.9958857355,50.7702317565
149,10.8437546350,5.0419640364,50.7702317565
150,10.8222852545,5.0879714503,50.7702317565
151,10.8005606477,5.1338588984,50.7702317565
152,10.7786352827,5.1796507623,50.7702317565
153,10.7563817025,5.2252840243,50.7702317565
154,10.7339207036,5.2708378515,50.7902317565
155,10.7112583193,5.3162694789,50.7702317565
156,10.6884262169,5.3616160503,50.7702317565
157,10.6655533765,5.4069420870,50.7702317565
158,10.6424959217,5.4521744892,50.7702317565
159,10.6192125307,5.4973135116,50.7902317565
160,10.5958125079,5.5423696473,50.7702317565
161,10.5722669882,5.5873499201,50.7702317565
162,10.5484551474,5.6321897758,50.7702317565
163,10.5244387238,5.6769203899,50.7702317565
164,10.5001345793,5.7214953267,50.7702317565
165,10.4756641902,5.7659792169,50.7702317565
166,10.4509779836,5.8103437032,50.7702317565
167,10.4260772081,5.8545881131,50.7702317565
168,10.4010557093,5.8987643627,50.7702317565
169,10.3758257487,5.9428218879,50.7702317565
170,10.3504361974,5.9867903804,50.7726073265
171,10.3249521640,6.0307014323,50.7702317565
172,10.2992759524,6.0744744498,50.7478561865
173,10.2733900312,6.1181210177,50.7454806165
174,10.2473070301,6.1616706433,50.7631050465
175,10.2209845958,6.2050731905,50.7607294765
176,10.1945387061,6.2484117571,50.7702317565
177,10.1678563680,6.2916051508,50.7702317565
178,10.1410000784,6.3346906025,50.7702317565
179,10.1138978733,6.3776217906,50.7702317565
180,10.0866390964,6.4204537356,50.7702317565
181,10.0591720758,6.4631524383,50.7702317565
182,10.0316230601,6.5057982841,50.7702317565
183,10.0040080838,6.5484014474,50.7702317565
184,9.9761885812,6.5908474283,50.7502317565
185,9.9481817814,6.6331220870,50.7102317565
186,9.9200070033,6.6752609227,50.6902317565
187,9.8916693430,6.7172903958,50.6902317565
188,9.8631910479,6.7592488790,50.7102317565
189,9.8344481051,6.8010750581,50.7502317565
190,9.8055065094,6.8427883710,50.7702317565
191,9.7762928929,6.8843605283,50.8102317565
192,9.7470728147,6.9258792405,50.7702317565
193,9.7176658121,6.9672657676,50.7702317565
194,9.6880411828,7.0084967969,50.7702317565
195,9.6582325836,7.0495950188,50.7702317565
196,9.6281973409,7.0905278984,50.7702317565
197,9.5979645867,7.1313151146,50.7702317565
198,9.5675862402,7.1719940096,50.7702317565
199,9.5370371253,7.2125448173,50.7702317565
200,9.5063107125,7.2529614474,50.7702317565
201,9.4753960548,7.2932342717,50.7702317565
202,9.4443518906,7.3334073510,50.7702317565
203,9.4130148998,7.3733524313,50.7702317565
204,9.3814931259,7.4131518559,50.7702317565
205,9.3499020601,7.4528963021,50.7702317565
206,9.3181160020,7.4924849739,50.7702317565
207,9.2862126564,7.5320048953,50.7902317565
208,9.2541173164,7.5713432428,50.7702317565
209,9.2219441397,7.6106179564,50.7702317565
210,9.1896823357,7.6498199007,50.7702317565
211,9.1572793952,7.6889052672,50.7702317565
212,9.1246761509,7.7278497932,50.7902317565
213,9.0919356916,7.7666528699,50.7702317565
214,9.0590987627,7.8053743437,50.7702317565
215,9.0260460079,7.8439117519,50.7702317565
216,8.9927197337,7.8822128730,50.7702317565
217,8.9591956797,7.9203143668,50.7502317565
218,8.9255020497,7.9582659850,50.7502317565
219,8.8916602920,7.9961124097,50.7702317565
220,8.8576397385,8.0337981945,50.7702317565
221,8.8234661162,8.0713452312,50.7702317565
222,8.7891007522,8.1087168540,50.7702317565
223,8.7545102167,8.1459074778,50.7902317565
224,8.7196830595,8.1828491285,50.7702317565
225,8.6846979895,8.2196412650,50.7702317565
226,8.6496008055,8.2563264678,50.7702317565
227,8.6144336097,8.2929445613,50.7702317565
228,8.5790833954,8.3294138634,50.7902317565
229,8.5436406780,8.3657653450,50.7702317565
230,8.5080643602,8.4019860856,50.7702317565
231,8.4723015930,8.4380227463,50.7702317565
232,8.4363628380,8.4738838996,50.7702317565
233,8.4003175647,8.5096379861,50.7702317565
234,8.3641293723,8.5452474114,50.7702317565
235,8.3277119168,8.5806223371,50.7702317565
236,8.2911360462,8.6158334450,50.7702317565
237,8.2544559116,8.6509359258,50.7702317565
238,8.2176480913,8.6859044945,50.7702317565
239,8.1806645207,8.7207163193,50.7902317565
240,8.1435331656,8.7553411501,50.7702317565
241,8.1062991534,8.7898555639,50.7702317565
242,8.0689636976,8.8242602173,50.7702317565
243,8.0316076529,8.8586425144,50.7702317565
244,7.9940809016,8.8928680982,50.7902317565
245,7.9565277055,8.9270349519,50.7702317565
246,7.9188870482,8.9611054281,50.7702317565
247,7.8810502379,8.9949579350,50.7702317565
248,7.8430075353,9.0285788989,50.7702317565
249,7.8047385385,9.0619420569,50.7702317565
250,7.7663645622,9.0951844151,50.7702317565
251,7.7278212646,9.1281995666,50.7502317565
252,7.6890964475,9.1610016178,50.7502317565
253,7.6501062588,9.1935190227,50.7702317565
254,7.6110040857,9.2259016800,50.7702317565
255,7.5717498676,9.2580998600,50.7702317565
256,7.5322782867,9.2900312040,50.7702317565
257,7.4926496203,9.3217673858,50.7702317565
258,7.4529111367,9.3533659515,50.7702317565
259,7.4130728527,9.3848385993,50.7702317565
260,7.3730964850,9.4161681008,50.7902317565
261,7.3329425848,9.4472370681,50.7702317565
262,7.2926769376,9.4781610731,50.7702317565
263,7.2523149776,9.5089592649,50.7702317565
264,7.2118110269,9.5395704788,50.7702317565
265,7.1711368013,9.5699884836,50.7902317565
266,7.1303036906,9.6001592227,50.7702317565
267,7.0894339501,9.6302803241,50.7702317565
268,7.0484195449,9.6602041439,50.7702317565
269,7.0073073709,9.6899934975,50.7702317565
270,6.9660851551,9.7196303893,50.7702317565
271,6.9246875821,9.7490218401,50.7702317565
272,6.8831921487,9.7782749672,50.7702317565
273,6.8415731291,9.8073519966,50.7702317565
274,6.7998883198,9.8363346311,50.7702317565
275,6.7580506151,9.8650961140,50.7702317565
276,6.7160220463,9.8936136006,50.7902317565
277,6.6739450407,9.9220238459,50.7702317565
278,6.6318010868,9.9503346844,50.7702317565
279,6.5895320508,9.9784584294,50.7702317565
280,6.5470805427,10.0063059768,50.7702317565
281,6.5045614174,10.0340867547,50.7902317565
282,6.4619598463,10.0617041872,50.7702317565
283,6.4191945486,10.0890302798,50.7502317565
284,6.3763364952,10.1162106638,50.7502317565
285,6.3333609506,10.1432424785,50.7702317565
286,6.2902874741,10.1701179701,50.7702317565
287,6.2471272832,10.1968539824,50.7702317565
288,6.2038739903,10.2234391115,50.7702317565
289,6.1604389716,10.2497262868,50.7702317565
290,6.1168927587,10.2758288494,50.7702317565
291,6.0731905558,10.3016693969,50.7702317565
292,6.0293673710,10.3273438221,50.7902317565
293,5.9854165979,10.3527592895,50.7702317565
294,5.9413969810,10.3780553317,50.7702317565
295,5.8972728373,10.4031686027,50.7702317565
296,5.8530250480,10.4280225594,50.7502317565
297,5.8086654977,10.4526764905,50.7502317565
298,5.7641573951,10.4771028131,50.7702317565
299,5.7195252581,10.5013017549,50.7702317565
300,5.6748135104,10.5253110373,50.7502317565
301,5.6300680732,10.5491725849,50.7102317565
302,5.5852220374,10.5728016489,50.6902317565
303,5.5403078843,10.5963009776,50.6902317565
304,5.4953583476,10.6197757887,50.7102317565
305,5.4502514574,10.6430342169,50.7502317565
306,5.4050062924,10.6660666175,50.7702317565
307,5.3597469759,10.6890711974,50.7702317565
308,5.3143434599,10.7117898498,50.7702317565
309,5.2688597027,10.7343474264,50.7702317565
310,5.2232768275,10.7567040345,50.7702317565
311,5.1776278909,10.7789254436,50.7702317565
312,5.1318868952,10.8009567336,50.7702317565
313,5.0860626386,10.8227678210,50.7502317565
314,5.0401608933,10.8444153567,50.7502317565
315,4.9941539777,10.8658858049,50.7702317565
316,4.9480507937,10.8871487507,50.7702317565
317,4.9018773469,10.9082586829,50.7702317565
318,4.8556270246,10.9291511149,50.7502317565
319,4.8092622292,10.9497882602,50.7502317565
320,4.7627446958,10.9701287500,50.7702317565
321,4.7161741420,10.9903475519,50.7702317565
322,4.6694894754,11.0103014571,50.7702317565
323,4.6226628157,11.0299198253,50.7702317565
324,4.5758012001,11.0494545488,50.7702317565
325,4.5288290590,11.0687219927,50.7702317565
326,4.4818002901,11.0878508014,50.7702317565
327,4.4346977843,11.1067436566,50.7502317565
328,4.3874716695,11.1253253708,50.7502317565
329,4.3401994697,11.1438444301,50.7702317565
330,4.2928357400,11.1621281263,50.7702317565
331,4.2453890532,11.1801954541,50.7702317565
332,4.1978558860,11.1980340204,50.7702317565
333,4.1502212911,11.2155420585,50.7502317565
334,4.1025469058,11.2328244364,50.7102317565
335,4.0548851178,11.2499650298,50.6502317565
336,4.0071783850,11.2668606863,50.6102317565
337,3.9594297074,11.2835770058,50.5902317565
338,3.9116298422,11.3001463882,50.5902317565
339,3.8637605903,11.3165759434,50.6102317565
340,3.8158510788,11.3330114136,50.6502317565
341,3.7678018904,11.3492226165,50.7102317565
342,3.7196184532,11.3652217671,50.7702317565
343,3.6713558423,11.3809804731,50.7702317565
344,3.6229812501,11.3963920033,50.7702317565
345,3.5745277869,11.4115537427,50.7702317565
346,3.5260601126,11.4266026817,50.7502317565
347,3.4775453471,11.4414991092,50.7502317565
348,3.4289885134,11.4561889125,50.7302317565
349,3.3804036348,11.4707856923,50.7302317565
350,3.3317730768,11.4851591550,50.7102317565
351,3.2830834210,11.4993311352,50.7102317565
352,3.2343137532,11.5132980932,50.7302317565
353,3.1854540776,11.5270947790,50.7702317565
354,3.1365246658,11.5406420699,50.7702317565
355,3.0875503592,11.5540261548,50.7702317565
356,3.0385048736,11.5671470073,50.7702317565
357,2.9893834088,11.5799804842,50.7702317565
358,2.9402110800,11.5926176719,50.7702317565
359,2.8909863518,11.6050491869,50.7702317565
360,2.8416794496,11.6171506676,50.7702317565
361,2.7922803558,11.6289564784,50.7902317565
362,2.7428393844,11.6404980026,50.7702317565
363,2.6933635574,11.6518891825,50.7702317565
364,2.6438300248,11.6630267576,50.7702317565
365,2.5942659811,11.6740277578,50.7702317565
366,2.5446332073,11.6848090103,50.7902317565
367,2.4950221850,11.6955961738,50.7702317565
368,2.4453585762,11.7061385830,50.7702317565
369,2.3956795592,11.7165107235,50.7502317565
370,2.3460058768,11.7267113548,50.7102317565
371,2.2962853639,11.7365789882,50.6902317565
372,2.2465478093,11.7463603613,50.6902317565
373,2.1967646999,11.7560128025,50.7102317565
374,2.1469145726,11.7655286230,50.7502317565
375,2.0969805476,11.7747052006,50.7702317565
376,2.0470024574,11.7836386734,50.7702317565
377,1.9969605863,11.7922076618,50.7702317565
378,1.9468819784,11.8005592765,50.7702317565
379,1.8967891292,11.8088250426,50.7702317565
380,1.8466561689,11.8168439406,50.7702317565
381,1.7964840825,11.8246142799,50.7702317565
382,1.7462361388,11.8320164283,50.7902317565
383,1.6959913654,11.8393019741,50.7702317565
384,1.6457075823,11.8463132217,50.7702317565
385,1.5953889467,11.8530697997,50.7702317565
386,1.5450385519,11.8595854863,50.7702317565
387,1.4946622255,11.8658975514,50.7702317565
388,1.4442832056,11.8721880836,50.7702317565
389,1.3938763949,11.8782518997,50.7702317565
390,1.3434440011,11.8840991287,50.7702317565
391,1.2929768733,11.8896385727,50.7702317565
392,1.2424905270,11.8950000344,50.7702317565
393,1.1919765891,11.9000949846,50.7702317565
394,1.1414515765,11.9050789118,50.7702317565
395,1.0909074392,11.9098649977,50.7702317565
396,1.0403324239,11.9143129471,50.7702317565
397,0.9897241387,11.9183648480,50.7702317565
398,0.9390807090,11.9222236915,50.7902317565
399,0.8884381573,11.9258220793,50.7702317565
400,0.8377825124,11.9292311946,50.7702317565
401,0.7871395978,11.9325298650,50.7502317565
402,0.7364879347,11.9356913593,50.7502317565
403,0.6858011588,11.9386012022,50.7702317565
404,0.6351015836,11.9412787947,50.7702317565
405,0.5843959379,11.9438388593,50.7702317565
406,0.5336801147,11.9461886912,50.7702317565
407,0.4829606491,11.9484585453,50.7702317565
408,0.4322329259,11.9505356922,50.7702317565
409,0.3814948361,11.9523419780,50.7702317565
410,0.3307519061,11.9540067568,50.7702317565
411,0.2800026080,11.9554645558,50.7702317565
412,0.2292461394,11.9566466435,50.7702317565
413,0.1784877713,11.9577441371,50.7702317565
414,0.1277045036,11.9585851880,50.7902317565
415,0.0769367318,11.9590849669,50.7702317565
416,0.0261671686,11.9593455177,50.7702317565
417,-0.0246029433,11.9594558441,50.7702317565
418,-0.0753731711,11.9594357856,50.7702317565
419,-0.1261628003,11.9591883786,50.7902317565
420,-0.1769295069,11.9585901094,50.7702317565
421,-0.2276911183,11.9576545659,50.7702317565
422,-0.2784497223,11.9565680316,50.7702317565
423,-0.3292049657,11.9553344607,50.7702317565
424,-0.3799317615,11.9537923165,50.7502317565
425,-0.4306514184,11.9520309449,50.7502317565
426,-0.4813479276,11.9501815212,50.7302317565
427,-0.5320360005,11.9481137482,50.7302317565
428,-0.5827359821,11.9458558988,50.7502317565
429,-0.6334457099,11.9433780090,50.7702317565
430,-0.6841784396,11.9405726934,50.8102317565
431,-0.7348571130,11.9375249916,50.7702317565
432,-0.7855246091,11.9342967913,50.7702317565
433,-0.8361772796,11.9308437632,50.7702317565
434,-0.8868145719,11.9271721065,50.7702317565
435,-0.9374482917,11.9231878805,50.7902317565
436,-0.9880376446,11.9189060813,50.7702317565
437,-1.0386179489,11.9145186845,50.7702317565
438,-1.0891805244,11.9099314859,50.7702317565
439,-1.1397271624,11.9051718829,50.7702317565
440,-1.1902356237,11.9002240187,50.7502317565
441,-1.2407127772,11.8949663581,50.7502317565
442,-1.2911827947,11.8894533034,50.7702317565
443,-1.3416406326,11.8838298684,50.7702317565
444,-1.3920771887,11.8780186511,50.7702317565
445,-1.4424893300,11.8719993121,50.7702317565
446,-1.4928726048,11.8657429510,50.7702317565
447,-1.5432243890,11.8592380102,50.7702317565
448,-1.5935333632,11.8525602005,50.7502317565
449,-1.6438032641,11.8455943490,50.7502317565
450,-1.6940455242,11.8385749681,50.7302317565
451,-1.7442599039,11.8313588407,50.7302317565
452,-1.7944220529,11.8239233576,50.7102317565
453,-1.8445797971,11.8164582184,50.7102317565
454,-1.8947252562,11.8087777662,50.7302317565
455,-1.9448672829,11.8008157568,50.7702317565
456,-1.9950460313,11.7927036879,50.8302317565
457,-2.0451362641,11.7844220809,50.7702317565
458,-2.0951773267,11.7758483720,50.7702317565
459,-2.1451836611,11.7670743792,50.7702317565
460,-2.1951287499,11.7579582097,50.7702317565
461,-2.2450372910,11.7486440295,50.7702317565
462,-2.2949231003,11.7392088581,50.7702317565
463,-2.3447646639,11.7295426811,50.7702317565
464,-2.3945587184,11.7196346758,50.7702317565
465,-2.4443126969,11.7095273494,50.7702317565
466,-2.4940224694,11.6992048032,50.7702317565
467,-2.5437083714,11.6886711056,50.7902317565
468,-2.5933150001,11.6778637553,50.7702317565
469,-2.6428367824,11.6667651476,50.7502317565
470,-2.6922843303,11.6553403485,50.7502317565
471,-2.7417060604,11.6437167078,50.7702317565
472,-2.7911072485,11.6318338518,50.8102317565
473,-2.8404697979,11.6199613982,50.7702317565
474,-2.8897500954,11.6077520287,50.7702317565
475,-2.9389931779,11.5953934179,50.7702317565
476,-2.9881659454,11.5827579373,50.7702317565
477,-3.0372621571,11.5698281875,50.7702317565
478,-3.0862906621,11.5566440254,50.7702317565
479,-3.1352820763,11.5433226979,50.7702317565
480,-3.1842449503,11.5298968496,50.7702317565
481,-3.2331298218,11.5161897067,50.7702317565
482,-3.2819418281,11.5022981959,50.7502317565
483,-3.3306572433,11.4882150171,50.7102317565
484,-3.3793141918,11.4740023131,50.6902317565
485,-3.4279242798,11.4596301544,50.6902317565
486,-3.4765124687,11.4451141114,50.7102317565
487,-3.5250222554,11.4302014786,50.7502317565
488,-3.5735176046,11.4150396595,50.8102317565
489,-3.6219381766,11.3997732048,50.7702317565
490,-3.6703055228,11.3843389492,50.7702317565
491,-3.7185833360,11.3686268778,50.7702317565
492,-3.7668051301,11.3527437105,50.7702317565
493,-3.8149111661,11.3365133151,50.7702317565
494,-3.8629399103,11.3200556067,50.7702317565
495,-3.9109227319,11.3034644867,50.7702317565
496,-3.9588196278,11.2866873181,50.7502317565
497,-4.0066520419,11.2697271828,50.7502317565
498,-4.0544330390,11.2525634785,50.7702317565
499,-4.1021327160,11.2350586088,50.8102317565
500,-4.1497198728,11.2173645720,50.7702317565
501,-4.1972569526,11.1995364346,50.7702317565
502,-4.2446943292,11.1814446759,50.7702317565
503,-4.2921011630,11.1632730349,50.7702317565
504,-4.3394132254,11.1448009912,50.7902317565
505,-4.3866601319,11.1262174970,50.7702317565
506,-4.4338421855,11.1075241870,50.7502317565
507,-4.4809258759,11.0885844900,50.7502317565
508,-4.5279373833,11.0694132978,50.7702317565
509,-4.5748696191,11.0500488543,50.7702317565
510,-4.6216711915,11.0303707128,50.7702317565
511,-4.6683550375,11.0104148876,50.7702317565
512,-4.7149540962,10.9902618690,50.7702317565
513,-4.7615067759,10.9700019468,50.7702317565
514,-4.8079898484,10.9495828283,50.7702317565
515,-4.8544159128,10.9290344226,50.7702317565
516,-4.9007571624,10.9082954492,50.7702317565
517,-4.9470508353,10.8874504909,50.7702317565
518,-4.9932327538,10.8663590986,50.7702317565
519,-5.0393030325,10.8450725900,50.7502317565
520,-5.0853023586,10.8236331865,50.7502317565
521,-5.1311790469,10.8018858672,50.7702317565
522,-5.1769591916,10.7799360428,50.7702317565
523,-5.2226130336,10.7577247137,50.7702317565
524,-5.2681734275,10.7353223268,50.7702317565
525,-5.3136301897,10.7127553421,50.7502317565
526,-5.3589650700,10.6899444971,50.7502317565
527,-5.4041613057,10.6669041696,50.7302317565
528,-5.4492465649,10.6436474325,50.7302317565
529,-5.4943126811,10.6203100979,50.7502317565
530,-5.5393646898,10.5969021302,50.7702317565
531,-5.5843678577,10.5734004003,50.7702317565
532,-5.6292830730,10.5497310135,50.7702317565
533,-5.6740719727,10.5258234646,50.7702317565
534,-5.7187269978,10.5016667850,50.7702317565
535,-5.7633334729,10.4774205727,50.7702317565
536,-5.8078639243,10.4529934047,50.7902317565
537,-5.8522545546,10.4283542413,50.7702317565
538,-5.8965076785,10.4034689554,50.7702317565
539,-5.9406013724,10.3783022592,50.7702317565
540,-5.9845891499,10.3529909683,50.7502317565
541,-6.0284294062,10.3274250153,50.7502317565
542,-6.0721654513,10.3016417884,50.7702317565
543,-6.1157705062,10.2756376420,50.7702317565
544,-6.1592577308,10.2494369220,50.7702317565
545,-6.2027148792,10.2231863471,50.7702317565
546,-6.2459937607,10.1966428950,50.7702317565
547,-6.2891292376,10.1698670279,50.7702317565
548,-6.3321607803,10.1429621517,50.7502317565
549,-6.3750618853,10.1158497706,50.7502317565
550,-6.4179560618,10.0886890258,50.7702317565
551,-6.4607346100,10.0613465270,50.7702317565
552,-6.5033752456,10.0337526175,50.7902317565
553,-6.5458882246,10.0059990043,50.7702317565
554,-6.5883376457,9.9781482756,50.7702317565
555,-6.6306863344,9.9501446152,50.7702317565
556,-6.6728399089,9.9218481033,50.7702317565
557,-6.7148759340,9.8933416087,50.7902317565
558,-6.7567705483,9.8646630850,50.7702317565
559,-6.7985511251,9.8358538950,50.7502317565
560,-6.8402189542,9.8068818732,50.7502317565
561,-6.8817575500,9.7776900680,50.7702317565
562,-6.9232163581,9.7483850571,50.7702317565
563,-6.9645651635,9.7189250381,50.7702317565
564,-7.0057800663,9.6892779771,50.7702317565
565,-7.0468391993,9.6594495743,50.7502317565
566,-7.0877457735,9.6294122939,50.7502317565
567,-7.1284996873,9.5991346629,50.7702317565
568,-7.1691743642,9.5687506688,50.7702317565
569,-7.2097877447,9.5382847903,50.7702317565
570,-7.2503471971,9.5077471536,50.7702317565
571,-7.2907094950,9.4769494046,50.7702317565
572,-7.3309062957,9.4459359617,50.7702317565
573,-7.3709966310,9.4147524297,50.7902317565
574,-7.4109038086,9.3833671847,50.7702317565
575,-7.4507424852,9.3518950339,50.7702317565
576,-7.4904214423,9.3202538204,50.7502317565
577,-7.5299735126,9.2884541387,50.7502317565
578,-7.5693684881,9.2564283313,50.7702317565
579,-7.6086911748,9.2243138059,50.7702317565
580,-7.6479239866,9.1920895463,50.7702317565
581,-7.6869851467,9.1596574294,50.7702317565
582,-7.7259100149,9.1270930215,50.7502317565
583,-7.7646697162,9.0943321977,50.7502317565
584,-7.8034016514,9.0615076089,50.7702317565
585,-7.8420162359,9.0285450499,50.7702317565
586,-7.8804303981,8.9953491379,50.7702317565
587,-7.9186443729,8.9619229720,50.7702317565
588,-7.9566393106,8.9282480386,50.7702317565
589,-7.9944576643,8.8943449448,50.7902317565
590,-8.0321314010,8.8603110501,50.7702317565
591,-8.0696495063,8.8261056673,50.7702317565
592,-8.1070346136,8.7917549732,50.7702317565
593,-8.1442963913,8.7572705368,50.7702317565
594,-8.1813872079,8.7225730014,50.7902317565
595,-8.2183013159,8.6877166524,50.7702317565
596,-8.2549941832,8.6526564255,50.7502317565
597,-8.2915327993,8.6174354721,50.7502317565
598,-8.3279243019,8.5820338482,50.7702317565
