episode_idx,total_reward,actor_loss,critic_loss,epsilon
0,96.83429351743897,-0.12318116426467896,15.586586952209473,0.5
1,353.875770549387,-0.16074539721012115,27.732141494750977,0.5
2,283.7230145793621,-0.10133112967014313,24.026668548583984,0.5
3,150.33585812225041,-0.12424826622009277,36.409828186035156,0.5
4,421.0939048846267,-0.07873750478029251,8.924379348754883,0.5
5,406.01238840108584,-0.08706887811422348,32.557369232177734,0.5
6,-96.53702865837587,-0.1278308480978012,27.82749366760254,0.5
7,-210.06793550929885,-0.09667184203863144,23.514816284179688,0.5
8,956.5187870237264,-0.12903323769569397,48.5511474609375,0.5
9,-102.10174019138387,-0.1278074085712433,34.77999496459961,0.5
10,814.4553188991151,-0.15476107597351074,38.75218963623047,0.5
11,513.4021810969289,-0.12369975447654724,31.5952205657959,0.5
12,814.4109054292607,-0.08181141316890717,27.08770751953125,0.5
13,-660.4517572524376,-0.027117498219013214,26.598814010620117,0.5
14,345.2806949871348,-0.07391270995140076,11.471813201904297,0.5
15,-107.3711539751355,-0.09308858215808868,8.52458381652832,0.5
16,1226.1585557428484,-0.048171065747737885,16.23576545715332,0.5
17,268.66329379350174,-0.08410334587097168,7.268016815185547,0.5
18,-314.1702325061484,0.01383708044886589,20.884965896606445,0.5
19,333.44731418145807,-0.10884318500757217,28.423856735229492,0.5
20,417.53949980322386,-0.08821385353803635,25.347557067871094,0.5
21,2459.1655834278044,-0.02587546408176422,37.7116813659668,0.5
22,582.2553604281486,-0.07464125007390976,31.409608840942383,0.5
23,1217.1362117987103,-0.023871243000030518,29.111352920532227,0.5
24,506.3902585179201,-0.03415912389755249,31.255279541015625,0.5
25,4178.454320232167,-0.03620481491088867,22.901615142822266,0.5
26,256.88729799252286,-0.09785108268260956,35.822479248046875,0.5
27,1925.5738501196456,-0.004054820165038109,28.447124481201172,0.5
28,252.4098310982667,-0.02505706623196602,33.37632369995117,0.5
29,-67.184348740547,0.0,0.0,0.5
30,3056.7079030891337,-0.047194793820381165,47.287837982177734,0.5
31,1179.4554539514988,-0.022512055933475494,14.438337326049805,0.5
32,566.3080352553968,-0.10470165312290192,36.91377258300781,0.5
33,165.27934065270318,0.02523420937359333,43.303619384765625,0.5
34,225.7265506552418,-0.10420414060354233,25.347139358520508,0.5
35,438.39112529928593,0.017466016113758087,32.43669509887695,0.5
36,1533.0752076830613,-0.041781194508075714,32.973724365234375,0.5
37,481.0122071344812,-0.02768762782216072,36.381683349609375,0.5
38,-355.77458785737514,-0.012224866077303886,23.205381393432617,0.5
39,99.447866546564,-0.08562880009412766,42.22297668457031,0.5
40,594.6003795829319,-0.09357375651597977,45.891448974609375,0.5
41,1546.9686665874249,0.020071979612112045,32.35237121582031,0.5
42,519.3741030822295,-0.07983630150556564,30.05351448059082,0.5
43,715.2295144947736,0.01819629967212677,30.857341766357422,0.5
44,1198.889467257073,-0.021354295313358307,36.303646087646484,0.5
45,-336.04876689929984,0.024338845163583755,6.55807638168335,0.5
46,782.0965314215692,-0.05800021439790726,28.916879653930664,0.5
