ablation_key,count,success_rate_mean,success_rate_std,stall_rate_mean,stall_rate_std,mean_progress_final_mean,mean_progress_final_std,max_abs_contour_error_mean,max_abs_contour_error_std,mean_steps_mean,mean_steps_std,trace_rmse_error_mean,trace_rmse_error_std,trace_mean_velocity_mean,trace_mean_velocity_std,trace_mean_jerk_mean,trace_mean_jerk_std,trace_mean_kcm_intervention_mean,trace_mean_kcm_intervention_std,trace_corner_peak_abs_omega_mean,trace_corner_peak_abs_omega_std,trace_corner_mean_abs_domega_mean,trace_corner_mean_abs_domega_std,trace_corner_min_velocity_mean,trace_corner_min_velocity_std,trace_corner_v_drop_ratio_mean,trace_corner_v_drop_ratio_std,trace_recovery_mean_abs_error_mean,trace_recovery_mean_abs_error_std,trace_recovery_outside_rate_mean,trace_recovery_outside_rate_std,trace_corner_count_mean,trace_corner_count_std
train|kcm=True|smooth=True,1,1.0,0.0,0.0,0.0,1.0,0.0,0.06469480202631317,0.0,916.7,0.0,0.030515345944794964,0.0,54.35044600178278,0.0,19935.10101034224,0.0,0.5061246776573661,0.0,6.283185307179586,0.0,18.5869314669188,0.0,5.050605448841465,0.0,0.08563681916943465,0.0,0.020972308097898632,0.0,0.0,0.0,3.0,0.0
