x,y
0.0,0.0
1.999999999999e-05,2.0000000002792228e-11
7.999999999996e-05,8.000000001116891e-11
0.00019999999999996,8.000000001116891e-11
0.00035999999999964,-2.3999999996229245e-10
0.0005799999999986501,-8.999999999558564e-10
0.0008399999999954001,-2.1999999999012246e-09
0.00115999999998516,-4.759999999805424e-09
0.0015599999999563602,-9.559999999650616e-09
0.0020599999998841103,-1.805999999931909e-08
0.0026799999997201202,-3.231999999812772e-08
0.00343999999937812,-5.511999999485709e-08
0.00431999999880788,-8.679999998814359e-08
0.00529999999790187,-1.2893999997495479e-07
0.00639999999647132,-1.8503999995066101e-07
0.00759999999431132,-2.570399999073998e-07
0.00891999999125948,-3.467999998384611e-07
0.01033999998704989,-4.5613999973056375e-07
0.01187999998122176,-5.901199995618103e-07
0.013519999973664642,-7.475599993201399e-07
0.015279999964146562,-9.305999989899721e-07
0.017179999952016013,-1.1452999985326893e-06
0.019239999936433144,-1.3986799978935306e-06
0.021479999916322424,-1.6988399969954278e-06
0.023919999890316904,-2.055079995729776e-06
0.026539999857198796,-2.4716599939745694e-06
0.029359999815968988,-2.9538799916242486e-06
0.03235999976518499,-3.5058799885093828e-06
0.0355599997037194,-4.133079984493192e-06
0.03897999962902489,-4.847859979289146e-06
0.0425999995390154,-5.655119972598746e-06
0.0463999994313918,-6.5595199640604574e-06
0.050399999302359805,-7.5755199531356544e-06
0.0546199991473993,-8.719139939138113e-06
0.05903999896281789,-9.9965199213567e-06
0.0636399987446307,-1.1413319898956033e-05
0.0684399984864291,-1.2987719870726501e-05
0.07345999818420251,-1.4729659835769449e-05
0.07871999783382078,-1.66495597931394e-05
0.08423999742684223,-1.8769239741045815e-05
0.09003999695819064,-2.110083967824529e-05
0.0961399964176056,-2.3668939602381866e-05
0.1025599957933216,-2.6500159510611564e-05
0.1093199950718809,-2.9623279399510944e-05
0.11643999423792956,-3.306935926496787e-05
0.12393999327399582,-3.687185910206167e-05
0.1318399921602499,-4.106675890492911e-05
0.14015999088347939,-4.5676038669153526e-05
0.14891998942019152,-5.0739318387226445e-05
0.15813998775505497,-5.6280538053644767e-05
0.16779998586833628,-6.231803766057717e-05
0.1779199837436221,-6.887579720163872e-05
0.1884799813592587,-7.597211666753903e-05
0.19949997868245123,-8.365305604562929e-05
0.21099997567675963,-9.196755532125538e-05
0.2229999723017598,-0.00010096755447750575
0.23551996851268217,-0.00011070811349487092
0.24853996427305142,-0.00012121525235441025
0.26207995955283847,-0.0001325211510406165
0.27615995429750695,-0.00014468626952708066
0.29079994844709983,-0.0001577744277836618
0.30601994193579407,-0.0001718529257760101
0.321839934691429,-0.00018699266346505912
0.33823992665460967,-0.0002032286608129058
0.35519991779738613,-0.00022056177779554244
0.3726999080584183,-0.00023902427437067246
0.3907598973888513,-0.0002586554905047336
0.4093998856978445,-0.00027953228614008697
0.42863987293110545,-0.0003016967612376555
0.44849985898715283,-0.0003252308557297938
0.46899984380599247,-0.00035017934957130327
0.4901598272747446,-0.0003766293426832871
0.5119998092714235,-0.00040467189497786667
0.5345397897237353,-0.00043435706639642635
0.5577997685594529,-0.0004657347968795493
0.5817997456403685,-0.0004989027863214903
0.6065597208878502,-0.0005339134146548032
0.6320996942237755,-0.0005708187018116043
0.658399665614312,-0.0006096111877452868
0.6854796349051103,-0.0006503936523292666
0.7133196019781364,-0.0006932115554487044
0.7419395666604769,-0.0007381735569540279
0.7713595287671573,-0.0007853926366811025
0.8015594881542064,-0.0008349206144793566
0.8325594446150886,-0.0008868765901554939
0.8643793980382408,-0.000941320583591156
0.8969993483738957,-0.0009982424547030626
0.9304392953982618,-0.0010577656232708536
