step,s_now,dist_to_turn,turn_angle,v_ratio_cap,v_ratio_exec,e_n,omega_exec,dkappa_exec,stall_triggered,progress
60,0.16022122533307964,9.83977877466692,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.005340707511102645
61,0.16289157908863097,9.837108420911369,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.0054297193029543556
62,0.1655619328441823,9.834438067155817,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.0055187310948060665
63,0.16823228659973363,9.831767713400266,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.005607742886657777
64,0.17090264035528496,9.829097359644715,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.005696754678509488
65,0.1735729941108363,9.826427005889164,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.005785766470361199
66,0.17624334786638762,9.823756652133612,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.00587477826221291
67,0.17891370162193895,9.821086298378061,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.005963790054064621
68,0.18158405537749028,9.81841594462251,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006052801845916331
69,0.1842544091330416,9.815745590866959,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006141813637768042
70,0.18692476288859294,9.813075237111407,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006230825429619753
71,0.18959511664414427,9.810404883355856,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006319837221471464
72,0.1922654703996956,9.807734529600305,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.0064088490133231745
73,0.19493582415524693,9.805064175844754,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006497860805174885
74,0.19760617791079826,9.802393822089202,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006586872597026596
75,0.2002765316663496,9.799723468333651,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006675884388878307
76,0.20294688542190092,9.7970531145781,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006764896180730018
77,0.20561723917745225,9.794382760822547,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.006853907972581729
78,0.20828759293300358,9.791712407066996,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.00694291976443344
79,0.21095794668855491,9.789042053311444,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007031931556285151
80,0.21362830044410624,9.786371699555893,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007120943348136862
81,0.21629865419965758,9.783701345800342,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.0072099551399885725
82,0.2189690079552089,9.78103099204479,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007298966931840283
83,0.22163936171076024,9.77836063828924,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007387978723691994
84,0.22430971546631157,9.775690284533688,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007476990515543704
85,0.2269800692218629,9.773019930778137,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007566002307395415
86,0.22965042297741423,9.770349577022586,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007655014099247126
87,0.23232077673296553,9.767679223267034,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007744025891098836
88,0.23499113048851689,9.765008869511483,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007833037682950548
89,0.23766148424406822,9.762338515755932,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.007922049474802259
90,0.24033183799961955,9.75966816200038,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.00801106126665397
91,0.24300219175517088,9.75699780824483,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.00810007305850568
92,0.2456725455107222,9.754327454489278,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008189084850357391
93,0.24834289926627354,9.751657100733727,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008278096642209102
94,0.25101325302182487,9.748986746978176,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008367108434060813
95,0.25368360677737617,9.746316393222624,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008456120225912522
96,0.25635396053292747,9.743646039467073,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008545132017764233
97,0.2590243142884788,9.740975685711522,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008634143809615942
98,0.2616946680440301,9.73830533195597,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008723155601467653
99,0.2643650217995814,9.73563497820042,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008812167393319362
100,0.2670353755551327,9.732964624444868,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008901179185171073
101,0.269705729310684,9.730294270689315,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.008990190977022782
102,0.2723760830662353,9.727623916933764,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009079202768874492
103,0.2750464368217866,9.724953563178213,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009168214560726202
104,0.2777167905773379,9.722283209422661,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009257226352577912
105,0.2803871443328892,9.71961285566711,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009346238144429623
106,0.2830574980884405,9.716942501911559,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009435249936281332
107,0.2857278518439918,9.714272148156008,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009524261728133043
108,0.2883982055995431,9.711601794400456,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009613273519984752
109,0.2910685593550944,9.708931440644905,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009702285311836461
110,0.2937389131106457,9.706261086889354,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009791297103688172
111,0.296409266866197,9.703590733133803,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009880308895539881
112,0.2990796206217483,9.700920379378251,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.009969320687391592
113,0.3017499743772996,9.6982500256227,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010058332479243301
114,0.3044203281328509,9.695579671867149,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010147344271095012
115,0.3070906818884022,9.692909318111598,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010236356062946721
116,0.3097610356439535,9.690238964356046,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010325367854798432
117,0.3124313893995048,9.687568610600495,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010414379646650141
118,0.3151017431550561,9.684898256844944,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01050339143850185
119,0.3177720969106074,9.682227903089393,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010592403230353561
120,0.32044245066615873,9.679557549333841,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01068141502220527
121,0.32311280442171003,9.67688719557829,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010770426814056981
122,0.32578315817726133,9.674216841822739,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01085943860590869
123,0.32845351193281264,9.671546488067188,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.010948450397760401
124,0.33112386568836394,9.668876134311637,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01103746218961211
125,0.33379421944391524,9.666205780556085,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01112647398146382
126,0.33646457319946654,9.663535426800534,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01121548577331553
127,0.33913492695501785,9.660865073044983,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01130449756516724
128,0.34180528071056915,9.658194719289432,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01139350935701895
129,0.34447563446612045,9.65552436553388,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01148252114887066
130,0.34714598822167175,9.652854011778329,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01157153294072237
131,0.34981634197722306,9.650183658022778,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01166054473257408
132,0.35248669573277436,9.647513304267225,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.011749556524425789
133,0.35515704948832566,9.644842950511674,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.0118385683162775
134,0.35782740324387696,9.642172596756122,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.011927580108129209
135,0.36049775699942826,9.639502243000571,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01201659189998092
136,0.36316811075497957,9.63683188924502,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012105603691832629
137,0.36583846451053087,9.634161535489469,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01219461548368434
138,0.36850881826608217,9.631491181733917,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012283627275536049
139,0.3711791720216335,9.628820827978366,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01237263906738776
140,0.3738495257771848,9.626150474222815,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012461650859239469
141,0.3765198795327361,9.623480120467264,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012550662651091178
142,0.3791902332882874,9.620809766711712,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012639674442942889
143,0.3818605870438387,9.618139412956161,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012728686234794598
144,0.38453094079939,9.61546905920061,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012817698026646309
145,0.3872012945549413,9.612798705445059,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012906709818498018
146,0.3898716483104926,9.610128351689507,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.012995721610349729
147,0.3925420020660439,9.607457997933956,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013084733402201438
148,0.3952123558215952,9.604787644178405,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013173745194053147
149,0.3978827095771465,9.602117290422854,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013262756985904858
150,0.4005530633326978,9.599446936667302,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013351768777756567
151,0.4032234170882491,9.596776582911751,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013440780569608278
152,0.4058937708438004,9.5941062291562,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013529792361459987
153,0.4085641245993517,9.591435875400649,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013618804153311698
154,0.411234478354903,9.588765521645097,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013707815945163408
155,0.4139048321104543,9.586095167889546,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013796827737015118
156,0.4165751858660056,9.583424814133995,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013885839528866828
157,0.4192455396215569,9.580754460378444,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.013974851320718537
158,0.4219158933771082,9.578084106622892,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014063863112570248
159,0.4245862471326595,9.575413752867341,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014152874904421957
160,0.4272566008882108,9.57274339911179,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014241886696273668
161,0.4299269546437621,9.570073045356239,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014330898488125377
162,0.43259730839931343,9.567402691600687,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014419910279977088
163,0.43526766215486473,9.564732337845136,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014508922071828797
164,0.43793801591041603,9.562061984089585,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014597933863680506
165,0.44060836966596734,9.559391630334032,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014686945655532217
166,0.44327872342151864,9.55672127657848,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014775957447383926
167,0.44594907717706994,9.55405092282293,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014864969239235637
168,0.44861943093262124,9.551380569067378,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.014953981031087346
169,0.45128978468817255,9.548710215311827,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015042992822939057
170,0.45396013844372385,9.546039861556276,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015132004614790766
171,0.45663049219927515,9.543369507800724,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015221016406642477
172,0.45930084595482645,9.540699154045173,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015310028198494186
173,0.46197119971037776,9.538028800289622,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015399039990345895
174,0.46464155346592906,9.53535844653407,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015488051782197606
175,0.46731190722148036,9.53268809277852,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015577063574049315
176,0.46998226097703166,9.530017739022968,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015666075365901026
177,0.47265261473258297,9.527347385267417,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015755087157752735
178,0.47532296848813427,9.524677031511866,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015844098949604445
179,0.47799332224368557,9.522006677756314,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.015933110741456154
180,0.4806636759992369,9.519336324000763,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016022122533307866
181,0.4833340297547882,9.516665970245212,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016111134325159576
182,0.4860043835103395,9.51399561648966,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016200146117011285
183,0.4886747372658908,9.51132526273411,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016289157908862994
184,0.4913450910214421,9.508654908978558,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016378169700714706
185,0.4940154447769934,9.505984555223007,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016467181492566416
186,0.4966857985325447,9.503314201467456,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016556193284418125
187,0.499356152288096,9.500643847711904,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016645205076269834
188,0.5020265060436473,9.497973493956353,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016734216868121543
189,0.5046968597991986,9.495303140200802,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.016823228659973256
190,0.50736721355475,9.49263278644525,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01691224045182497
191,0.5100375673103014,9.4899624326897,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01700125224367668
192,0.5127079210658527,9.487292078934146,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01709026403552839
