step,s_now,dist_to_turn,turn_angle,v_ratio_cap,v_ratio_exec,e_n,omega_exec,dkappa_exec,stall_triggered,progress
193,0.5153782748214041,9.484621725178595,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017179275827380103
194,0.5180486285769554,9.481951371423044,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017268287619231815
195,0.5207189823325068,9.479281017667493,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017357299411083528
196,0.5233893360880582,9.476610663911941,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017446311202935237
197,0.5260596898436095,9.47394031015639,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01753532299478695
198,0.5287300435991609,9.471269956400839,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017624334786638662
199,0.5314003973547122,9.468599602645288,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017713346578490375
200,0.5340707511102636,9.465929248889736,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017802358370342084
201,0.5367411048658149,9.463258895134185,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.017891370162193797
202,0.5394114586213663,9.460588541378634,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01798038195404551
203,0.5420818123769177,9.457918187623083,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018069393745897222
204,0.544752166132469,9.455247833867531,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01815840553774893
205,0.5474225198880204,9.45257748011198,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018247417329600644
206,0.5500928736435717,9.449907126356429,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018336429121452356
207,0.5527632273991231,9.447236772600878,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01842544091330407
208,0.5554335811546744,9.444566418845326,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018514452705155778
209,0.5581039349102258,9.441896065089773,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01860346449700749
210,0.5607742886657772,9.439225711334222,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018692476288859203
211,0.5634446424213285,9.436555357578671,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018781488080710916
212,0.5661149961768799,9.43388500382312,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018870499872562625
213,0.5687853499324312,9.431214650067568,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.018959511664414338
214,0.5714557036879826,9.428544296312017,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01904852345626605
215,0.574126057443534,9.425873942556466,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019137535248117763
216,0.5767964111990853,9.423203588800915,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019226547039969472
217,0.5794667649546367,9.420533235045363,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019315558831821185
218,0.582137118710188,9.417862881289812,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019404570623672898
219,0.5848074724657394,9.415192527534261,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01949358241552461
220,0.5874778262212907,9.41252217377871,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019582594207376323
221,0.5901481799768421,9.409851820023158,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019671605999228032
222,0.5928185337323935,9.407181466267607,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019760617791079745
223,0.5954888874879448,9.404511112512056,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.019849629582931457
224,0.5981592412434962,9.401840758756503,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.01993864137478317
225,0.6008295949990475,9.399170405000952,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02002765316663488
226,0.6034999487545989,9.3965000512454,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02011666495848659
227,0.6061703025101502,9.39382969748985,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.020205676750338304
228,0.6088406562657016,9.391159343734298,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.020294688542190017
229,0.611511010021253,9.388488989978747,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.020383700334041726
230,0.6141813637768043,9.385818636223195,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02047271212589344
231,0.6168517175323557,9.383148282467644,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02056172391774515
232,0.619522071287907,9.380477928712093,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.020650735709596864
233,0.6221924250434584,9.377807574956542,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.020739747501448573
234,0.6248627787990098,9.37513722120099,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.020828759293300286
235,0.6275331325545611,9.37246686744544,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.020917771085151998
236,0.6302034863101125,9.369796513689888,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02100678287700371
237,0.6328738400656638,9.367126159934337,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02109579466885542
238,0.6355441938212152,9.364455806178785,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021184806460707133
239,0.6382145475767665,9.361785452423234,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021273818252558845
240,0.6408849013323179,9.359115098667683,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021362830044410558
241,0.6435552550878693,9.35644474491213,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021451841836262267
242,0.6462256088434206,9.353774391156579,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02154085362811398
243,0.648895962598972,9.351104037401027,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021629865419965692
244,0.6515663163545233,9.348433683645476,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021718877211817405
245,0.6542366701100747,9.345763329889925,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021807889003669114
246,0.656907023865626,9.343092976134374,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.021896900795520827
247,0.6595773776211774,9.340422622378822,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02198591258737254
248,0.6622477313767288,9.337752268623271,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022074924379224252
249,0.6649180851322801,9.33508191486772,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02216393617107596
250,0.6675884388878315,9.332411561112169,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022252947962927674
251,0.6702587926433828,9.329741207356617,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022341959754779386
252,0.6729291463989342,9.327070853601066,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.0224309715466311
253,0.6755995001544856,9.324400499845515,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022519983338482808
254,0.6782698539100369,9.321730146089964,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02260899513033452
255,0.6809402076655883,9.319059792334413,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022698006922186233
256,0.6836105614211396,9.31638943857886,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022787018714037946
257,0.686280915176691,9.313719084823308,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022876030505889655
258,0.6889512689322423,9.311048731067757,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.022965042297741368
259,0.6916216226877937,9.308378377312206,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02305405408959308
260,0.6942919764433451,9.305708023556654,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023143065881444793
261,0.6969623301988964,9.303037669801103,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023232077673296502
262,0.6996326839544478,9.300367316045552,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023321089465148215
263,0.7023030377099991,9.29769696229,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023410101256999927
264,0.7049733914655505,9.29502660853445,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02349911304885164
265,0.7076437452211018,9.292356254778898,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02358812484070335
266,0.7103140989766532,9.289685901023347,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023677136632555062
267,0.7129844527322046,9.287015547267796,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023766148424406774
268,0.7156548064877559,9.284345193512245,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023855160216258487
269,0.7183251602433073,9.281674839756693,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.023944172008110196
270,0.7209955139988586,9.279004486001142,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02403318379996191
271,0.72366586775441,9.27633413224559,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02412219559181362
272,0.7263362215099614,9.27366377849004,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.024211207383665334
273,0.7290065752655127,9.270993424734487,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.024300219175517043
274,0.7316769290210641,9.268323070978935,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.024389230967368756
275,0.7343472827766154,9.265652717223384,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02447824275922047
276,0.7370176365321668,9.262982363467833,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02456725455107218
277,0.7396879902877181,9.260312009712282,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02465626634292389
278,0.7423583440432695,9.25764165595673,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.024745278134775603
279,0.7450286977988209,9.254971302201179,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.024834289926627316
280,0.7476990515543722,9.252300948445628,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.024923301718479028
281,0.7503694053099236,9.249630594690077,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025012313510330737
282,0.7530397590654749,9.246960240934525,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02510132530218245
283,0.7557101128210263,9.244289887178974,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025190337094034163
284,0.7583804665765776,9.241619533423423,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025279348885885875
285,0.761050820332129,9.238949179667872,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025368360677737584
286,0.7637211740876804,9.23627882591232,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025457372469589297
287,0.7663915278432317,9.233608472156769,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02554638426144101
288,0.7690618815987831,9.230938118401216,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025635396053292722
289,0.7717322353543344,9.228267764645665,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02572440784514443
290,0.7744025891098858,9.225597410890114,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025813419636996144
291,0.7770729428654372,9.222927057134562,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.025902431428847857
292,0.7797432966209885,9.220256703379011,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02599144322069957
293,0.7824136503765399,9.21758634962346,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02608045501255128
294,0.7850840041320912,9.214915995867909,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02616946680440299
295,0.7877543578876426,9.212245642112357,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.026258478596254704
296,0.790424711643194,9.209575288356806,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.026347490388106416
297,0.7930950653987453,9.206904934601255,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.026436502179958125
298,0.7957654191542967,9.204234580845704,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.026525513971809838
299,0.798435772909848,9.201564227090152,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,0,0.02661452576366155
300,0.8011061266653994,9.198893873334601,1.5707963267948966,0.00039999747353686795,2.670353755551325e-06,0.0,0.0,0.0,1,0.026703537555513263
